"P0",,,,,,,,,,,,,,"P1",,,,,,,,,,,,,"P2",,,,,,,,,,,,,"P3",,,,,,,,,,,,,"P4",,,,,,,,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","Von Mises Strain [1] - Lagrange","displacement","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","Von Mises Strain [1] - Lagrange","displacement","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","Von Mises Strain [1] - Lagrange","displacement","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","Von Mises Strain [1] - Lagrange","displacement","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","Von Mises Strain [1] - Lagrange","displacement"
20,3.97396,-1.17823,-506.765,0.000303462,-0.000470173,-0.000378708,-9.55457e-06,8.51627e-06,-3.26627e-06,1.06411e-05,-1.16794e-05,1.97284e-05,0.000750244,2.16714,-3.11547,-497.141,0.000443441,3.58548e-05,-0.00188523,-3.39041e-06,5.59731e-06,9.02275e-06,1.12794e-05,-9.07252e-06,1.78321e-05,0.00193724,2.44068,-10.3861,-501.658,0.00066407,-3.85391e-05,-0.000760575,4.64698e-05,-2.26573e-05,-5.36258e-06,4.71152e-05,-2.33027e-05,6.27264e-05,0.00101161,2.68465,-17.0047,-503.874,0.000694412,-0.000551469,-0.00209061,1.7412e-05,2.31159e-05,-4.23488e-06,2.54746e-05,1.50533e-05,2.23829e-05,0.00227127,3.29601,-26.1456,-509.74,0.000631141,-0.000791871,0.00122461,-8.65682e-06,-4.63937e-05,7.19556e-05,4.69466e-05,-0.000101997,0.000131929,0.00159099
21,3.97396,-1.17823,-506.765,0.000276485,-0.000399255,0.000157134,6.27873e-06,-2.59972e-05,6.02709e-06,8.48147e-06,-2.82e-05,3.33078e-05,0.00061709,2.16714,-3.11547,-497.141,0.000311902,3.86062e-05,-0.00104653,-7.0533e-06,-4.2634e-06,1.11997e-05,6.87327e-06,-1.819e-05,2.27464e-05,0.00109388,2.44068,-10.3861,-501.658,0.000445822,8.39493e-05,-0.0005455,1.4098e-05,-4.19008e-05,-3.44214e-05,3.07217e-05,-5.85245e-05,7.87832e-05,0.000712425,2.68465,-17.0047,-503.874,0.000735871,-0.000449091,-0.00201058,1.23795e-05,4.45489e-05,-3.20601e-05,6.46107e-05,-7.68229e-06,6.89528e-05,0.0021889,3.29601,-26.1456,-509.74,0.000624011,-0.000722357,0.000186087,-1.70336e-05,-5.91133e-06,8.5541e-05,7.43145e-05,-9.72594e-05,0.000149043,0.00100201
22,3.97396,-1.17823,-506.765,-9.16292e-05,-0.000293136,6.02791e-05,2.11506e-05,-1.47196e-07,7.6834e-06,2.5822e-05,-4.8186e-06,3.01298e-05,0.000590825,2.16714,-3.11547,-497.141,2.51419e-05,7.78264e-06,-0.00109408,-4.13746e-06,5.89938e-06,2.10341e-06,7.43256e-06,-5.67064e-06,1.4641e-05,0.00109568,2.44068,-10.3861,-501.658,0.000354237,9.25885e-05,-0.000708094,3.81181e-05,-6.62345e-06,-3.82591e-05,6.02862e-05,-2.87915e-05,7.91337e-05,0.000801728,2.68465,-17.0047,-503.874,0.000739818,-0.000510347,-0.00204139,1.72369e-05,6.3326e-05,-2.70276e-05,7.589e-05,4.67289e-06,7.36847e-05,0.00223055,3.29601,-26.1456,-509.74,0.000587673,-0.000774522,-0.00090966,-8.74351e-06,-5.06204e-05,7.2145e-05,4.54745e-05,-0.000104838,0.000133521,0.00134875
23,3.97396,-1.17823,-506.765,-3.57507e-05,-0.000114311,-0.000691821,3.37079e-05,4.02712e-05,4.44152e-05,8.16856e-05,-7.70647e-06,8.59413e-05,0.000716088,2.16714,-3.11547,-497.141,0.000137312,0.000277431,-0.00136989,1.02943e-05,8.02219e-06,2.58381e-05,3.54415e-05,-1.7125e-05,4.6775e-05,0.00140642,2.44068,-10.3861,-501.658,0.000466244,0.000280109,-0.00109831,2.79282e-05,8.47382e-06,-3.57e-05,5.54774e-05,-1.90754e-05,6.718e-05,0.00122915,2.68465,-17.0047,-503.874,0.000706751,-0.000186171,-0.00146269,2.3789e-05,7.82677e-05,3.22217e-06,7.87853e-05,2.32714e-05,7.0125e-05,0.0016374,3.29601,-26.1456,-509.74,0.000482594,-0.0008285,-1.56243e-05,-3.95684e-06,-3.12797e-05,3.24718e-05,1.76588e-05,-5.28953e-05,6.36467e-05,0.000963808
24,3.97396,-1.17823,-506.765,-7.95681e-05,5.34481e-05,-0.000840026,3.5618e-05,2.41038e-05,3.66067e-05,6.69889e-05,-7.26706e-06,7.10442e-05,0.000849353,2.16714,-3.11547,-497.141,7.3834e-05,0.000318602,-0.00146385,1.94049e-05,4.9306e-06,3.14876e-05,4.4549e-05,-2.02135e-05,5.75549e-05,0.00150147,2.44068,-10.3861,-501.658,0.000298476,0.000420967,-0.00148033,3.21376e-05,-2.28238e-06,-1.17935e-05,3.6046e-05,-6.19076e-06,3.95686e-05,0.00156935,2.68465,-17.0047,-503.874,0.000622278,-9.92891e-06,-0.0013672,3.64421e-05,5.17533e-05,-1.94382e-05,6.51536e-05,2.30418e-05,5.72635e-05,0.00150231,3.29601,-26.1456,-509.74,0.000502862,-0.000686696,0.000274634,8.2e-06,-4.20664e-05,7.43467e-05,6.15481e-05,-9.54145e-05,0.000136998,0.00090346
25,3.97396,-1.17823,-506.765,-3.8547e-05,0.000164575,-0.0011862,3.70474e-05,6.29454e-05,4.35786e-05,9.55905e-05,4.40237e-06,9.3491e-05,0.00120057,2.16714,-3.11547,-497.141,4.9066e-05,0.00037951,-0.00140289,1.91266e-05,2.68055e-05,2.05901e-05,4.42628e-05,1.6694e-06,4.34531e-05,0.00145674,2.44068,-10.3861,-501.658,0.000432808,0.000495064,-0.00168627,3.23981e-05,2.58857e-05,-2.75344e-05,5.69372e-05,1.34653e-06,5.64471e-05,0.00181107,2.68465,-17.0047,-503.874,0.000669924,-1.56943e-05,-0.00199695,7.28548e-06,5.01406e-05,-4.14329e-05,7.53777e-05,-1.79516e-05,8.58229e-05,0.00210679,3.29601,-26.1456,-509.74,0.000616259,-0.000691937,-0.00151614,-7.14707e-06,-1.04479e-05,5.32468e-05,4.44981e-05,-6.2093e-05,9.27413e-05,0.00178061
26,3.97396,-1.17823,-506.765,6.88095e-05,0.000117019,-0.000756804,2.99026e-05,4.27373e-05,2.31656e-05,6.07694e-05,1.18704e-05,5.61169e-05,0.000771905,2.16714,-3.11547,-497.141,0.00017056,0.000401292,-0.00099862,5.99281e-06,9.60633e-06,2.45616e-05,3.28292e-05,-1.72301e-05,4.41738e-05,0.00109209,2.44068,-10.3861,-501.658,0.000416861,0.000565891,-0.0012869,3.10717e-05,7.62887e-06,-1.69635e-05,4.03429e-05,-1.64234e-06,4.14741e-05,0.00146734,2.68465,-17.0047,-503.874,0.000596831,8.56347e-05,-0.00208229,2.79201e-05,8.1157e-05,-1.07982e-05,8.32903e-05,2.57867e-05,7.38598e-05,0.00216891,3.29601,-26.1456,-509.74,0.000726258,-0.00049895,-0.000735831,1.61267e-05,-2.2808e-05,7.62027e-05,7.53521e-05,-8.20334e-05,0.000136351,0.00115635
27,3.97396,-1.17823,-506.765,-2.0432e-05,0.000189019,9.13967e-05,1.3574e-05,-1.8734e-05,7.98895e-06,1.60037e-05,-2.11637e-05,3.24833e-05,0.000610778,2.16714,-3.11547,-497.141,0.000155035,0.000405,-0.001893,-7.70865e-06,-1.37766e-05,1.65084e-05,6.90907e-06,-2.83943e-05,3.26745e-05,0.00194401,2.44068,-10.3861,-501.658,0.000402332,0.000503962,-0.00143581,2.5723e-05,-5.95735e-06,-3.75436e-05,5.08243e-05,-3.10586e-05,7.17803e-05,0.00157639,2.68465,-17.0047,-503.874,0.000569631,0.000144805,-0.00250595,1.32974e-05,6.71694e-05,-1.89731e-05,7.32429e-05,7.22397e-06,6.99127e-05,0.00257465,3.29601,-26.1456,-509.74,0.000488126,-0.000578255,-0.00117018,-6.15791e-06,1.40095e-06,2.92668e-05,2.71444e-05,-3.19014e-05,5.12237e-05,0.00139408
28,3.97396,-1.17823,-506.765,-0.000255923,0.000130979,-0.000441636,4.27645e-05,6.10277e-05,3.65335e-05,9.04587e-05,1.33335e-05,8.46966e-05,0.000650199,2.16714,-3.11547,-497.141,0.000179706,0.000371625,-0.00227735,7.304e-06,4.43833e-05,2.45654e-05,5.68771e-05,-5.18985e-06,5.97826e-05,0.00231534,2.44068,-10.3861,-501.658,0.000416955,0.000679053,-0.00154415,1.76577e-05,-6.24304e-05,-1.37852e-05,2.01356e-05,-6.49083e-05,7.70711e-05,0.00174217,2.68465,-17.0047,-503.874,0.000805026,0.000313547,-0.00243438,4.23569e-05,8.77224e-05,1.51536e-05,9.25148e-05,3.75645e-05,8.06238e-05,0.00258548,3.29601,-26.1456,-509.74,0.000663116,-0.000482952,-0.000643203,1.14571e-06,-4.06103e-05,6.07749e-05,4.45321e-05,-8.39967e-05,0.000113078,0.00106273
29,3.97396,-1.17823,-506.765,-1.23239e-05,0.000160553,-0.00134629,6.92748e-05,8.12079e-05,5.07188e-05,0.000126641,2.38417e-05,0.000116628,0.00135874,2.16714,-3.11547,-497.141,0.000197163,0.000516238,-0.00279432,2.65909e-05,3.91371e-05,3.70657e-05,7.07059e-05,-4.97791e-06,7.33889e-05,0.00284993,2.44068,-10.3861,-501.658,0.00051602,0.000564461,-0.00172082,4.15903e-05,6.18043e-06,1.4787e-06,4.22031e-05,5.5676e-06,4.00419e-05,0.0018842,2.68465,-17.0047,-503.874,0.0008182,0.000323139,-0.00280039,2.59739e-05,2.74968e-05,-8.19148e-06,3.50094e-05,1.84612e-05,3.04394e-05,0.00293575,3.29601,-26.1456,-509.74,0.000616672,-0.000429832,-0.0014429,2.21508e-07,2.30939e-05,4.36153e-05,5.68643e-05,-3.35489e-05,7.92495e-05,0.00162868
30,3.97396,-1.17823,-506.765,2.9921e-06,0.000407407,-0.00213984,5.02763e-05,4.32516e-05,3.75419e-05,8.547e-05,8.05789e-06,8.21511e-05,0.00217958,2.16714,-3.11547,-497.141,9.55092e-05,0.000523105,-0.00225686,1.8042e-05,2.05639e-05,2.40292e-05,4.39954e-05,-5.38939e-06,4.77778e-05,0.00231962,2.44068,-10.3861,-501.658,0.000618703,0.000731868,-0.00215669,4.72081e-05,-6.47836e-06,-2.86857e-05,5.99797e-05,-1.925e-05,7.18419e-05,0.00236128,2.68465,-17.0047,-503.874,0.000754635,0.000351727,-0.00272551,3.9959e-05,5.46635e-05,-1.70921e-05,6.59268e-05,2.86957e-05,5.72666e-05,0.00284998,3.29601,-26.1456,-509.74,0.00066364,-0.000368103,-0.000590533,-8.04684e-07,5.17287e-06,2.52314e-05,2.77837e-05,-2.34155e-05,4.44391e-05,0.000963352
31,3.97396,-1.17823,-506.765,7.64685e-05,0.00023415,-0.00133579,3.91185e-05,9.16349e-06,1.5209e-05,4.62862e-05,1.99581e-06,4.59973e-05,0.00135909,2.16714,-3.11547,-497.141,0.00015355,0.00049959,-0.00243103,1.38019e-05,-7.73835e-06,1.21393e-05,1.97318e-05,-1.36682e-05,2.98442e-05,0.00248714,2.44068,-10.3861,-501.658,0.000759794,0.000794542,-0.00157542,2.39045e-05,-7.1573e-06,-1.89719e-05,3.43408e-05,-1.75937e-05,4.6165e-05,0.00192252,2.68465,-17.0047,-503.874,0.000654718,0.000335691,-0.00319558,1.30559e-05,5.93601e-05,-2.36293e-05,6.93245e-05,3.09145e-06,6.78364e-05,0.00327953,3.29601,-26.1456,-509.74,0.000701386,-0.000380122,-0.00222785,1.70547e-05,2.9791e-05,2.66479e-05,5.08465e-05,-4.00077e-06,5.30226e-05,0.00236842
32,3.97396,-1.17823,-506.765,0.00015994,0.000386212,-0.00117746,4.96753e-05,-4.57015e-05,3.69209e-06,5.02096e-05,-4.62357e-05,8.35635e-05,0.0012577,2.16714,-3.11547,-497.141,0.000419942,0.000727839,-0.00237269,3.22107e-05,-1.94093e-05,2.04525e-05,3.93578e-05,-2.65564e-05,5.75751e-05,0.00252295,2.44068,-10.3861,-501.658,0.000651082,0.000888144,-0.00219304,5.11725e-05,-4.30467e-06,-1.67607e-05,5.59893e-05,-9.12147e-06,6.12161e-05,0.00245715,2.68465,-17.0047,-503.874,0.000843059,0.00047258,-0.00305755,5.65628e-05,5.48909e-05,4.79555e-06,6.10679e-05,5.03859e-05,5.65256e-05,0.0032076,3.29601,-26.1456,-509.74,0.000793386,-0.000226053,-0.00160984,-2.9292e-06,1.19012e-05,1.79303e-05,2.39277e-05,-1.49557e-05,3.40053e-05,0.00180955
33,3.97396,-1.17823,-506.765,0.000309096,0.000560676,-0.000990689,5.94545e-05,-6.1736e-05,2.51814e-05,6.45161e-05,-6.67976e-05,0.000113897,0.00119695,2.16714,-3.11547,-497.141,0.000516734,0.000835141,-0.00259904,3.24677e-05,-5.52752e-05,2.33052e-05,3.82805e-05,-6.1088e-05,8.69073e-05,0.00278008,2.44068,-10.3861,-501.658,0.000714813,0.000872591,-0.00171429,2.5111e-05,4.40795e-06,-1.27722e-05,3.1839e-05,-2.32005e-06,3.34515e-05,0.00205479,2.68465,-17.0047,-503.874,0.000958042,0.000683343,-0.00357843,1.06233e-05,4.77733e-05,-4.85635e-06,4.85129e-05,9.88378e-06,4.44092e-05,0.00376729,3.29601,-26.1456,-509.74,0.000787351,-8.56214e-05,-0.00110246,1.1175e-05,2.33897e-05,3.1533e-05,4.96383e-05,-1.50736e-05,5.89572e-05,0.00136133
34,3.97396,-1.17823,-506.765,0.000232522,0.000447489,-0.00217341,8.92179e-05,-3.90983e-05,6.97462e-06,8.96968e-05,-3.95772e-05,0.000115017,0.00223602,2.16714,-3.11547,-497.141,0.000475716,0.00100355,-0.00250962,4.70919e-05,-6.74337e-06,1.79291e-05,5.25509e-05,-1.22023e-05,5.99947e-05,0.00274806,2.44068,-10.3861,-501.658,0.000833554,0.00105089,-0.00270811,6.16353e-05,5.51474e-07,2.8983e-05,7.32896e-05,-1.11029e-05,7.97047e-05,0.00302625,2.68465,-17.0047,-503.874,0.0011801,0.000861294,-0.00373729,4.23212e-05,7.37917e-05,-2.11462e-05,8.44749e-05,3.16379e-05,7.39472e-05,0.00401498,3.29601,-26.1456,-509.74,0.000803986,0.000131712,-0.00185272,6.64e-06,3.56142e-05,2.46385e-05,4.98929e-05,-7.63869e-06,5.42558e-05,0.00202667
35,3.97396,-1.17823,-506.765,0.000421532,0.000484814,-0.00191174,6.51144e-05,-5.96449e-05,1.67658e-05,6.77088e-05,-6.22393e-05,0.000112936,0.00201833,2.16714,-3.11547,-497.141,0.000543548,0.000782568,-0.00263692,3.68633e-05,-7.17276e-06,3.33935e-05,5.49397e-05,-2.52491e-05,7.15197e-05,0.00280672,2.44068,-10.3861,-501.658,0.000967716,0.000919442,-0.00270685,3.50853e-05,-3.79133e-05,-1.03095e-05,3.67808e-05,-3.96088e-05,6.61958e-05,0.00301864,2.68465,-17.0047,-503.874,0.00101291,0.000831404,-0.0034439,2.39612e-05,5.16378e-05,-9.26018e-07,5.18344e-05,2.37645e-05,4.49768e-05,0.00368492,3.29601,-26.1456,-509.74,0.000893244,0.000144735,-0.00329896,-4.14869e-06,6.94214e-05,1.22021e-05,7.16557e-05,-6.38289e-06,7.50562e-05,0.00342118
36,3.97396,-1.17823,-506.765,0.000383052,0.000395907,-0.00132881,5.11528e-05,-0.000105201,7.32818e-06,5.1709e-05,-0.000105757,0.000139177,0.00143974,2.16714,-3.11547,-497.141,0.000629353,0.000963169,-0.00258863,1.5196e-05,-5.06299e-05,2.54331e-05,2.39545e-05,-5.93884e-05,7.45146e-05,0.00283767,2.44068,-10.3861,-501.658,0.00100671,0.000935509,-0.00207534,4.10828e-05,3.36299e-06,3.66211e-06,4.1691e-05,2.75474e-06,4.09774e-05,0.00249088,2.68465,-17.0047,-503.874,0.00116352,0.0010297,-0.00391117,2.55146e-05,3.07374e-05,2.94093e-06,3.2784e-05,2.34679e-05,2.93771e-05,0.00420963,3.29601,-26.1456,-509.74,0.000973832,0.000310416,-0.00264021,-1.55078e-05,4.14919e-05,-1.05386e-05,4.34486e-05,-1.74645e-05,5.43549e-05,0.00283174
37,3.97396,-1.17823,-506.765,0.00054633,0.000513172,-0.00278243,5.96187e-05,-8.91812e-05,8.83392e-06,6.0367e-05,-8.99294e-05,0.000131151,0.0028825,2.16714,-3.11547,-497.141,0.000575498,0.000865954,-0.00309599,2.95494e-05,-3.92368e-05,2.61273e-05,3.8381e-05,-4.80684e-05,7.53255e-05,0.00326768,2.44068,-10.3861,-501.658,0.00107205,0.00100578,-0.00288981,5.22659e-05,-2.7808e-05,1.00957e-06,5.26655e-05,-2.82077e-05,7.11482e-05,0.00324266,2.68465,-17.0047,-503.874,0.00125114,0.00102333,-0.00396372,3.87575e-05,3.13658e-05,-8.53851e-06,4.44876e-05,2.56357e-05,3.88663e-05,0.00428149,3.29601,-26.1456,-509.74,0.000795772,0.000340422,-0.00288959,3.04373e-05,5.32955e-05,1.6236e-05,6.23976e-05,2.13352e-05,5.52106e-05,0.00301784
38,3.97396,-1.17823,-506.765,0.000599981,0.000447898,-0.00299794,6.38466e-05,-0.000128404,-4.72715e-06,6.41665e-05,-0.000128724,0.000170175,0.00309073,2.16714,-3.11547,-497.141,0.000724412,0.000918133,-0.00383736,3.4483e-05,-6.56758e-05,1.68738e-05,3.72808e-05,-6.84737e-05,9.29808e-05,0.00401352,2.44068,-10.3861,-501.658,0.00100583,0.000970744,-0.00319051,3.88413e-05,-1.99234e-05,-2.36243e-05,4.79236e-05,-2.90057e-05,6.73158e-05,0.00348362,2.68465,-17.0047,-503.874,0.00114296,0.00103551,-0.00367122,4.55467e-05,3.60564e-05,1.25689e-05,5.46778e-05,2.69253e-05,4.7617e-05,0.00398226,3.29601,-26.1456,-509.74,0.000950437,0.000520232,-0.00328302,1.971e-05,5.96708e-05,3.72125e-05,8.2309e-05,-2.92814e-06,8.39229e-05,0.00345804
39,3.97396,-1.17823,-506.765,0.000540544,0.000524547,-0.00317853,0.000113802,-5.5597e-05,3.38752e-05,0.000121031,-6.2826e-05,0.00016225,0.00326953,2.16714,-3.11547,-497.141,0.0007278,0.00106727,-0.0039114,5.55991e-05,-5.01259e-05,4.26327e-05,7.09551e-05,-6.5482e-05,0.000118571,0.00412172,2.44068,-10.3861,-501.658,0.000909518,0.00113439,-0.00223904,4.92395e-05,4.64523e-06,-2.39566e-06,5.1021e-05,2.86382e-06,5.08287e-05,0.00267285,2.68465,-17.0047,-503.874,0.00115939,0.00100377,-0.00479166,3.57681e-05,2.7539e-05,-8.0322e-06,4.1557e-05,2.17501e-05,3.60267e-05,0.00503141,3.29601,-26.1456,-509.74,0.000926107,0.000579093,-0.00410685,1.34726e-05,2.48045e-05,-7.81625e-07,2.67727e-05,1.15044e-05,2.33717e-05,0.00424991
40,3.97396,-1.17823,-506.765,0.000699062,0.000972984,-0.00317764,5.78981e-05,-0.000124468,-1.03215e-05,5.89707e-05,-0.00012554,0.000163396,0.00339724,2.16714,-3.11547,-497.141,0.000682129,0.00136213,-0.0034135,2.3782e-05,-5.04184e-05,3.30109e-05,3.64552e-05,-6.30915e-05,8.7444e-05,0.00374296,2.44068,-10.3861,-501.658,0.000867065,0.00130687,-0.00300846,6.76669e-05,-1.88539e-05,1.20089e-05,6.98627e-05,-2.10497e-05,8.26801e-05,0.00339339,2.68465,-17.0047,-503.874,0.00112866,0.00108644,-0.00485343,4.57037e-05,3.9307e-05,6.77135e-06,5.05419e-05,3.44688e-05,4.51572e-05,0.00510084,3.29601,-26.1456,-509.74,0.000800178,0.000752186,-0.00344484,-3.65053e-06,8.3398e-05,2.10318e-05,8.88394e-05,-9.09188e-06,9.3799e-05,0.00361614
41,3.97396,-1.17823,-506.765,0.000414514,0.00101073,-0.00385487,7.32874e-05,-0.000129397,3.00597e-05,7.77799e-05,-0.000133889,0.000185469,0.0040086,2.16714,-3.11547,-497.141,0.000788766,0.00138848,-0.00383791,4.22811e-05,-8.48813e-05,4.23466e-05,5.51086e-05,-9.77088e-05,0.000134074,0.00416101,2.44068,-10.3861,-501.658,0.000916486,0.00146408,-0.00329843,7.45438e-05,4.03657e-05,1.3583e-05,7.94684e-05,3.54411e-05,7.04437e-05,0.00372464,2.68465,-17.0047,-503.874,0.00097711,0.00150067,-0.00550484,5.36501e-05,6.01167e-05,1.18266e-05,6.96893e-05,4.40774e-05,6.12763e-05,0.00579001,3.29601,-26.1456,-509.74,0.00103458,0.00111442,-0.0049708,3.59129e-06,4.76771e-05,-2.35492e-05,5.82968e-05,-7.02837e-06,6.21955e-05,0.00519888
42,3.97396,-1.17823,-506.765,0.00046925,0.00122735,-0.00340499,0.000105895,-0.000117587,1.09212e-05,0.000106651,-0.000118343,0.000195233,0.00365251,2.16714,-3.11547,-497.141,0.000556884,0.00161724,-0.00326589,5.75133e-05,-5.83422e-05,2.89267e-05,6.44219e-05,-6.52509e-05,0.000112569,0.00369438,2.44068,-10.3861,-501.658,0.000911113,0.0017086,-0.00279246,6.99657e-05,-4.42417e-05,-3.14906e-06,7.10463e-05,-4.53223e-05,0.000101881,0.00339965,2.68465,-17.0047,-503.874,0.00100194,0.00160644,-0.00474174,5.43384e-05,4.52029e-05,4.78897e-06,5.65685e-05,4.29729e-05,5.12453e-05,0.00510581,3.29601,-26.1456,-509.74,0.000535148,0.00134706,-0.00458983,-2.42328e-05,5.30273e-05,2.96709e-06,5.36209e-05,-2.48264e-05,6.95896e-05,0.00481346
43,3.97396,-1.17823,-506.765,0.000457645,0.00131393,-0.00381559,0.000116771,-8.71209e-05,1.87278e-05,0.00011885,-8.92006e-05,0.000181079,0.00406434,2.16714,-3.11547,-497.141,0.000573663,0.00186707,-0.00379905,5.6511e-05,-3.56916e-05,3.43551e-05,6.80465e-05,-4.7227e-05,0.00010098,0.00427943,2.44068,-10.3861,-501.658,0.000907703,0.00208603,-0.00417156,6.25972e-05,5.88254e-06,-1.25353e-05,6.59399e-05,2.53991e-06,6.49753e-05,0.0047524,2.68465,-17.0047,-503.874,0.00107213,0.00189935,-0.00469385,5.42144e-05,6.05356e-05,1.37793e-05,7.16188e-05,4.31312e-05,6.28049e-05,0.00517748,3.29601,-26.1456,-509.74,0.000645878,0.00168648,-0.00515241,7.30096e-06,3.07397e-05,4.49701e-05,6.5591e-05,-2.75504e-05,8.30054e-05,0.00546029
44,3.97396,-1.17823,-506.765,9.12371e-05,0.00166365,-0.00481863,0.000118236,-6.51201e-05,4.18886e-05,0.000127684,-7.45681e-05,0.000177466,0.00509993,2.16714,-3.11547,-497.141,0.000326773,0.00221149,-0.00513654,5.1852e-05,-3.59899e-05,4.4523e-05,7.05139e-05,-5.46518e-05,0.000109018,0.00560407,2.44068,-10.3861,-501.658,0.000788003,0.00220914,-0.00458158,6.20544e-05,-3.50775e-06,1.2523e-05,6.45991e-05,-6.05245e-06,6.82118e-05,0.00514754,2.68465,-17.0047,-503.874,0.000843659,0.00221336,-0.00631306,4.16492e-05,3.08345e-05,1.30858e-05,5.07134e-05,2.17703e-05,4.47663e-05,0.00674422,3.29601,-26.1456,-509.74,0.000686222,0.00190725,-0.00580458,2.73461e-06,4.00977e-05,-2.67567e-06,4.09017e-05,1.93067e-06,3.99731e-05,0.00614845
45,3.97396,-1.17823,-506.765,0.000156305,0.00193584,-0.00444532,7.78278e-05,-5.35304e-05,4.45145e-05,9.19535e-05,-6.7656e-05,0.000138942,0.0048542,2.16714,-3.11547,-497.141,0.000432458,0.00232367,-0.00403146,3.61304e-05,-9.22879e-06,5.35313e-05,7.16396e-05,-4.4738e-05,0.000102012,0.00467878,2.44068,-10.3861,-501.658,0.000559295,0.00245115,-0.00452472,7.71596e-05,-2.113e-05,1.11766e-05,7.86551e-05,-2.26255e-05,9.22533e-05,0.00517652,2.68465,-17.0047,-503.874,0.000834401,0.00250345,-0.00671934,3.35685e-05,3.34087e-05,9.44433e-06,4.33853e-05,2.3592e-05,3.82693e-05,0.00721933,3.29601,-26.1456,-509.74,0.000630716,0.00235867,-0.00556456,-6.6349e-06,1.25918e-05,-1.87019e-05,2.42831e-05,-1.83262e-05,3.72792e-05,0.00607705
46,3.97396,-1.17823,-506.765,6.65993e-05,0.00237143,-0.00503841,9.99762e-05,-6.33958e-05,9.25015e-06,0.000100934,-6.43539e-05,0.000144381,0.00557126,2.16714,-3.11547,-497.141,0.000240618,0.0026717,-0.00554014,4.8055e-05,-1.99515e-05,3.79602e-05,6.50907e-05,-3.69872e-05,8.9647e-05,0.00615928,2.44068,-10.3861,-501.658,0.000437264,0.00278472,-0.00505987,6.83567e-05,-2.29864e-05,2.98553e-06,6.95973e-05,-2.4227e-05,8.46926e-05,0.00579297,2.68465,-17.0047,-503.874,0.000536217,0.00266337,-0.00655517,4.02579e-05,3.55768e-05,-5.02859e-06,4.35113e-05,3.23234e-05,3.92157e-05,0.00709633,3.29601,-26.1456,-509.74,0.00032076,0.00266589,-0.00742726,-4.51276e-07,1.27909e-05,6.66653e-06,1.59742e-05,-3.63451e-06,1.81421e-05,0.00789774
47,3.97396,-1.17823,-506.765,-0.00017639,0.00259643,-0.00609497,0.000120334,-1.23795e-05,3.85617e-05,0.000131404,-2.345e-05,0.000144824,0.00662962,2.16714,-3.11547,-497.141,2.42109e-05,0.002972,-0.0064187,5.46346e-05,-1.48474e-07,5.62162e-05,8.98672e-05,-3.5381e-05,0.000112062,0.00707671,2.44068,-10.3861,-501.658,0.00033288,0.00311246,-0.00592129,4.78483e-05,-2.76387e-05,2.69746e-05,5.66906e-05,-3.64811e-05,8.15224e-05,0.00669833,2.68465,-17.0047,-503.874,0.000479344,0.00307873,-0.00729717,2.73584e-05,4.77136e-05,-5.38787e-06,4.92265e-05,2.58454e-05,4.27248e-05,0.00793517,3.29601,-26.1456,-509.74,0.000150822,0.00298984,-0.00655621,-4.08254e-06,2.67723e-06,-2.32082e-05,2.3487e-05,-2.48923e-05,4.22829e-05,0.00720756
48,3.97396,-1.17823,-506.765,-0.00036585,0.00296191,-0.00554959,8.24443e-05,-1.49929e-05,1.67036e-05,8.60377e-05,-1.85863e-05,9.69603e-05,0.00630349,2.16714,-3.11547,-497.141,-0.000113676,0.0033831,-0.00636779,3.44014e-05,9.22712e-06,4.13665e-05,6.51786e-05,-2.155e-05,7.86534e-05,0.00721248,2.44068,-10.3861,-501.658,9.12547e-05,0.00336528,-0.00597317,4.3696e-05,-6.36631e-05,-1.03508e-05,4.54873e-05,-6.54544e-05,9.66126e-05,0.00685713,2.68465,-17.0047,-503.874,0.000445924,0.00356103,-0.00671714,5.05965e-05,2.27356e-05,1.13028e-05,5.53551e-05,1.7977e-05,4.91804e-05,0.00761945,3.29601,-26.1456,-509.74,-5.42732e-05,0.0034312,-0.00630468,2.31614e-06,1.25606e-05,1.47987e-07,1.55439e-05,-6.67194e-07,1.64034e-05,0.00717841
