"P0",,,,,,,,,,,,,,"P1",,,,,,,,,,,,,"P2",,,,,,,,,,,,,"P3",,,,,,,,,,,,,"P4",,,,,,,,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","Von Mises Strain [1] - Lagrange","displacement","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","Von Mises Strain [1] - Lagrange","displacement","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","Von Mises Strain [1] - Lagrange","displacement","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","Von Mises Strain [1] - Lagrange","displacement","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","Von Mises Strain [1] - Lagrange","displacement"
3340,3.97396,-1.17823,-506.765,0.000296986,-0.000492137,-0.0131761,4.12388e-05,5.28691e-05,-0.000417326,0.000465478,-0.00037137,0.00072741,0.0131899,2.16714,-3.11547,-497.141,-0.000109325,8.92686e-05,-0.0114426,6.25752e-05,8.71686e-06,-0.000192255,0.000230226,-0.000158934,0.00033974,0.0114436,2.44068,-10.3861,-501.658,-0.00131675,0.000607158,-0.0117476,5.36101e-05,-9.72402e-05,-8.17166e-05,8.93979e-05,-0.000133028,0.000193953,0.0118371,2.68465,-17.0047,-503.874,-0.00175988,0.00198638,-0.0107104,-9.10215e-06,-0.000207637,-0.000179259,9.65649e-05,-0.000313304,0.000371131,0.0110348,3.29601,-26.1456,-509.74,-0.00162361,0.00385763,-0.0103221,1.68563e-05,-4.27916e-05,-0.000139797,0.000130074,-0.000156009,0.000248195,0.0111393
3341,3.97396,-1.17823,-506.765,5.33146e-05,-0.000296573,-0.0131477,2.80612e-05,3.32352e-05,-0.000439263,0.00047108,-0.000409784,0.00076438,0.0131526,2.16714,-3.11547,-497.141,-0.000199727,0.000343999,-0.0114477,5.30361e-05,-5.00376e-06,-0.000205246,0.000231787,-0.000183755,0.000361261,0.0114548,2.44068,-10.3861,-501.658,-0.00160194,0.000917129,-0.0117764,3.39797e-05,-0.000103531,-6.57348e-05,6.05805e-05,-0.000130131,0.000168905,0.0119208,2.68465,-17.0047,-503.874,-0.00191624,0.00202412,-0.011037,-2.93474e-05,-0.000158857,-0.00017856,9.58646e-05,-0.000284069,0.000342232,0.0113841,3.29601,-26.1456,-509.74,-0.00197806,0.00399534,-0.0109447,1.12719e-05,-0.000103917,-0.000114822,8.2231e-05,-0.000174876,0.000227522,0.011818
3342,3.97396,-1.17823,-506.765,5.99227e-05,-1.48786e-06,-0.0133138,6.48687e-05,1.83343e-05,-0.00041557,0.000459101,-0.000375898,0.000725331,0.0133157,2.16714,-3.11547,-497.141,-0.000396551,0.000677323,-0.011226,7.51241e-05,-4.96256e-06,-0.000195544,0.000235158,-0.000164997,0.000348997,0.0112535,2.44068,-10.3861,-501.658,-0.00160668,0.00125389,-0.0116545,4.42334e-05,-0.000111643,-5.882e-05,6.40554e-05,-0.000131465,0.000172757,0.011832,2.68465,-17.0047,-503.874,-0.00197661,0.00240172,-0.0117505,-1.25367e-05,-0.000170755,-0.000183835,0.000108488,-0.00029178,0.000358556,0.0121559,3.29601,-26.1456,-509.74,-0.00215008,0.00438136,-0.0100829,2.24454e-05,-2.38842e-05,-8.90297e-05,9.18067e-05,-9.32455e-05,0.000160683,0.0112021
3343,3.97396,-1.17823,-506.765,9.45329e-06,0.000523252,-0.0126498,1.59272e-05,3.01945e-05,-0.000446919,0.000471151,-0.000425029,0.000777299,0.0126621,2.16714,-3.11547,-497.141,-0.000461391,0.000861694,-0.0108321,5.62563e-05,5.89594e-06,-0.000215095,0.000248095,-0.000185943,0.000377738,0.0108762,2.44068,-10.3861,-501.658,-0.00163583,0.00145951,-0.0116644,4.02991e-05,-8.77567e-05,-8.34369e-05,8.14878e-05,-0.000128945,0.000183878,0.0118691,2.68465,-17.0047,-503.874,-0.0020507,0.00257562,-0.0108552,-7.18085e-06,-0.000127635,-0.000179228,0.000121679,-0.000256495,0.000334375,0.0113444,3.29601,-26.1456,-509.74,-0.00176851,0.00444689,-0.0113177,1.02828e-05,-5.21137e-05,-0.000102828,8.67103e-05,-0.000128541,0.000187678,0.0122884
3344,3.97396,-1.17823,-506.765,9.11243e-05,0.000651862,-0.01352,4.86497e-05,0.000113127,-0.000420539,0.000503714,-0.000341937,0.000737789,0.0135392,2.16714,-3.11547,-497.141,-0.000507441,0.00135127,-0.0116366,7.52745e-05,5.58435e-05,-0.000191006,0.000257465,-0.000126347,0.000339405,0.011726,2.44068,-10.3861,-501.658,-0.00175544,0.00192805,-0.0121467,5.85255e-05,-0.000131651,-6.89941e-05,8.09661e-05,-0.000154092,0.000206888,0.012424,2.68465,-17.0047,-503.874,-0.00188916,0.00288794,-0.0111864,7.13435e-07,-0.000131966,-0.000176229,0.000122677,-0.000253929,0.000332706,0.0117076,3.29601,-26.1456,-509.74,-0.00186919,0.00476942,-0.0109254,3.08079e-06,-3.39578e-05,-0.000115024,0.000101276,-0.000132153,0.000202908,0.0120689
3345,3.97396,-1.17823,-506.765,-1.01298e-05,0.000808398,-0.013903,6.12471e-05,0.000120432,-0.000402075,0.000495048,-0.000313369,0.000706935,0.0139283,2.16714,-3.11547,-497.141,-0.000406392,0.00139542,-0.011657,8.34631e-05,3.34429e-05,-0.000190956,0.000251473,-0.000134567,0.000339873,0.0117474,2.44068,-10.3861,-501.658,-0.00173925,0.00212413,-0.0117283,5.03842e-05,-0.000112672,-6.35868e-05,7.22598e-05,-0.000134548,0.00018185,0.0120461,2.68465,-17.0047,-503.874,-0.00203907,0.00326953,-0.0114446,-2.98676e-07,-0.000163339,-0.000157519,9.55762e-05,-0.000259214,0.000318001,0.012077,3.29601,-26.1456,-509.74,-0.00208869,0.00485422,-0.0116596,4.1876e-06,1.56057e-05,-5.5633e-05,6.64307e-05,-4.66374e-05,9.88471e-05,0.0128014
3346,3.97396,-1.17823,-506.765,-8.83861e-05,0.00111698,-0.01297,2.88414e-05,7.45903e-05,-0.000437105,0.000490399,-0.000386967,0.000762296,0.0130207,2.16714,-3.11547,-497.141,-0.00042938,0.00175807,-0.0118334,5.89626e-05,2.69794e-05,-0.000201837,0.000246039,-0.000160097,0.000354658,0.0119711,2.44068,-10.3861,-501.658,-0.00170177,0.00255219,-0.0114309,3.13668e-05,-0.000170342,-6.44495e-05,5.02795e-05,-0.000189255,0.000218775,0.0118366,2.68465,-17.0047,-503.874,-0.00186056,0.00338877,-0.0125814,4.46451e-06,-0.000140059,-0.000143844,9.32415e-05,-0.000228836,0.000287129,0.0131626,3.29601,-26.1456,-509.74,-0.00218144,0.0051163,-0.0117332,-5.72674e-06,-1.05314e-05,-2.07877e-05,1.31902e-05,-2.94483e-05,3.82593e-05,0.0129848
3347,3.97396,-1.17823,-506.765,-0.000225485,0.00127797,-0.0135658,3.02492e-05,6.44792e-05,-0.000424544,0.00047344,-0.000378712,0.000740213,0.0136287,2.16714,-3.11547,-497.141,-0.000397688,0.00167959,-0.0120922,6.06196e-05,2.25669e-05,-0.000198761,0.000241816,-0.000158629,0.000349668,0.012215,2.44068,-10.3861,-501.658,-0.00170447,0.00249045,-0.0122123,3.47691e-05,-0.000124923,-6.9059e-05,6.05176e-05,-0.000150672,0.000188403,0.0125806,2.68465,-17.0047,-503.874,-0.00204782,0.0033696,-0.0127378,-1.92349e-05,-0.000124096,-0.000154219,9.12853e-05,-0.000234616,0.000291262,0.0133351,3.29601,-26.1456,-509.74,-0.00220963,0.00532583,-0.0116572,-1.5589e-05,-4.93017e-05,-2.06551e-05,-5.29368e-06,-5.95969e-05,5.71539e-05,0.0130055
3348,3.97396,-1.17823,-506.765,-0.00023701,0.00149733,-0.013999,6.11298e-05,8.00015e-05,-0.00041709,0.000488716,-0.000347585,0.000728639,0.0140824,2.16714,-3.11547,-497.141,-0.000575684,0.00193245,-0.0126764,7.82783e-05,-6.883e-06,-0.000193213,0.000234022,-0.000162626,0.000345843,0.0128359,2.44068,-10.3861,-501.658,-0.00193358,0.0027348,-0.0131247,5.94445e-05,-2.37201e-05,-2.60758e-05,6.70749e-05,-3.13505e-05,8.73149e-05,0.0135456,2.68465,-17.0047,-503.874,-0.00209479,0.0034759,-0.013697,-4.29917e-06,-0.000144052,-0.000120884,6.55557e-05,-0.000213906,0.000253249,0.0142862,3.29601,-26.1456,-509.74,-0.00213325,0.00527714,-0.0123031,-1.02172e-05,-3.28066e-05,3.26228e-05,1.39333e-05,-5.6957e-05,6.52155e-05,0.0135563
3349,3.97396,-1.17823,-506.765,-0.000238403,0.00139006,-0.014263,5.09824e-05,0.000115505,-0.000417774,0.000503218,-0.000336731,0.000733023,0.0143344,2.16714,-3.11547,-497.141,-0.000570191,0.00198479,-0.0124032,7.39288e-05,3.66936e-05,-0.000195216,0.000251924,-0.000141302,0.000345506,0.012574,2.44068,-10.3861,-501.658,-0.00186493,0.00276644,-0.0127648,5.02988e-05,-0.000113789,-7.15931e-05,7.72049e-05,-0.000140695,0.000191387,0.0131946,2.68465,-17.0047,-503.874,-0.00196575,0.00365712,-0.0137222,-9.80221e-06,-0.000172423,-0.000144064,7.43663e-05,-0.000256592,0.000300827,0.0143376,3.29601,-26.1456,-509.74,-0.00204485,0.00532733,-0.0127345,-2.85173e-05,-3.90579e-05,4.89479e-06,-2.53507e-05,-4.22245e-05,3.70193e-05,0.0139547
3350,3.97396,-1.17823,-506.765,-7.4673e-05,0.00170031,-0.0134918,2.65811e-05,0.000134396,-0.000427255,0.000512118,-0.00035114,0.000752641,0.0136013,2.16714,-3.11547,-497.141,-0.000455491,0.00223836,-0.0119835,6.8015e-05,7.20165e-05,-0.000188187,0.000258813,-0.000118782,0.000334796,0.0121993,2.44068,-10.3861,-501.658,-0.0019798,0.00295325,-0.0130447,6.10538e-05,-0.000112254,-5.2885e-05,7.60646e-05,-0.000127265,0.000178017,0.0135213,2.68465,-17.0047,-503.874,-0.00211809,0.00365615,-0.0131106,-4.84699e-06,-0.000171604,-0.000126008,6.30812e-05,-0.000239532,0.000276675,0.0137752,3.29601,-26.1456,-509.74,-0.00220086,0.00544199,-0.010787,-1.98212e-05,-9.90387e-06,7.42173e-05,6.0025e-05,-8.97501e-05,0.000130994,0.0122819
3351,3.97396,-1.17823,-506.765,-0.000395807,0.00184707,-0.0148104,4.66302e-05,7.87625e-05,-0.000411044,0.000474851,-0.000349458,0.000717684,0.0149322,2.16714,-3.11547,-497.141,-0.000468244,0.00238355,-0.0131276,8.11366e-05,2.59446e-05,-0.000188684,0.000244394,-0.000137313,0.000335489,0.0133504,2.44068,-10.3861,-501.658,-0.00183102,0.00300062,-0.0136372,7.65578e-05,-6.11673e-05,-7.53398e-05,0.000109778,-9.43872e-05,0.00017704,0.014084,2.68465,-17.0047,-503.874,-0.00188988,0.00363778,-0.0136642,8.20682e-06,-0.000161992,-0.000105958,5.92419e-05,-0.000213027,0.000248284,0.0142664,3.29601,-26.1456,-509.74,-0.0023281,0.00550694,-0.0121637,-1.05466e-05,-7.17116e-05,7.21498e-05,3.7376e-05,-0.000119634,0.000142135,0.0135551
3352,3.97396,-1.17823,-506.765,-0.000148474,0.00188992,-0.0141104,5.62303e-05,0.00011621,-0.000421105,0.000509204,-0.000336764,0.000738414,0.0142398,2.16714,-3.11547,-497.141,-0.000512167,0.00257336,-0.0124824,7.77743e-05,2.9965e-05,-0.00019882,0.000254518,-0.000146778,0.000351996,0.0127553,2.44068,-10.3861,-501.658,-0.00182461,0.00319236,-0.0133953,6.76564e-05,-4.36637e-05,-6.7859e-05,9.97854e-05,-7.57927e-05,0.000152636,0.0138913,2.68465,-17.0047,-503.874,-0.00201029,0.00370874,-0.0134797,-1.20775e-05,-0.000187906,-0.000112848,4.32356e-05,-0.000243219,0.000267664,0.0141251,3.29601,-26.1456,-509.74,-0.00263774,0.00552831,-0.0119959,-2.02068e-06,-2.62459e-05,0.00010335,9.0019e-05,-0.000118286,0.000181053,0.0134707
3353,3.97396,-1.17823,-506.765,-0.000186926,0.00207694,-0.0147278,5.13228e-05,8.87035e-05,-0.000426384,0.000497832,-0.000357805,0.000745285,0.0148769,2.16714,-3.11547,-497.141,-0.000476039,0.00270242,-0.013173,8.76741e-05,3.74774e-05,-0.000194353,0.000258964,-0.000133813,0.000346319,0.0134558,2.44068,-10.3861,-501.658,-0.00190255,0.00318996,-0.0127976,6.95826e-05,-0.000126787,-7.63462e-05,9.57961e-05,-0.000153,0.00021736,0.0133271,2.68465,-17.0047,-503.874,-0.00182543,0.00385632,-0.0141524,-3.34809e-06,-0.000170386,-6.87798e-05,2.18389e-05,-0.000195573,0.000207636,0.0147818,3.29601,-26.1456,-509.74,-0.00268115,0.00562637,-0.0115403,3.24994e-06,-7.46229e-06,5.63361e-05,5.49555e-05,-5.91678e-05,9.92836e-05,0.0131165
3354,3.97396,-1.17823,-506.765,-0.00020056,0.00190906,-0.0143357,4.43612e-05,3.67469e-05,-0.000427139,0.000468662,-0.000387553,0.000743487,0.0144663,2.16714,-3.11547,-497.141,-0.000547628,0.00256365,-0.0128858,7.71203e-05,-7.72757e-06,-0.000203252,0.000242972,-0.00017358,0.000362754,0.0131499,2.44068,-10.3861,-501.658,-0.00175977,0.00329253,-0.0126812,7.92342e-05,-8.51588e-05,-6.34038e-05,0.000100975,-0.0001069,0.000180079,0.0132201,2.68465,-17.0047,-503.874,-0.00194321,0.00383443,-0.0144266,-1.23403e-05,-0.000185485,-7.31802e-05,1.52354e-05,-0.00021306,0.000221374,0.0150538,3.29601,-26.1456,-509.74,-0.00263178,0.00555186,-0.0109501,2.50626e-06,-7.54499e-05,7.62844e-05,4.94742e-05,-0.000122418,0.000153346,0.0125567
3355,3.97396,-1.17823,-506.765,-0.000118689,0.00165861,-0.0149685,6.72027e-05,0.000105334,-0.000416518,0.000504233,-0.000331696,0.000730122,0.0150633,2.16714,-3.11547,-497.141,-0.000335875,0.00236043,-0.0129149,8.48703e-05,4.15863e-05,-0.000185187,0.000250269,-0.000123813,0.000330654,0.0131332,2.44068,-10.3861,-501.658,-0.00168324,0.00310915,-0.013614,8.59347e-05,-9.07881e-05,-5.89074e-05,0.00010383,-0.000108683,0.00018407,0.0140666,2.68465,-17.0047,-503.874,-0.00190067,0.00370013,-0.0140698,-6.06229e-07,-0.000160522,-4.94458e-05,1.37098e-05,-0.000174838,0.000182319,0.0146719,3.29601,-26.1456,-509.74,-0.00260733,0.00580016,-0.0120592,1.57147e-05,-7.68489e-05,3.5097e-05,2.81639e-05,-8.92981e-05,0.000106342,0.0136344
3356,3.97396,-1.17823,-506.765,1.88838e-05,0.00153858,-0.0136314,3.27855e-05,7.07354e-05,-0.000443371,0.000496389,-0.000392868,0.000772577,0.0137198,2.16714,-3.11547,-497.141,-0.000283808,0.00212066,-0.0130857,5.93457e-05,1.98083e-05,-0.000210247,0.000251057,-0.000171903,0.000368751,0.0132597,2.44068,-10.3861,-501.658,-0.00160804,0.00288866,-0.0134206,6.11172e-05,-6.0913e-05,-7.17145e-05,9.42633e-05,-9.40591e-05,0.000163108,0.0138224,2.68465,-17.0047,-503.874,-0.0019919,0.00363604,-0.0136,1.36125e-05,-0.000225641,-5.70159e-05,2.67692e-05,-0.000238798,0.000253355,0.0142187,3.29601,-26.1456,-509.74,-0.00275549,0.00562148,-0.0116491,2.57347e-05,-4.09607e-05,4.67741e-05,5.02691e-05,-6.54951e-05,0.000100847,0.013225
3357,3.97396,-1.17823,-506.765,7.88805e-05,0.00132953,-0.0144376,2.3073e-05,4.81134e-05,-0.000437615,0.000474367,-0.00040318,0.000761503,0.0145003,2.16714,-3.11547,-497.141,-0.000150889,0.00203011,-0.0138471,6.48502e-05,1.37271e-05,-0.000199283,0.000240564,-0.000161987,0.000351183,0.0139962,2.44068,-10.3861,-501.658,-0.00169811,0.00263301,-0.0140856,6.84214e-05,-6.7145e-05,-4.67034e-05,8.31936e-05,-8.19172e-05,0.0001431,0.0144306,2.68465,-17.0047,-503.874,-0.00192837,0.00344245,-0.0140116,7.27055e-07,-0.000211536,-5.96626e-05,1.64952e-05,-0.000227304,0.000236076,0.0145576,3.29601,-26.1456,-509.74,-0.00277881,0.00542053,-0.0105841,4.15891e-05,-0.000114816,4.80201e-05,5.61895e-05,-0.000129417,0.000164984,0.0122122
3358,3.97396,-1.17823,-506.765,-5.68859e-06,0.00109865,-0.0156014,8.76233e-05,0.000135203,-0.000387079,0.000500199,-0.000277373,0.00068343,0.015642,2.16714,-3.11547,-497.141,-0.000253916,0.00177129,-0.0140874,8.9279e-05,1.07849e-05,-0.000174865,0.000229678,-0.000129614,0.000315442,0.0142006,2.44068,-10.3861,-501.658,-0.00156602,0.0024863,-0.012818,7.12476e-05,-6.11129e-05,-4.72757e-05,8.65109e-05,-7.63761e-05,0.000141187,0.0131511,2.68465,-17.0047,-503.874,-0.00184617,0.00329583,-0.0135093,2.3203e-05,-0.000249831,-2.34727e-05,2.53611e-05,-0.000251989,0.000265677,0.0140287,3.29601,-26.1456,-509.74,-0.00289644,0.00527564,-0.0112648,3.64807e-05,-8.06349e-05,5.39538e-05,5.80709e-05,-0.000102225,0.000140692,0.0127719
3359,3.97396,-1.17823,-506.765,-0.000190103,0.00102916,-0.0148433,1.98859e-05,5.08126e-05,-0.000424147,0.000461019,-0.000390321,0.000738782,0.014882,2.16714,-3.11547,-497.141,-0.000436105,0.00170213,-0.0133294,5.20315e-05,-2.16914e-05,-0.000190144,0.000209489,-0.000179149,0.000337214,0.0134449,2.44068,-10.3861,-501.658,-0.00170712,0.00239559,-0.0131987,6.96284e-05,-4.3724e-05,-3.79634e-05,8.12062e-05,-5.53018e-05,0.000118994,0.0135228,2.68465,-17.0047,-503.874,-0.00209554,0.00323535,-0.0124243,2.56874e-05,-0.000277314,-3.84267e-05,3.05522e-05,-0.000282179,0.000298667,0.0130099,3.29601,-26.1456,-509.74,-0.00273427,0.00519471,-0.0106164,4.3243e-05,-3.39521e-05,3.64927e-05,5.86895e-05,-4.93986e-05,9.40308e-05,0.0121316
3360,3.97396,-1.17823,-506.765,-0.000164391,0.000852038,-0.0135108,2.709e-05,-3.42163e-06,-0.000443463,0.000456602,-0.000432933,0.000770901,0.0135407,2.16714,-3.11547,-497.141,-0.000295994,0.00169057,-0.0128901,5.38197e-05,-3.08956e-05,-0.000195698,0.00021219,-0.000189266,0.000348038,0.013004,2.44068,-10.3861,-501.658,-0.00172291,0.00223753,-0.0129969,8.21228e-05,-5.63543e-05,-3.7434e-05,9.16419e-05,-6.58735e-05,0.000137039,0.0133004,2.68465,-17.0047,-503.874,-0.00196847,0.00310759,-0.0132251,2.79945e-05,-0.000248739,-5.45381e-05,3.8476e-05,-0.000259221,0.000280544,0.0137279,3.29601,-26.1456,-509.74,-0.00254527,0.00491262,-0.0104042,3.303e-05,-8.66164e-05,1.90547e-05,3.65355e-05,-9.01219e-05,0.00011299,0.0117841
3361,3.97396,-1.17823,-506.765,-0.000196716,0.000753489,-0.0140872,2.13576e-05,1.93209e-05,-0.000450586,0.000472019,-0.00043134,0.000783387,0.0141115,2.16714,-3.11547,-497.141,-0.000428881,0.00157573,-0.0127718,6.8618e-05,-1.10389e-05,-0.000206972,0.000240061,-0.000182482,0.000367463,0.0128759,2.44068,-10.3861,-501.658,-0.00163832,0.00216701,-0.0128004,8.46055e-05,-6.97731e-05,-4.77909e-05,9.82203e-05,-8.3388e-05,0.000157473,0.0130862,2.68465,-17.0047,-503.874,-0.00207211,0.00302498,-0.0126018,2.66074e-05,-0.000192023,-5.15544e-05,3.8278e-05,-0.000203693,0.000225417,0.0131249,3.29601,-26.1456,-509.74,-0.00269745,0.00506563,-0.0102706,6.64059e-05,-6.37722e-05,4.15279e-05,7.93761e-05,-7.67424e-05,0.000135618,0.0117657
3362,3.97396,-1.17823,-506.765,-0.00010752,0.000636455,-0.0129817,7.86471e-05,-2.01814e-05,-0.000432832,0.000465676,-0.000407211,0.000757083,0.0130005,2.16714,-3.11547,-497.141,-0.000107311,0.00146702,-0.0116501,7.76387e-05,-1.94659e-05,-0.000187582,0.000223092,-0.000164919,0.000337654,0.0117428,2.44068,-10.3861,-501.658,-0.00160382,0.00212062,-0.0128829,9.45304e-05,-4.18498e-05,-6.95519e-05,0.000123775,-7.10947e-05,0.000170914,0.0131552,2.68465,-17.0047,-503.874,-0.00211452,0.00299614,-0.0123845,4.89561e-05,-0.00023646,-2.91659e-05,5.19727e-05,-0.000239477,0.000269311,0.0129165,3.29601,-26.1456,-509.74,-0.00273946,0.00488391,-0.0100404,8.13157e-05,-5.83003e-05,5.29249e-05,9.94511e-05,-7.64357e-05,0.000153035,0.0114968
3363,3.97396,-1.17823,-506.765,-0.000183577,0.000488513,-0.0138022,2.05654e-05,1.30045e-05,-0.000448552,0.000466397,-0.000432827,0.000779638,0.0138146,2.16714,-3.11547,-497.141,-0.000367224,0.00139541,-0.0131841,5.44308e-05,-2.66458e-05,-0.000213372,0.000231681,-0.000203896,0.000377711,0.0132629,2.44068,-10.3861,-501.658,-0.00163647,0.00201501,-0.0132276,8.6963e-05,-5.70484e-05,-4.35547e-05,9.91298e-05,-6.92152e-05,0.00014657,0.0134804,2.68465,-17.0047,-503.874,-0.00208736,0.00286671,-0.0122939,3.55088e-05,-0.000229414,-5.01542e-05,4.47522e-05,-0.000238657,0.000263989,0.0127968,3.29601,-26.1456,-509.74,-0.00280069,0.00515977,-0.00961189,7.69057e-05,-5.53425e-05,6.79949e-05,0.000105963,-8.43996e-05,0.000165609,0.0112633
3364,3.97396,-1.17823,-506.765,-6.6385e-05,0.000448936,-0.0125339,-1.02661e-05,-2.90857e-05,-0.000459156,0.000440557,-0.000479908,0.000797797,0.0125445,2.16714,-3.11547,-497.141,-0.000219947,0.00134823,-0.0118941,3.8033e-05,-2.58669e-05,-0.000205501,0.000214354,-0.000202188,0.000361044,0.0119725,2.44068,-10.3861,-501.658,-0.00153941,0.0019022,-0.0128144,7.2179e-05,-7.44709e-05,-7.06705e-05,0.000100739,-0.000103031,0.000176551,0.0130464,2.68465,-17.0047,-503.874,-0.00214538,0.00277651,-0.012406,2.48422e-05,-0.000220764,-5.98935e-05,3.87727e-05,-0.000234695,0.000256324,0.0128933,3.29601,-26.1456,-509.74,-0.00239398,0.00502149,-0.011006,8.46492e-05,-6.17094e-05,5.03362e-05,0.000100537,-7.75968e-05,0.000155021,0.0123322
3365,3.97396,-1.17823,-506.765,-0.000104708,0.000256961,-0.0131918,1.34791e-05,-9.36459e-06,-0.000440589,0.000443897,-0.000439782,0.000765836,0.0131969,2.16714,-3.11547,-497.141,-0.000258421,0.00107694,-0.0118206,3.90917e-05,-2.24365e-05,-0.000195915,0.000207174,-0.000190519,0.000344719,0.0118725,2.44068,-10.3861,-501.658,-0.00149831,0.00181273,-0.0128533,7.29065e-05,-2.85056e-05,-1.78852e-05,7.5982e-05,-3.15811e-05,9.58807e-05,0.0130669,2.68465,-17.0047,-503.874,-0.0021311,0.00283334,-0.0133358,3.73357e-05,-0.00029924,-3.72697e-05,4.14557e-05,-0.00030336,0.000326099,0.0138001,3.29601,-26.1456,-509.74,-0.00269419,0.00513027,-0.0102136,0.000113615,-7.88542e-05,8.74269e-05,0.000147614,-0.000112853,0.000226467,0.0117435
3366,3.97396,-1.17823,-506.765,-0.000112116,0.000391358,-0.0131753,1.19359e-05,3.74976e-06,-0.000445048,0.000453728,-0.000438042,0.000772992,0.0131839,2.16714,-3.11547,-497.141,-0.000508648,0.00113464,-0.0117126,4.08529e-05,7.70939e-06,-0.000202382,0.000227708,-0.000179146,0.000353465,0.0117785,2.44068,-10.3861,-501.658,-0.001567,0.00174914,-0.012851,6.47099e-05,-4.78399e-05,-1.18172e-05,6.59431e-05,-4.90731e-05,0.000100267,0.0130641,2.68465,-17.0047,-503.874,-0.00211241,0.00275941,-0.012817,1.73492e-05,-0.000285552,-2.05073e-05,1.87639e-05,-0.000286967,0.000296814,0.0132812,3.29601,-26.1456,-509.74,-0.00266772,0.00498135,-0.0105366,6.47647e-05,-0.000123162,5.84738e-05,8.17045e-05,-0.000140102,0.000194432,0.0119564
3367,3.97396,-1.17823,-506.765,-9.03178e-05,0.000240064,-0.0119148,4.50373e-06,-3.67221e-05,-0.000466322,0.000451484,-0.000483702,0.000810472,0.0119194,2.16714,-3.11547,-497.141,-0.000245157,0.00095905,-0.0116166,3.61521e-05,-3.84097e-05,-0.000206258,0.00020888,-0.000211138,0.000363901,0.0116589,2.44068,-10.3861,-501.658,-0.00161262,0.00162097,-0.0126112,8.78602e-05,-3.60227e-05,-2.70855e-05,9.35245e-05,-4.1687e-05,0.000119997,0.0128172,2.68465,-17.0047,-503.874,-0.00196901,0.00269131,-0.0118891,3.94206e-05,-0.000295926,-1.55286e-05,4.01647e-05,-0.00029667,0.000318731,0.0123493,3.29601,-26.1456,-509.74,-0.0027525,0.00481536,-0.0103196,4.39041e-05,-4.52578e-05,8.40456e-05,9.47187e-05,-9.60723e-05,0.000165459,0.0117162
3368,3.97396,-1.17823,-506.765,-0.000214715,0.000512472,-0.0134408,8.67763e-06,1.45441e-05,-0.000427202,0.000439825,-0.000416603,0.000742504,0.0134541,2.16714,-3.11547,-497.141,-0.000347901,0.00119555,-0.0122758,4.9201e-05,9.03402e-06,-0.000189428,0.00022006,-0.000161825,0.000332336,0.0123389,2.44068,-10.3861,-501.658,-0.00165718,0.00173171,-0.0133429,8.1007e-05,-2.86057e-05,-2.70195e-05,8.7444e-05,-3.50427e-05,0.000109484,0.0135568,2.68465,-17.0047,-503.874,-0.00220284,0.00268482,-0.013018,1.64807e-05,-0.000274478,-2.98447e-05,1.95921e-05,-0.00027759,0.000287938,0.0134741,3.29601,-26.1456,-509.74,-0.00246278,0.00483193,-0.00923885,5.78357e-05,-0.000108009,9.38468e-05,0.000100456,-0.000150628,0.000219171,0.0107135
3369,3.97396,-1.17823,-506.765,-0.00027967,0.000426609,-0.0127225,3.64125e-05,3.51901e-05,-0.000438346,0.000475001,-0.000403399,0.000762148,0.012736,2.16714,-3.11547,-497.141,-0.000489266,0.00133428,-0.0113679,6.66744e-05,-7.04895e-07,-0.000201772,0.000237905,-0.000171935,0.000356694,0.0114566,2.44068,-10.3861,-501.658,-0.00162946,0.00182185,-0.0123798,9.23008e-05,-4.79924e-06,-4.47569e-05,0.000109863,-2.23617e-05,0.000123017,0.0126192,2.68465,-17.0047,-503.874,-0.00203017,0.00276523,-0.0117467,2.94658e-05,-0.000261023,-3.83119e-05,3.45469e-05,-0.000266104,0.000285022,0.0122378,3.29601,-26.1456,-509.74,-0.00253737,0.00486497,-0.00986728,5.79815e-05,-7.47901e-05,0.000100734,0.000112558,-0.000129366,0.000210004,0.0112914
