"Average",,,,,,,,,,,"P0",,,,,,,,,,"P1",,,,,,,,,,"P2",,,,,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","displacement","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","displacement","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","displacement","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","displacement","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]"
274,66.1966,7.30455,-694.915,0.00631452,-6.88584e-05,0.00206488,0.00738012,0.000372946,0.000255616,0.0015645,57.7388,10.3303,-695.125,0.0037247,4.39235e-05,0.0102721,0.0109283,0.000450696,0.000264107,0.00194985,57.9435,8.07444,-696.71,0.00502067,0.000364706,0.00315577,0.00599467,0.000350219,0.00022263,0.00151161,58.4098,5.4752,-698.512,0.00603391,0.000411662,0.000724331,0.00610975,0.000287509,0.0001912,0.00122786
275,66.2777,7.29844,-694.897,0.00624413,0.000261234,0.00168074,0.00724213,0.000372996,0.000255992,0.00156361,57.7388,10.3303,-695.125,0.00401715,0.000109758,0.00760515,0.00860477,0.000450602,0.000263746,0.00194939,57.9435,8.07444,-696.71,0.00527525,0.000461275,0.00258995,0.00594101,0.000348982,0.000220176,0.00150596,58.4098,5.4752,-698.512,0.00620922,0.000638269,0.00024785,0.00625535,0.000289161,0.00018984,0.00123427
276,66.2919,7.3008,-694.891,0.00580564,0.000579056,0.00245989,0.00717302,0.000372955,0.000255774,0.00156337,57.7388,10.3303,-695.125,0.00341961,0.000108785,0.00930563,0.00991685,0.000446121,0.000259516,0.00192967,57.9435,8.07444,-696.71,0.00493619,0.00073786,0.0031114,0.00594523,0.000349261,0.000216945,0.00150652,58.4098,5.4752,-698.512,0.0058674,0.00122376,0.000504539,0.00603765,0.000285796,0.000187254,0.00121981
277,66.2133,7.29997,-694.914,0.00568567,0.000584082,0.00264999,0.00702765,0.000372438,0.000256026,0.0015619,57.7388,10.3303,-695.125,0.00402524,0.000263472,0.00643844,0.00760143,0.00044243,0.000261502,0.00191457,57.9435,8.07444,-696.71,0.00501046,0.00067566,0.00230035,0.00556388,0.000343044,0.000220644,0.00148113,58.4098,5.4752,-698.512,0.00577408,0.00113969,0.000829946,0.00598278,0.000284485,0.000189879,0.00121513
278,66.231,7.30367,-694.906,0.00534529,0.000321092,0.00320808,0.00707707,0.00037321,0.000256567,0.00156539,57.7388,10.3303,-695.125,0.00340787,7.08867e-05,0.00879268,0.00943129,0.000444101,0.000260466,0.00192138,57.9435,8.07444,-696.71,0.00461169,0.000647045,0.00299987,0.00558172,0.000345984,0.000219793,0.0014933,58.4098,5.4752,-698.512,0.00543159,0.0010997,0.000238509,0.00555774,0.000289095,0.00019127,0.00123437
279,66.2609,7.30302,-694.898,0.00524128,-6.7973e-05,0.00280348,0.0067396,0.00037359,0.000256275,0.00156624,57.7388,10.3303,-695.125,0.00326483,-8.19288e-05,0.00850164,0.00910989,0.000446069,0.000261571,0.00192988,57.9435,8.07444,-696.71,0.00419987,0.000231052,0.00401962,0.00585284,0.000348511,0.000219349,0.00150382,58.4098,5.4752,-698.512,0.00528226,0.000540745,0.000674853,0.00535969,0.000289362,0.000189443,0.00123499
280,66.231,7.30367,-694.906,0.00515817,-0.000153678,0.00149128,0.00617245,0.000372742,0.000254965,0.00156291,57.7388,10.3303,-695.125,0.00366753,-8.04252e-05,0.00648681,0.00745331,0.000445797,0.000261127,0.00192865,57.9435,8.07444,-696.71,0.00461483,0.000119467,0.00156604,0.00498339,0.000345245,0.000219202,0.0014901,58.4098,5.4752,-698.512,0.00527689,0.000417228,-0.00140948,0.00548425,0.000287671,0.000187965,0.00122768
281,66.2609,7.30302,-694.898,0.00499518,-0.000289296,0.000407269,0.00607181,0.000372747,0.000255308,0.00156263,57.7388,10.3303,-695.125,0.0032086,-9.92672e-05,0.00571876,0.00656074,0.000454454,0.000262101,0.00196525,57.9435,8.07444,-696.71,0.00412499,-8.19663e-05,0.0017709,0.0045183,0.000351346,0.000222185,0.00151628,58.4098,5.4752,-698.512,0.00491255,-7.85663e-05,-0.000255037,0.00492983,0.000287588,0.000189166,0.00122766
282,66.2265,7.30389,-694.907,0.00482874,-0.000144121,-0.000681816,0.00550829,0.000371571,0.000254177,0.00155794,57.7388,10.3303,-695.125,0.00393453,0.000472359,0.00156311,0.00426275,0.00044494,0.000258097,0.00192442,57.9435,8.07444,-696.71,0.00427142,0.000527768,-0.00128894,0.00451583,0.000342792,0.000216202,0.00147924,58.4098,5.4752,-698.512,0.00498332,0.000735772,-0.00419126,0.00655667,0.000284093,0.000187325,0.00121286
283,66.1966,7.30455,-694.915,0.00451961,0.000181526,-0.000926618,0.00538364,0.000370801,0.000252991,0.00155573,57.7388,10.3303,-695.125,0.00337869,0.000522025,0.00193809,0.0039376,0.000446832,0.000256019,0.00193195,57.9435,8.07444,-696.71,0.00410386,0.000651044,-0.00222739,0.00472575,0.000346221,0.000217243,0.00149384,58.4098,5.4752,-698.512,0.00410195,0.000456333,-0.00196712,0.004577,0.000287901,0.000189289,0.00122898
284,66.2677,7.30347,-694.896,0.00439042,0.000739843,-0.00211024,0.00555205,0.000369813,0.000254324,0.0015509,57.7388,10.3303,-695.125,0.00210894,0.000670606,0.00260303,0.00342659,0.000444941,0.000258483,0.00192452,57.9435,8.07444,-696.71,0.0033325,0.000844513,-0.00112108,0.00368292,0.000343261,0.000218164,0.00148159,58.4098,5.4752,-698.512,0.00420755,0.00120228,-0.00352838,0.0056267,0.000286973,0.000190735,0.00122556
285,66.2143,7.309,-694.907,0.00353013,0.000796452,-0.000433492,0.00445439,0.000370731,0.000254129,0.00155478,57.7388,10.3303,-695.125,0.00241688,0.000819276,0.00138852,0.0029072,0.000448612,0.000254985,0.00193924,57.9435,8.07444,-696.71,0.0028768,0.000770617,-0.000212592,0.00300483,0.000347175,0.000214306,0.00149731,58.4098,5.4752,-698.512,0.00329666,0.00119084,-0.00146716,0.00381885,0.000283026,0.000185483,0.00120802
286,66.18,7.30987,-694.916,0.00307809,0.000746832,0.000105249,0.0039789,0.000370233,0.000254054,0.00155294,57.7388,10.3303,-695.125,0.00159566,0.000907817,0.00218173,0.00287157,0.000444172,0.000258781,0.00192136,57.9435,8.07444,-696.71,0.0024348,0.0011008,-0.00149446,0.00308014,0.000343892,0.000218148,0.00148424,58.4098,5.4752,-698.512,0.00337302,0.00159329,-0.00409531,0.00554037,0.000284847,0.000185548,0.0012155
287,66.2143,7.309,-694.907,0.00261111,0.000544574,0.000238582,0.0037122,0.00037062,0.000254098,0.00155429,57.7388,10.3303,-695.125,0.00120001,0.000379919,0.00253307,0.0028501,0.000443271,0.000256103,0.00191701,57.9435,8.07444,-696.71,0.00184676,0.000688651,-0.00114438,0.00232338,0.000342731,0.000216898,0.00147912,58.4098,5.4752,-698.512,0.00224158,0.000961036,-0.0014118,0.00283672,0.000283292,0.000186224,0.0012093
288,66.1966,7.30455,-694.915,0.00237923,0.000253788,-0.000535305,0.00340707,0.000370514,0.000253911,0.00155443,57.7388,10.3303,-695.125,0.00111636,0.000722307,0.000995876,0.00168822,0.000447179,0.000262322,0.00193475,57.9435,8.07444,-696.71,0.00207483,0.000653564,-0.00274678,0.00350815,0.000345764,0.000217498,0.00149198,58.4098,5.4752,-698.512,0.00232447,0.000853477,-0.0033387,0.00416057,0.000284275,0.000185842,0.00121323
289,66.18,7.30987,-694.916,0.00208791,-5.19217e-05,-0.00144439,0.00335997,0.00037029,0.000252633,0.00155328,57.7388,10.3303,-695.125,0.000496278,0.000260585,0.00260169,0.0026647,0.000442152,0.000256211,0.00191233,57.9435,8.07444,-696.71,0.00120886,-4.25218e-05,9.22032e-05,0.0014206,0.000345842,0.000217177,0.00149225,58.4098,5.4752,-698.512,0.00180013,0.000201814,-0.00324447,0.00372042,0.000284287,0.000187766,0.00121379
290,66.18,7.30987,-694.916,0.00174769,-9.13886e-05,-0.00274476,0.00397065,0.000369934,0.000252846,0.00155177,57.7388,10.3303,-695.125,-0.000172018,-9.40885e-05,0.00281445,0.00282229,0.000439717,0.000254724,0.00190179,57.9435,8.07444,-696.71,0.00102315,2.11789e-05,-0.00305247,0.00322119,0.000339334,0.000216917,0.0014649,58.4098,5.4752,-698.512,0.00181019,0.000348806,-0.0054791,0.00578183,0.000284109,0.000186936,0.00121285
291,66.231,7.30367,-694.906,0.00137812,-3.07416e-05,-0.00354424,0.00400835,0.000370262,0.000253211,0.00155273,57.7388,10.3303,-695.125,0.00011994,4.32013e-05,-0.00150203,0.00150849,0.000448262,0.000265371,0.00193996,57.9435,8.07444,-696.71,0.000897556,7.59804e-05,-0.00306349,0.00319382,0.000349982,0.000220637,0.00151027,58.4098,5.4752,-698.512,0.00149114,0.000307852,-0.00470477,0.00494532,0.000288138,0.000186131,0.00122915
292,66.1966,7.30455,-694.915,0.00148645,0.000301687,-0.0059995,0.00661666,0.000370655,0.000253223,0.00155489,57.7388,10.3303,-695.125,-2.5808e-05,-0.00297591,0.0012311,0.00332973,0.000453348,0.000265512,0.00196136,57.9435,8.07444,-696.71,0.00120649,0.000557741,-0.00573831,0.00589151,0.000346308,0.000215427,0.0014939,58.4098,5.4752,-698.512,0.000931566,0.000749419,-0.00646969,0.00657948,0.000283552,0.000185179,0.00121011
293,66.1966,7.30455,-694.915,0.00165509,-0.000281725,-0.00870658,0.010914,0.000376627,0.000255765,0.0015797,57.7388,10.3303,-695.125,1.58287e-05,-0.0115649,0.0059699,0.0133041,0.000495089,0.000340205,0.00215339,57.9435,8.07444,-696.71,0.00193411,0.000173382,-0.0121512,0.0123102,0.000348754,0.00021716,0.00150449,58.4098,5.4752,-698.512,0.000408152,0.000937196,-0.00599052,0.00607748,0.000284722,0.000185511,0.00121499
294,66.2609,7.30302,-694.898,0.00277451,-0.00242494,-0.0156465,0.0201846,0.000393259,0.000266053,0.00164944,57.7388,10.3303,-695.125,0.00089773,-0.0290133,0.0110799,0.0316381,0.000639153,0.000519689,0.00280146,57.9435,8.07444,-696.71,0.00353152,-0.00288427,-0.0184395,0.0190013,0.000366931,0.000230468,0.00158329,58.4098,5.4752,-698.512,0.000735186,0.000138121,-0.00932457,0.00935776,0.000285735,0.000187817,0.00121975
295,66.255,7.30101,-694.901,0.00440947,-0.0068448,-0.0261657,0.0348353,0.000424762,0.000284551,0.0017833,57.7388,10.3303,-695.125,0.00448117,-0.0522805,0.00589368,0.0537274,0.000855619,0.000756772,0.00376856,57.9435,8.07444,-696.71,0.00669189,-0.00912876,-0.0329458,0.0348396,0.000400807,0.000249836,0.00172914,58.4098,5.4752,-698.512,0.00114595,-0.00310262,-0.0140496,0.0144405,0.000294507,0.000194472,0.00125743
296,66.2908,7.30235,-694.89,0.00646346,-0.0130632,-0.0390809,0.0527025,0.000464553,0.000307257,0.00195122,57.7388,10.3303,-695.125,0.0127917,-0.0743406,-0.022252,0.0796443,0.00110088,0.00100737,0.00485954,57.9435,8.07444,-696.71,0.0105102,-0.017435,-0.0486689,0.05276,0.000458939,0.00029006,0.00198069,58.4098,5.4752,-698.512,0.0024141,-0.00810527,-0.0200201,0.0217447,0.00031299,0.000206201,0.00133623
297,66.2264,7.30388,-694.907,0.00869572,-0.0201775,-0.05298,0.071141,0.000510483,0.000334394,0.0021461,57.7388,10.3303,-695.125,0.0316426,-0.0856024,-0.102589,0.137659,0.00131938,0.00122239,0.0058291,57.9435,8.07444,-696.71,0.0132133,-0.0275378,-0.0610397,0.0682793,0.000533193,0.000332551,0.00230034,58.4098,5.4752,-698.512,0.00344706,-0.0141485,-0.0271243,0.0308009,0.000351579,0.000232024,0.00150109
298,66.2624,7.25939,-694.929,0.00895889,-0.0250029,-0.0590363,0.07761,0.000537903,0.000355867,0.00226246,57.7388,10.3303,-695.125,0.0524649,-0.0880857,-0.192582,0.218306,0.00146434,0.00136538,0.00647258,57.9435,8.07444,-696.71,0.0161593,-0.0369633,-0.0740866,0.0844103,0.000589315,0.000370852,0.00254306,58.4098,5.4752,-698.512,0.00418518,-0.02095,-0.0330395,0.0393647,0.000391728,0.000255095,0.00167163
299,66.1313,7.29929,-694.937,0.0092948,-0.029521,-0.0662379,0.0875052,0.000596027,0.000386759,0.00250816,57.7388,10.3303,-695.125,0.0678798,-0.0855621,-0.257676,0.279968,0.00154572,0.00144142,0.00683247,57.9435,8.07444,-696.71,0.0176477,-0.0437789,-0.0810088,0.0938346,0.000619388,0.000393419,0.00267352,58.4098,5.4752,-698.512,0.00473744,-0.0266371,-0.036776,0.0456753,0.000418439,0.000274811,0.00178622
300,66.1897,7.29197,-694.926,0.00908498,-0.0314395,-0.0669698,0.0885599,0.000606054,0.000393818,0.0025498,57.7388,10.3303,-695.125,0.0718557,-0.0843945,-0.279173,0.300457,0.00156509,0.00145665,0.00691724,57.9435,8.07444,-696.71,0.0169578,-0.0455173,-0.0806811,0.0942661,0.000625703,0.000399064,0.00270111,58.4098,5.4752,-698.512,0.00444629,-0.0291488,-0.0378031,0.0479591,0.000425413,0.000285551,0.00181762
301,66.2022,7.28154,-694.931,0.00849025,-0.0301239,-0.0647236,0.0865181,0.000589658,0.000387382,0.00248044,57.7388,10.3303,-695.125,0.0630721,-0.0871939,-0.239985,0.2631,0.00152503,0.00142241,0.00674109,57.9435,8.07444,-696.71,0.0160426,-0.0427882,-0.0779083,0.0904432,0.00062415,0.000398745,0.00269452,58.4098,5.4752,-698.512,0.0029683,-0.0283682,-0.032979,0.0436181,0.000431251,0.000287704,0.0018421
302,66.2306,7.28699,-694.917,0.00724835,-0.0284752,-0.0578351,0.080545,0.000551737,0.00036497,0.00231955,57.7388,10.3303,-695.125,0.0432964,-0.0937877,-0.156081,0.187397,0.00142295,0.00131547,0.00628586,57.9435,8.07444,-696.71,0.0121465,-0.036446,-0.0626362,0.0735807,0.000589854,0.000376657,0.00254643,58.4098,5.4752,-698.512,0.00160212,-0.0244661,-0.0273134,0.0367258,0.000407305,0.000270158,0.00173939
303,66.2732,7.29788,-694.898,0.00565429,-0.0225639,-0.0516396,0.0709055,0.000517459,0.000341977,0.00217293,57.7388,10.3303,-695.125,0.0222043,-0.0884305,-0.0699881,0.115594,0.00125832,0.00114905,0.0055539,57.9435,8.07444,-696.71,0.00913306,-0.0269609,-0.055419,0.062367,0.000537663,0.000340332,0.00232056,58.4098,5.4752,-698.512,-0.000727203,-0.0184338,-0.0211498,0.0280822,0.000367979,0.000243846,0.00157139
304,66.2908,7.30235,-694.89,0.00257913,-0.0153708,-0.0366514,0.0518983,0.000465128,0.00031024,0.0019519,57.7388,10.3303,-695.125,0.00767739,-0.0703341,-0.0161234,0.0736515,0.00101238,0.000899601,0.00446041,57.9435,8.07444,-696.71,0.00468992,-0.0174353,-0.0375717,0.0417382,0.000465911,0.000288533,0.00200968,58.4098,5.4752,-698.512,-0.0019423,-0.0119634,-0.0141186,0.0186233,0.000327437,0.000217322,0.00139835
305,66.2432,7.29854,-694.906,-0.000821581,-0.00755892,-0.0209615,0.0308272,0.00041215,0.00027757,0.00172881,57.7388,10.3303,-695.125,-0.000159554,-0.0403732,0.00456176,0.0415165,0.000725709,0.000591937,0.00318142,57.9435,8.07444,-696.71,0.000201334,-0.00740217,-0.021096,0.0224098,0.000393876,0.000246215,0.00169938,58.4098,5.4752,-698.512,-0.00329721,-0.00535345,-0.00850968,0.0105895,0.000296193,0.000195612,0.00126466
306,66.2206,7.30189,-694.91,-0.00430621,0.000143605,-0.00540083,0.0118655,0.000377776,0.000257615,0.00158439,57.7388,10.3303,-695.125,-0.00219908,-0.00532064,-0.00193315,0.00646893,0.000480859,0.000303394,0.00208516,57.9435,8.07444,-696.71,-0.0046403,0.00218851,-0.00182096,0.00562743,0.000355241,0.000221335,0.00153251,58.4098,5.4752,-698.512,-0.00536971,0.00102416,-0.00177378,0.00581629,0.000289257,0.000187752,0.00123419
307,66.2133,7.29997,-694.914,-0.00772793,0.00759814,0.00759546,0.018255,0.000392049,0.000266436,0.00164527,57.7388,10.3303,-695.125,-0.0046966,0.0277913,-0.00807584,0.0294945,0.000542538,0.000394195,0.00236525,57.9435,8.07444,-696.71,-0.0100635,0.0112471,0.0168482,0.0226244,0.000374798,0.00024067,0.00161824,58.4098,5.4752,-698.512,-0.00815247,0.00614388,0.00798047,0.0129717,0.000305108,0.000200507,0.00130246
308,66.2237,7.29041,-694.919,-0.0112998,0.0139506,0.0197738,0.0353712,0.000429426,0.000290531,0.00180289,57.7388,10.3303,-695.125,-0.0096697,0.0557923,-0.00258733,0.0571971,0.000758126,0.000647646,0.00333231,57.9435,8.07444,-696.71,-0.0151201,0.0198872,0.0337468,0.0419983,0.000419392,0.000269757,0.00181087,58.4098,5.4752,-698.512,-0.0105995,0.0114505,0.0124338,0.0199648,0.000328612,0.000218067,0.00140336
309,66.3586,7.23005,-694.925,-0.0142312,0.0175827,0.0281051,0.0455114,0.000450395,0.000300849,0.00188813,57.7388,10.3303,-695.125,-0.0176902,0.0721531,0.0194057,0.0773448,0.000900659,0.000800633,0.00396843,57.9435,8.07444,-696.71,-0.0196886,0.0262433,0.0464017,0.0568434,0.000454651,0.000298303,0.00196427,58.4098,5.4752,-698.512,-0.0129844,0.0154795,0.0178338,0.0269577,0.000355479,0.000237949,0.00151864
310,66.464,7.23026,-694.895,-0.0156175,0.0197186,0.0289861,0.0488488,0.000469885,0.000311911,0.00196889,57.7388,10.3303,-695.125,-0.020755,0.0590367,0.0424717,0.0758166,0.000897912,0.000823359,0.00396431,57.9435,8.07444,-696.71,-0.0198043,0.0281602,0.0438993,0.055801,0.000461427,0.000302904,0.00199355,58.4098,5.4752,-698.512,-0.0153285,0.0173807,0.0212588,0.0314561,0.00037335,0.000246891,0.0015942
311,66.3162,7.20833,-694.951,-0.0127663,0.0147811,0.011424,0.0307749,0.000448565,0.000303148,0.00188301,57.7388,10.3303,-695.125,-0.0180646,0.0405875,0.0224523,0.0500632,0.000888798,0.000832622,0.00392988,57.9435,8.07444,-696.71,-0.0153427,0.0188778,0.0215591,0.0325686,0.000428837,0.000283159,0.00185309,58.4098,5.4752,-698.512,-0.0125721,0.0151352,0.00868846,0.0215124,0.000353099,0.000240034,0.00150947
312,66.1598,7.2085,-694.996,-0.0115337,0.00812649,0.00508334,0.0232165,0.000428186,0.000284981,0.00179874,57.7388,10.3303,-695.125,-0.0186985,0.034203,0.030206,0.0496188,0.000880865,0.000831553,0.00389687,57.9435,8.07444,-696.71,-0.0148289,0.0103978,0.0211612,0.0279559,0.000395534,0.00025628,0.00170824,58.4098,5.4752,-698.512,-0.0104252,0.00787058,-0.00340847,0.0135477,0.000311189,0.000210195,0.00132995
313,66.0943,7.25305,-694.982,-0.0126314,0.00482678,0.00778039,0.0235518,0.000439742,0.000289182,0.00184769,57.7388,10.3303,-695.125,-0.021325,0.0326424,0.033971,0.0519127,0.000894541,0.000840145,0.00395596,57.9435,8.07444,-696.71,-0.0160664,0.00743706,0.022917,0.0290369,0.000394463,0.000253347,0.00170321,58.4098,5.4752,-698.512,-0.0112607,0.00376127,-4.49414e-05,0.0119044,0.000300913,0.00020264,0.00128587
314,66.0943,7.25305,-694.982,-0.0136761,0.00494228,0.0100277,0.0257807,0.000443547,0.000290756,0.00186379,57.7388,10.3303,-695.125,-0.0231658,0.0331173,0.0518464,0.0657503,0.000906558,0.000847626,0.00400779,57.9435,8.07444,-696.71,-0.0173724,0.0093758,0.0258917,0.0326314,0.000405147,0.000258916,0.00174911,58.4098,5.4752,-698.512,-0.012989,0.00367195,0.0041708,0.014141,0.000304954,0.000203858,0.00130274
315,66.1466,7.22805,-694.986,-0.0147376,0.00689682,0.0137361,0.0293976,0.000439722,0.000288958,0.00184697,57.7388,10.3303,-695.125,-0.0245981,0.0410873,0.0429248,0.0645168,0.000911499,0.000852138,0.00402965,57.9435,8.07444,-696.71,-0.0192433,0.0129798,0.0318842,0.0394822,0.000416236,0.000267662,0.00179727,58.4098,5.4752,-698.512,-0.0145264,0.00514735,0.00937284,0.0180591,0.000318083,0.000212039,0.00135867
316,66.1558,7.20946,-694.996,-0.0154812,0.0099997,0.0140071,0.0319018,0.000441153,0.000294415,0.00185394,57.7388,10.3303,-695.125,-0.0272016,0.0459434,0.0472102,0.0714713,0.000929363,0.000866571,0.0041079,57.9435,8.07444,-696.71,-0.0207845,0.0165505,0.0325652,0.0420801,0.000432002,0.000278764,0.00186554,58.4098,5.4752,-698.512,-0.0155748,0.00849822,0.00902385,0.0199244,0.000327935,0.000216916,0.00140032
317,66.1179,7.22386,-694.995,-0.0165501,0.0138045,0.0149718,0.0369319,0.000452459,0.000305033,0.00190194,57.7388,10.3303,-695.125,-0.0272995,0.0492247,0.0459297,0.0728838,0.000935084,0.000870334,0.00413269,57.9435,8.07444,-696.71,-0.021205,0.0196798,0.0329867,0.0439353,0.000441908,0.000291183,0.00190949,58.4098,5.4752,-698.512,-0.0161309,0.0124597,0.00842953,0.0220675,0.000346213,0.000234099,0.00147972
318,66.1012,7.2773,-694.964,-0.0190398,0.0168525,0.020692,0.0485999,0.000473114,0.000314371,0.00198824,57.7388,10.3303,-695.125,-0.0275981,0.0513404,0.0419671,0.0721086,0.000937817,0.000870681,0.00414408,57.9435,8.07444,-696.71,-0.0216016,0.0212162,0.0302705,0.0429158,0.00044514,0.000291801,0.00192316,58.4098,5.4752,-698.512,-0.0162178,0.0154294,0.00507626,0.0229648,0.000357814,0.000244419,0.00152998
319,66.0846,7.28191,-694.965,-0.0187603,0.0179613,0.0174619,0.0467569,0.000470566,0.000317796,0.00197868,57.7388,10.3303,-695.125,-0.0217336,0.0586122,0.0177049,0.06568,0.000920572,0.00084799,0.00406572,57.9435,8.07444,-696.71,-0.0213748,0.0217353,0.0290839,0.0422745,0.000447552,0.000295673,0.00193402,58.4098,5.4752,-698.512,-0.0152369,0.0176014,0.000446635,0.0233113,0.000364903,0.000252538,0.00156118
320,66.0716,7.29161,-694.961,-0.017426,0.0182828,0.0158802,0.0439392,0.000462295,0.000314232,0.00194333,57.7388,10.3303,-695.125,-0.0185529,0.0620005,-0.000401723,0.0654154,0.000861229,0.000761366,0.00379349,57.9435,8.07444,-696.71,-0.0205624,0.0215336,0.028476,0.0413406,0.000449396,0.000290723,0.0019408,58.4098,5.4752,-698.512,-0.0143118,0.0173045,0.00151931,0.0225282,0.000363855,0.000249158,0.00155597
321,66.0503,7.31066,-694.952,-0.0160381,0.0181466,0.0156508,0.0378171,0.000446671,0.000305767,0.00187596,57.7388,10.3303,-695.125,-0.0172817,0.0540262,0.00423856,0.0573221,0.000704517,0.000564378,0.00308575,57.9435,8.07444,-696.71,-0.0188648,0.0215977,0.0260203,0.038788,0.000437684,0.00028262,0.0018901,58.4098,5.4752,-698.512,-0.0141815,0.0160917,0.00508011,0.0220486,0.000359327,0.00024183,0.00153546
322,66.0503,7.31066,-694.952,-0.0141236,0.0159833,0.00677415,0.0258874,0.000426356,0.00029304,0.00178904,57.7388,10.3303,-695.125,-0.0152912,0.0309333,0.00509109,0.0349676,0.00052904,0.000359343,0.00230017,57.9435,8.07444,-696.71,-0.015213,0.0181265,0.0079773,0.0250229,0.000404695,0.000267955,0.00174892,58.4098,5.4752,-698.512,-0.0147547,0.0152253,0.00346171,0.0214872,0.000353382,0.000237631,0.00151001
323,66.0503,7.31066,-694.952,-0.0123985,0.0107633,-0.00442968,0.0193086,0.000409059,0.000282293,0.00171714,57.7388,10.3303,-695.125,-0.0141468,0.00339449,0.00859039,0.0169577,0.000470923,0.000298084,0.00204237,57.9435,8.07444,-696.71,-0.0123441,0.0102955,-0.00541704,0.0169649,0.000375403,0.000246998,0.00162203,58.4098,5.4752,-698.512,-0.0132185,0.0116468,-0.00483655,0.0182745,0.000332903,0.000225235,0.00142288
324,66.0503,7.31066,-694.952,-0.0102131,0.00359784,-0.0179767,0.0287841,0.000410457,0.000282381,0.00172449,57.7388,10.3303,-695.125,-0.0121911,-0.023704,0.0101744,0.029057,0.000599769,0.000480453,0.00262692,57.9435,8.07444,-696.71,-0.00771194,0.00166118,-0.025829,0.0270585,0.000368463,0.000239885,0.00159159,58.4098,5.4752,-698.512,-0.0111964,0.00660743,-0.0167533,0.0212174,0.000311711,0.000216284,0.00133377
