"Average",,,,,,,,"P0",,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","displacement","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","displacement"
164,3.84839,2.93288,-505.844,-0.00214127,0.00384549,-0.00901937,0.0100422,4.033,3.03709,-505.638,-0.00213353,0.00382809,-0.00926056,0.0102463
165,3.84839,2.93288,-505.844,-0.00225296,0.00384817,-0.00945471,0.0104604,4.033,3.03709,-505.638,-0.00222888,0.00382715,-0.00956122,0.0105389
166,3.84839,2.93288,-505.844,-0.00250979,0.003764,-0.00948955,0.0105172,4.033,3.03709,-505.638,-0.00246619,0.00373258,-0.00981791,0.0107897
167,3.84839,2.93288,-505.844,-0.00270912,0.00371768,-0.00971363,0.0107511,4.033,3.03709,-505.638,-0.00268711,0.00371183,-0.00987397,0.0108861
168,3.84839,2.93288,-505.844,-0.00286761,0.00367724,-0.0103138,0.0113287,4.033,3.03709,-505.638,-0.00285602,0.00366479,-0.0107421,0.0117052
169,3.84839,2.93288,-505.844,-0.00303719,0.00382019,-0.0103488,0.011447,4.033,3.03709,-505.638,-0.00304804,0.00377794,-0.0107509,0.0117967
170,3.84839,2.93288,-505.844,-0.0030683,0.00377848,-0.0102681,0.0113713,4.033,3.03709,-505.638,-0.00305774,0.00378131,-0.0106279,0.011689
171,3.84839,2.93288,-505.844,-0.00327983,0.0040639,-0.0102844,0.0115411,4.033,3.03709,-505.638,-0.00326764,0.00403913,-0.0105603,0.0117704
172,3.84839,2.93288,-505.844,-0.00346221,0.00431791,-0.0107327,0.0120823,4.033,3.03709,-505.638,-0.00344062,0.00433907,-0.0111218,0.0124251
173,3.84839,2.93288,-505.844,-0.00356904,0.00446366,-0.0108919,0.0123034,4.033,3.03709,-505.638,-0.00356652,0.00447301,-0.0112152,0.0125906
174,3.84839,2.93288,-505.844,-0.00370853,0.00479538,-0.0112787,0.0128113,4.033,3.03709,-505.638,-0.00367651,0.00477717,-0.0116107,0.0130834
175,3.84839,2.93288,-505.844,-0.0039057,0.00519251,-0.0113147,0.0130516,4.033,3.03709,-505.638,-0.00393046,0.00520663,-0.0114946,0.0132179
176,3.84839,2.93288,-505.844,-0.00402006,0.00547876,-0.0106112,0.0126069,4.033,3.03709,-505.638,-0.00401456,0.00552107,-0.0108545,0.0128241
177,3.84839,2.93288,-505.844,-0.0042069,0.00572207,-0.0105511,0.0127254,4.033,3.03709,-505.638,-0.00419663,0.00574519,-0.0108396,0.0129668
178,3.84839,2.93288,-505.844,-0.00432351,0.00604914,-0.0115514,0.013742,4.033,3.03709,-505.638,-0.00431636,0.00608159,-0.0117723,0.0139365
179,3.84839,2.93288,-505.844,-0.00446353,0.00634274,-0.011213,0.0136403,4.033,3.03709,-505.638,-0.00442806,0.00636769,-0.0115528,0.0139157
180,3.84839,2.93288,-505.844,-0.00467749,0.00650074,-0.01086,0.0134982,4.033,3.03709,-505.638,-0.00466504,0.00653773,-0.0110058,0.0136253
181,3.84839,2.93288,-505.844,-0.00476533,0.00659047,-0.0111972,0.0138449,4.033,3.03709,-505.638,-0.00474808,0.00662587,-0.0114918,0.0140903
182,3.84839,2.93288,-505.844,-0.00493927,0.00674415,-0.0115542,0.0142702,4.033,3.03709,-505.638,-0.00492724,0.00675031,-0.0117908,0.0144539
183,3.84839,2.93288,-505.844,-0.00506834,0.00676251,-0.0122858,0.0149194,4.033,3.03709,-505.638,-0.00503937,0.0068267,-0.0127567,0.0153221
184,3.84839,2.93288,-505.844,-0.00506328,0.00670118,-0.0117293,0.0144278,4.033,3.03709,-505.638,-0.00502599,0.0067368,-0.0118832,0.0145555
185,3.84839,2.93288,-505.844,-0.00526405,0.00679027,-0.01286,0.0154708,4.033,3.03709,-505.638,-0.00525526,0.00683473,-0.0130861,0.0156719
186,3.84839,2.93288,-505.844,-0.00531147,0.00676889,-0.0129516,0.0155527,4.033,3.03709,-505.638,-0.00525895,0.00679363,-0.0129696,0.015558
187,3.84839,2.93288,-505.844,-0.00549307,0.00653646,-0.0131047,0.0156434,4.033,3.03709,-505.638,-0.00551699,0.00656776,-0.0131738,0.0157208
188,3.84839,2.93288,-505.844,-0.00571074,0.00657793,-0.013977,0.0164785,4.033,3.03709,-505.638,-0.00567362,0.00659877,-0.0141944,0.0166516
189,3.84839,2.93288,-505.844,-0.00587343,0.00642613,-0.0135549,0.0161163,4.033,3.03709,-505.638,-0.00584908,0.00644775,-0.0139458,0.016441
190,3.84839,2.93288,-505.844,-0.0058356,0.00629962,-0.0138437,0.0162956,4.033,3.03709,-505.638,-0.00583431,0.00626385,-0.0141682,0.0165542
191,3.84839,2.93288,-505.844,-0.00587796,0.00611327,-0.0142425,0.0165817,4.033,3.03709,-505.638,-0.00584385,0.0061184,-0.0145288,0.0168139
192,3.84839,2.93288,-505.844,-0.00602166,0.00621049,-0.0140078,0.0164761,4.033,3.03709,-505.638,-0.00599689,0.00621742,-0.0143919,0.0167875
193,3.84839,2.93288,-505.844,-0.00588321,0.00597626,-0.0145209,0.0167733,4.033,3.03709,-505.638,-0.00584311,0.00601332,-0.0148123,0.0170216
194,3.84839,2.93288,-505.844,-0.00595928,0.00606212,-0.0141178,0.0164851,4.033,3.03709,-505.638,-0.00591009,0.00607726,-0.0144967,0.0167942
195,3.84839,2.93288,-505.844,-0.00587487,0.00598557,-0.014236,0.0165276,4.033,3.03709,-505.638,-0.00585944,0.0059918,-0.0144597,0.0167137
196,3.84839,2.93288,-505.844,-0.00591482,0.00608708,-0.0144118,0.0167271,4.033,3.03709,-505.638,-0.00585815,0.00610541,-0.0145473,0.0168293
197,3.84839,2.93288,-505.844,-0.00573937,0.00610509,-0.0146236,0.0168557,4.033,3.03709,-505.638,-0.00574027,0.00609771,-0.0148014,0.0170065
198,3.84839,2.93288,-505.844,-0.00565182,0.00596792,-0.0138446,0.0161039,4.033,3.03709,-505.638,-0.0056417,0.0059595,-0.0140986,0.0163136
199,3.84839,2.93288,-505.844,-0.0055886,0.00610329,-0.0143954,0.0166073,4.033,3.03709,-505.638,-0.00555737,0.00612763,-0.0144833,0.01668
200,3.84839,2.93288,-505.844,-0.00532296,0.00603884,-0.0140337,0.0161801,4.033,3.03709,-505.638,-0.00531395,0.00601786,-0.0141063,0.0162314
201,3.84839,2.93288,-505.844,-0.0051663,0.00611294,-0.0135091,0.0157072,4.033,3.03709,-505.638,-0.00514689,0.00612739,-0.0138619,0.0160067
202,3.84839,2.93288,-505.844,-0.00497214,0.00615164,-0.0142379,0.0162912,4.033,3.03709,-505.638,-0.00494083,0.00616742,-0.0145467,0.0165553
203,3.84839,2.93288,-505.844,-0.00487138,0.00614241,-0.0129006,0.0150989,4.033,3.03709,-505.638,-0.00482638,0.00612312,-0.0130077,0.0151658
204,3.84839,2.93288,-505.844,-0.0044922,0.00606622,-0.0131588,0.0151715,4.033,3.03709,-505.638,-0.00448339,0.00605075,-0.0133739,0.0153487
205,3.84839,2.93288,-505.844,-0.00431766,0.00606482,-0.0130347,0.0150134,4.033,3.03709,-505.638,-0.00431581,0.00609637,-0.0132296,0.0151932
206,3.84839,2.93288,-505.844,-0.00419898,0.00586602,-0.0125674,0.0144937,4.033,3.03709,-505.638,-0.00419626,0.00586746,-0.012832,0.0147212
207,3.84839,2.93288,-505.844,-0.00399885,0.00567977,-0.0118451,0.0137356,4.033,3.03709,-505.638,-0.00399348,0.00566202,-0.0120691,0.0139173
208,3.84839,2.93288,-505.844,-0.00378087,0.00550687,-0.0117624,0.0135301,4.033,3.03709,-505.638,-0.00375496,0.0054995,-0.0120776,0.0137923
209,3.84839,2.93288,-505.844,-0.0034582,0.00520195,-0.0107306,0.0124209,4.033,3.03709,-505.638,-0.0034275,0.00520933,-0.0110159,0.0126593
210,3.84839,2.93288,-505.844,-0.00328586,0.00494519,-0.0106147,0.0121673,4.033,3.03709,-505.638,-0.00325615,0.00493335,-0.0107906,0.0123044
211,3.84839,2.93288,-505.844,-0.00305123,0.00461218,-0.00981263,0.0112648,4.033,3.03709,-505.638,-0.00304879,0.00464384,-0.010074,0.0115043
212,3.84839,2.93288,-505.844,-0.00283316,0.00436692,-0.00935208,0.0107045,4.033,3.03709,-505.638,-0.00282122,0.00436074,-0.00940749,0.0107462
213,3.84839,2.93288,-505.844,-0.0026224,0.00405013,-0.00949021,0.0106491,4.033,3.03709,-505.638,-0.00259821,0.00406215,-0.00967735,0.0108126
214,3.84839,2.93288,-505.844,-0.00258524,0.00356699,-0.00839416,0.00948248,4.033,3.03709,-505.638,-0.00258724,0.00356664,-0.00862652,0.00968709
215,3.84839,2.93288,-505.844,-0.00249323,0.00322873,-0.00814321,0.00911029,4.033,3.03709,-505.638,-0.0024878,0.00322006,-0.00833753,0.00927805
216,3.84839,2.93288,-505.844,-0.002265,0.0025822,-0.00761187,0.00835361,4.033,3.03709,-505.638,-0.00228846,0.00258769,-0.00773282,0.00847001
217,3.84839,2.93288,-505.844,-0.00220386,0.00226553,-0.00631236,0.00706148,4.033,3.03709,-505.638,-0.00217316,0.00226618,-0.00635838,0.00709166
218,3.84839,2.93288,-505.844,-0.00212209,0.00170673,-0.00551733,0.00615354,4.033,3.03709,-505.638,-0.00211373,0.00169825,-0.00553563,0.00616414
219,3.84839,2.93288,-505.844,-0.00197449,0.00120845,-0.00526751,0.00575894,4.033,3.03709,-505.638,-0.00196896,0.00118865,-0.00558452,0.00604036
220,3.84839,2.93288,-505.844,-0.00193832,0.000881581,-0.00467622,0.0051479,4.033,3.03709,-505.638,-0.00195533,0.000854564,-0.00459293,0.00506697
221,3.84839,2.93288,-505.844,-0.00193044,0.000136439,-0.00341937,0.00393243,4.033,3.03709,-505.638,-0.00194821,0.000126802,-0.00364138,0.00413211
222,3.84839,2.93288,-505.844,-0.00191737,-0.000144528,-0.00274073,0.00336192,4.033,3.03709,-505.638,-0.00189418,-0.000147934,-0.00273919,0.00333661
223,3.84839,2.93288,-505.844,-0.00201488,-0.000450808,-0.00203049,0.00290937,4.033,3.03709,-505.638,-0.00201087,-0.000456182,-0.00215895,0.0029885
224,3.84839,2.93288,-505.844,-0.00207793,-0.000951087,-0.0013463,0.00269044,4.033,3.03709,-505.638,-0.00203343,-0.000999071,-0.00165404,0.00281115
225,3.84839,2.93288,-505.844,-0.00204811,-0.00134053,-0.00110973,0.00276758,4.033,3.03709,-505.638,-0.00203469,-0.00137295,-0.00127754,0.00278194
226,3.84839,2.93288,-505.844,-0.00217528,-0.00182519,0.000172016,0.00285147,4.033,3.03709,-505.638,-0.00217685,-0.00184594,-7.19988e-06,0.00285456
227,3.84839,2.93288,-505.844,-0.00220216,-0.00215876,0.00055587,0.00316043,4.033,3.03709,-505.638,-0.00218829,-0.00213848,0.000324992,0.00308363
228,3.84839,2.93288,-505.844,-0.00217203,-0.00260051,0.00118005,0.00361981,4.033,3.03709,-505.638,-0.00216069,-0.00261737,0.000999655,0.00354682
229,3.84839,2.93288,-505.844,-0.00222615,-0.00269432,0.00247187,0.0042843,4.033,3.03709,-505.638,-0.00223947,-0.00268334,0.00251393,0.00430584
230,3.84839,2.93288,-505.844,-0.00216101,-0.00297985,0.00296371,0.00472937,4.033,3.03709,-505.638,-0.00213439,-0.00299787,0.00289677,0.00468434
231,3.84839,2.93288,-505.844,-0.00221692,-0.00333266,0.00369427,0.00545429,4.033,3.03709,-505.638,-0.00222976,-0.00334364,0.00353551,0.00535336
232,3.84839,2.93288,-505.844,-0.00227684,-0.00332891,0.00284729,0.00495789,4.033,3.03709,-505.638,-0.00225817,-0.00331524,0.00255468,0.00476069
233,3.84839,2.93288,-505.844,-0.00236557,-0.00371722,0.00403768,0.00597869,4.033,3.03709,-505.638,-0.00234222,-0.00369438,0.00391005,0.00586797
234,3.84839,2.93288,-505.844,-0.00243912,-0.0039023,0.0045857,0.00650391,4.033,3.03709,-505.638,-0.00244268,-0.0039243,0.00432953,0.00633443
235,3.84839,2.93288,-505.844,-0.00247581,-0.00405609,0.00507087,0.00695281,4.033,3.03709,-505.638,-0.00247131,-0.0040122,0.00501654,0.00688364
236,3.84839,2.93288,-505.844,-0.00249586,-0.00425298,0.00485665,0.00693131,4.033,3.03709,-505.638,-0.00248154,-0.00425629,0.00463122,0.00676362
237,3.84839,2.93288,-505.844,-0.00237963,-0.00432541,0.00562156,0.00748915,4.033,3.03709,-505.638,-0.0023676,-0.00430878,0.00541019,0.00731184
238,3.84839,2.93288,-505.844,-0.00240298,-0.00453868,0.00636202,0.00817736,4.033,3.03709,-505.638,-0.00242128,-0.00450325,0.00623415,0.00806276
239,3.84839,2.93288,-505.844,-0.00235386,-0.00462228,0.00633525,0.00819325,4.033,3.03709,-505.638,-0.00238509,-0.00463711,0.00614435,0.00805982
240,3.84839,2.93288,-505.844,-0.00237248,-0.00465365,0.00610011,0.00803383,4.033,3.03709,-505.638,-0.00238895,-0.00465493,0.00604581,0.00799601
241,3.84839,2.93288,-505.844,-0.00221931,-0.00487196,0.00653374,0.00845226,4.033,3.03709,-505.638,-0.00222212,-0.00484035,0.00643212,0.0083517
242,3.84839,2.93288,-505.844,-0.00218317,-0.0048988,0.0064387,0.00838813,4.033,3.03709,-505.638,-0.00216628,-0.00489893,0.00624139,0.00822624
243,3.84839,2.93288,-505.844,-0.00218584,-0.00517105,0.00576472,0.00805365,4.033,3.03709,-505.638,-0.00217506,-0.00518491,0.00571367,0.0080187
244,3.84839,2.93288,-505.844,-0.00206784,-0.00525619,0.00616833,0.00836752,4.033,3.03709,-505.638,-0.002057,-0.00523939,0.00596655,0.00820312
245,3.84839,2.93288,-505.844,-0.00188237,-0.00535024,0.00610696,0.00834256,4.033,3.03709,-505.638,-0.00186069,-0.00533292,0.00579224,0.00809145
246,3.84839,2.93288,-505.844,-0.0016128,-0.0054391,0.00562497,0.00800006,4.033,3.03709,-505.638,-0.00159133,-0.00544978,0.00535044,0.00780367
247,3.84839,2.93288,-505.844,-0.00160635,-0.00546263,0.00588272,0.00819023,4.033,3.03709,-505.638,-0.00158342,-0.005507,0.00568851,0.00807447
248,3.84839,2.93288,-505.844,-0.00139369,-0.00534454,0.00557278,0.00786954,4.033,3.03709,-505.638,-0.00136123,-0.00536344,0.00514864,0.00756207
249,3.84839,2.93288,-505.844,-0.00137205,-0.00520907,0.00509379,0.00743599,4.033,3.03709,-505.638,-0.00135676,-0.00519407,0.00474926,0.00717231
250,3.84839,2.93288,-505.844,-0.00137374,-0.00491141,0.00440234,0.00675609,4.033,3.03709,-505.638,-0.00138603,-0.00494955,0.00412243,0.00659179
251,3.84839,2.93288,-505.844,-0.00107101,-0.0046057,0.004688,0.00667737,4.033,3.03709,-505.638,-0.00106397,-0.00461116,0.00444394,0.00649509
252,3.84839,2.93288,-505.844,-0.000955961,-0.00431251,0.00422025,0.00612117,4.033,3.03709,-505.638,-0.000941531,-0.00428429,0.00397836,0.00592352
253,3.84839,2.93288,-505.844,-0.000956998,-0.0037297,0.00485891,0.00620725,4.033,3.03709,-505.638,-0.000914571,-0.00373165,0.00468492,0.00606009
254,3.84839,2.93288,-505.844,-0.000802729,-0.00321959,0.00405068,0.00525235,4.033,3.03709,-505.638,-0.000803273,-0.00323232,0.003719,0.00499514
255,3.84839,2.93288,-505.844,-0.000727088,-0.00276829,0.00315126,0.00427989,4.033,3.03709,-505.638,-0.000696255,-0.00276995,0.00290634,0.00407992
256,3.84839,2.93288,-505.844,-0.000450522,-0.00195278,0.00263433,0.00333331,4.033,3.03709,-505.638,-0.000431212,-0.00195084,0.00231733,0.00306511
257,3.84839,2.93288,-505.844,-0.000412159,-0.00135016,0.00233928,0.0027375,4.033,3.03709,-505.638,-0.000414974,-0.00133917,0.0021255,0.00254717
258,3.84839,2.93288,-505.844,-0.000333368,-0.00074519,0.0020583,0.00224587,4.033,3.03709,-505.638,-0.00033198,-0.000707913,0.00169541,0.00187289
259,3.84839,2.93288,-505.844,-0.000302315,-5.93866e-05,0.00102843,0.00113171,4.033,3.03709,-505.638,-0.000313922,-2.67898e-05,0.000735014,0.000806707
260,3.84839,2.93288,-505.844,-0.000326629,0.000659361,0.00084497,0.00132849,4.033,3.03709,-505.638,-0.000313073,0.000745034,0.00045321,0.000985662
261,3.84839,2.93288,-505.844,-0.000397187,0.00111159,0.000402124,0.00150634,4.033,3.03709,-505.638,-0.000404508,0.00112749,0.000212659,0.001273
262,3.84839,2.93288,-505.844,-0.000444561,0.00164629,-0.000309102,0.00200354,4.033,3.03709,-505.638,-0.000466254,0.00169928,-0.000825101,0.00198166
263,3.84839,2.93288,-505.844,-0.000367161,0.00215606,-0.000528916,0.00245112,4.033,3.03709,-505.638,-0.000346838,0.00219391,-0.00086174,0.00241886
264,3.84839,2.93288,-505.844,-0.000412782,0.00254396,-0.00142675,0.00304311,4.033,3.03709,-505.638,-0.000405764,0.00258992,-0.00165329,0.00311447
265,3.84839,2.93288,-505.844,-0.000525097,0.00290579,-0.00268644,0.00405844,4.033,3.03709,-505.638,-0.000497746,0.00291186,-0.00296277,0.00419579
266,3.84839,2.93288,-505.844,-0.000542002,0.00332798,-0.00301066,0.00456302,4.033,3.03709,-505.638,-0.00052224,0.0033376,-0.00329343,0.00472433
267,3.84839,2.93288,-505.844,-0.000605734,0.00373581,-0.00352182,0.00519037,4.033,3.03709,-505.638,-0.000607056,0.00374018,-0.00377952,0.0053553
268,3.84839,2.93288,-505.844,-0.000757139,0.00390642,-0.0040017,0.0057118,4.033,3.03709,-505.638,-0.000710967,0.00395705,-0.00448349,0.00603212
269,3.84839,2.93288,-505.844,-0.00102432,0.00423929,-0.00518327,0.00680614,4.033,3.03709,-505.638,-0.00100545,0.00425873,-0.00552282,0.00705133
270,3.84839,2.93288,-505.844,-0.00107008,0.00441473,-0.00647472,0.00793162,4.033,3.03709,-505.638,-0.00104554,0.00444264,-0.00677113,0.00816953
271,3.84839,2.93288,-505.844,-0.00138991,0.00461751,-0.00612689,0.00780632,4.033,3.03709,-505.638,-0.0013558,0.00464113,-0.00623692,0.00789324
272,3.84839,2.93288,-505.844,-0.00146109,0.0045999,-0.0071031,0.00860094,4.033,3.03709,-505.638,-0.00141153,0.00458529,-0.00737779,0.00880274
273,3.84839,2.93288,-505.844,-0.00159746,0.00481848,-0.00788893,0.00939516,4.033,3.03709,-505.638,-0.00157004,0.0048246,-0.0081335,0.00958892
274,3.84839,2.93288,-505.844,-0.00186623,0.00483689,-0.00811774,0.00964038,4.033,3.03709,-505.638,-0.00183013,0.00480426,-0.00837965,0.00983222
275,3.84839,2.93288,-505.844,-0.00205666,0.00498286,-0.00896563,0.0104733,4.033,3.03709,-505.638,-0.00201787,0.00496583,-0.00940313,0.0108252
276,3.84839,2.93288,-505.844,-0.00226735,0.00520272,-0.00991344,0.0114397,4.033,3.03709,-505.638,-0.0022565,0.0051517,-0.0101459,0.0116033
277,3.84839,2.93288,-505.844,-0.00252955,0.00531401,-0.00966422,0.0113212,4.033,3.03709,-505.638,-0.00251574,0.00529471,-0.00993846,0.0115394
278,3.84839,2.93288,-505.844,-0.00269426,0.00541063,-0.0100793,0.0117568,4.033,3.03709,-505.638,-0.00270044,0.00538511,-0.0103005,0.0119336
279,3.84839,2.93288,-505.844,-0.00288718,0.00546202,-0.0104992,0.0121878,4.033,3.03709,-505.638,-0.0028558,0.0054248,-0.0108437,0.0124575
280,3.84839,2.93288,-505.844,-0.00315755,0.00578754,-0.0112834,0.0130803,4.033,3.03709,-505.638,-0.00314675,0.00575528,-0.0116222,0.0133477
281,3.84839,2.93288,-505.844,-0.00330331,0.00590353,-0.0113723,0.0132375,4.033,3.03709,-505.638,-0.00328771,0.0059013,-0.0117027,0.0135135
282,3.84839,2.93288,-505.844,-0.00346029,0.00618275,-0.0115362,0.01355,4.033,3.03709,-505.638,-0.00344199,0.00617852,-0.011784,0.0137458
283,3.84839,2.93288,-505.844,-0.00352154,0.00648182,-0.0120984,0.0141774,4.033,3.03709,-505.638,-0.00347343,0.00649045,-0.0123117,0.0143463
284,3.84839,2.93288,-505.844,-0.00378936,0.00661582,-0.0119813,0.0142059,4.033,3.03709,-505.638,-0.00376385,0.00660794,-0.0122961,0.0144583
285,3.84839,2.93288,-505.844,-0.00385508,0.00698379,-0.0121285,0.0145315,4.033,3.03709,-505.638,-0.00381554,0.00699871,-0.0124694,0.0148025
286,3.84839,2.93288,-505.844,-0.00385589,0.00728493,-0.0118497,0.0144445,4.033,3.03709,-505.638,-0.00383214,0.00731001,-0.0121402,0.0146821
287,3.84839,2.93288,-505.844,-0.00401134,0.00757764,-0.0124317,0.015108,4.033,3.03709,-505.638,-0.00397183,0.0075954,-0.0126164,0.0152537
288,3.84839,2.93288,-505.844,-0.00424881,0.00781179,-0.0119371,0.0148945,4.033,3.03709,-505.638,-0.00422979,0.00781036,-0.0119948,0.0149279
289,3.84839,2.93288,-505.844,-0.00434324,0.00803145,-0.0125836,0.0155537,4.033,3.03709,-505.638,-0.00431067,0.00805139,-0.0129018,0.0158082
290,3.84839,2.93288,-505.844,-0.00444281,0.00793289,-0.0120165,0.0150764,4.033,3.03709,-505.638,-0.00441278,0.00795603,-0.0122284,0.0152433
291,3.84839,2.93288,-505.844,-0.00460503,0.00803986,-0.0121284,0.0152677,4.033,3.03709,-505.638,-0.00459163,0.00806661,-0.0123167,0.0154235
292,3.84839,2.93288,-505.844,-0.00454133,0.00794582,-0.0121455,0.0152172,4.033,3.03709,-505.638,-0.00450049,0.00796884,-0.0123341,0.0153608
293,3.84839,2.93288,-505.844,-0.0046718,0.00792553,-0.0121081,0.0152189,4.033,3.03709,-505.638,-0.00464994,0.00797127,-0.0122618,0.0153492
294,3.84839,2.93288,-505.844,-0.00468648,0.00793746,-0.0126618,0.0156687,4.033,3.03709,-505.638,-0.00466026,0.00795861,-0.0129566,0.0159051
295,3.84839,2.93288,-505.844,-0.00474162,0.00773796,-0.0121538,0.0151755,4.033,3.03709,-505.638,-0.00469776,0.00778555,-0.0124053,0.0153825
296,3.84839,2.93288,-505.844,-0.00479635,0.00761506,-0.0120438,0.0150384,4.033,3.03709,-505.638,-0.00479699,0.00764921,-0.0121742,0.0151578
297,3.84839,2.93288,-505.844,-0.00496372,0.00737084,-0.0120945,0.0150133,4.033,3.03709,-505.638,-0.00496019,0.00739541,-0.0123269,0.0152079
298,3.84839,2.93288,-505.844,-0.00498562,0.00706535,-0.0121754,0.0149399,4.033,3.03709,-505.638,-0.004994,0.00706141,-0.0122368,0.014986
299,3.84839,2.93288,-505.844,-0.0051156,0.00676728,-0.0123547,0.0149948,4.033,3.03709,-505.638,-0.00508631,0.00674678,-0.0124895,0.0150809
300,3.84839,2.93288,-505.844,-0.00499336,0.00651361,-0.0120615,0.0145983,4.033,3.03709,-505.638,-0.00496542,0.00650756,-0.0122047,0.0146975
301,3.84839,2.93288,-505.844,-0.00518194,0.00601228,-0.0111505,0.0136929,4.033,3.03709,-505.638,-0.00516063,0.00600914,-0.0113972,0.0138804
302,3.84839,2.93288,-505.844,-0.00510649,0.00566468,-0.0119057,0.014141,4.033,3.03709,-505.638,-0.00509908,0.00566275,-0.0120562,0.0142629
303,3.84839,2.93288,-505.844,-0.00513986,0.00541488,-0.0116534,0.0138438,4.033,3.03709,-505.638,-0.00510912,0.00541966,-0.0118334,0.013983
304,3.84839,2.93288,-505.844,-0.00516948,0.00499299,-0.0117471,0.0137748,4.033,3.03709,-505.638,-0.005173,0.0049993,-0.0120095,0.014
305,3.84839,2.93288,-505.844,-0.00535547,0.0047136,-0.0115995,0.0136236,4.033,3.03709,-505.638,-0.0053321,0.00472492,-0.0119872,0.0139453
306,3.84839,2.93288,-505.844,-0.00533304,0.00446165,-0.0116362,0.0135597,4.033,3.03709,-505.638,-0.00529754,0.00442913,-0.0117726,0.0136491
307,3.84839,2.93288,-505.844,-0.00536345,0.00393729,-0.0113502,0.0131592,4.033,3.03709,-505.638,-0.00533423,0.00388834,-0.0113354,0.0131182
308,3.84839,2.93288,-505.844,-0.00534417,0.0037519,-0.0113328,0.0130909,4.033,3.03709,-505.638,-0.00530231,0.00371757,-0.0113909,0.0131059
309,3.84839,2.93288,-505.844,-0.00545434,0.00348635,-0.0110151,0.0127825,4.033,3.03709,-505.638,-0.0054414,0.00344401,-0.0110669,0.0128052
310,3.84839,2.93288,-505.844,-0.00541991,0.00326605,-0.011147,0.012826,4.033,3.03709,-505.638,-0.00541609,0.00323031,-0.0112111,0.012865
311,3.84839,2.93288,-505.844,-0.0053262,0.0032364,-0.0102979,0.0120412,4.033,3.03709,-505.638,-0.0053009,0.00324735,-0.0102224,0.0119651
312,3.84839,2.93288,-505.844,-0.00523532,0.00323072,-0.0109301,0.0125479,4.033,3.03709,-505.638,-0.00519052,0.0032065,-0.0110301,0.0126064
313,3.84839,2.93288,-505.844,-0.00518194,0.00327453,-0.00994034,0.0116804,4.033,3.03709,-505.638,-0.00519136,0.00324893,-0.0100385,0.0117597
314,3.84839,2.93288,-505.844,-0.00528024,0.00341844,-0.00963255,0.0115092,4.033,3.03709,-505.638,-0.00525532,0.00339459,-0.0098081,0.0116344
315,3.84839,2.93288,-505.844,-0.0052332,0.00340768,-0.00925466,0.0111729,4.033,3.03709,-505.638,-0.00519839,0.00340138,-0.00940224,0.0112713
316,3.84839,2.93288,-505.844,-0.00522158,0.00356794,-0.00972899,0.0116146,4.033,3.03709,-505.638,-0.00518206,0.00355171,-0.00992597,0.0117497
