"Average",,,,,,,,"P0",,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","displacement","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","displacement"
3112,3.84839,2.93288,-505.844,-0.00920798,0.00350211,-0.0104492,0.0143677,4.033,3.03709,-505.638,-0.00960629,0.00356728,-0.0103054,0.0145332
3113,3.84839,2.93288,-505.844,-0.00889673,0.00344599,-0.0116417,0.0150598,4.033,3.03709,-505.638,-0.00928648,0.00350399,-0.0116391,0.0152972
3114,3.84839,2.93288,-505.844,-0.00838402,0.00327993,-0.0123774,0.0153152,4.033,3.03709,-505.638,-0.00879285,0.00334381,-0.0123716,0.0155431
3115,3.84839,2.93288,-505.844,-0.00826139,0.0026709,-0.0115684,0.0144735,4.033,3.03709,-505.638,-0.00868591,0.00271414,-0.0116157,0.0147567
3116,3.84839,2.93288,-505.844,-0.00777427,0.00216696,-0.0125449,0.0149241,4.033,3.03709,-505.638,-0.00816537,0.00217209,-0.0125025,0.0150904
3117,3.84839,2.93288,-505.844,-0.00739118,0.00128491,-0.0127299,0.0147829,4.033,3.03709,-505.638,-0.00779862,0.00131575,-0.0127916,0.0150395
3118,3.84839,2.93288,-505.844,-0.00717093,0.000541429,-0.0131666,0.0150119,4.033,3.03709,-505.638,-0.00758654,0.000534622,-0.0130799,0.0151309
3119,3.84839,2.93288,-505.844,-0.00705553,-0.000370295,-0.0130961,0.0148886,4.033,3.03709,-505.638,-0.00750183,-0.000422983,-0.0130249,0.0150371
3120,3.84839,2.93288,-505.844,-0.00690357,-0.00126424,-0.0145308,0.0161467,4.033,3.03709,-505.638,-0.00731924,-0.00131336,-0.0146233,0.0164065
3121,3.84839,2.93288,-505.844,-0.0071635,-0.00196159,-0.0137717,0.015657,4.033,3.03709,-505.638,-0.00759103,-0.00200135,-0.0138019,0.0158793
3122,3.84839,2.93288,-505.844,-0.00740017,-0.00278419,-0.014263,0.0163168,4.033,3.03709,-505.638,-0.00782331,-0.00284393,-0.0142673,0.0165191
3123,3.84839,2.93288,-505.844,-0.00760073,-0.0033612,-0.0139445,0.0162433,4.033,3.03709,-505.638,-0.00803973,-0.0034395,-0.0140011,0.0165084
3124,3.84839,2.93288,-505.844,-0.00810827,-0.00371265,-0.0139423,0.0165567,4.033,3.03709,-505.638,-0.00853045,-0.00378351,-0.014013,0.0168364
3125,3.84839,2.93288,-505.844,-0.00845669,-0.00424134,-0.0137144,0.0166692,4.033,3.03709,-505.638,-0.00887698,-0.00433316,-0.0136555,0.0168545
3126,3.84839,2.93288,-505.844,-0.00864425,-0.00443381,-0.0139077,0.0169721,4.033,3.03709,-505.638,-0.0090107,-0.00451455,-0.0139242,0.0171898
3127,3.84839,2.93288,-505.844,-0.00908828,-0.00447443,-0.0134517,0.0168486,4.033,3.03709,-505.638,-0.00948351,-0.00456152,-0.0133733,0.0170183
3128,3.84839,2.93288,-505.844,-0.00959486,-0.00436263,-0.0136578,0.0172567,4.033,3.03709,-505.638,-0.010021,-0.00440114,-0.013779,0.0175973
3129,3.84839,2.93288,-505.844,-0.00983189,-0.00409843,-0.0132236,0.0169862,4.033,3.03709,-505.638,-0.0102297,-0.004148,-0.0132595,0.0172535
3130,3.84839,2.93288,-505.844,-0.0102307,-0.00374183,-0.0123132,0.0164471,4.033,3.03709,-505.638,-0.0106226,-0.00381026,-0.012439,0.0167962
3131,3.84839,2.93288,-505.844,-0.0104319,-0.00326029,-0.0119823,0.0162251,4.033,3.03709,-505.638,-0.0108071,-0.00328899,-0.0119378,0.0164361
3132,3.84839,2.93288,-505.844,-0.0109162,-0.0025038,-0.012172,0.0165468,4.033,3.03709,-505.638,-0.011289,-0.00249927,-0.0122189,0.016823
3133,3.84839,2.93288,-505.844,-0.0110588,-0.00190313,-0.0116867,0.0162118,4.033,3.03709,-505.638,-0.0114652,-0.00189273,-0.0116215,0.016436
3134,3.84839,2.93288,-505.844,-0.0113152,-0.00104193,-0.0120671,0.0165841,4.033,3.03709,-505.638,-0.0116855,-0.00106135,-0.0120101,0.0167916
3135,3.84839,2.93288,-505.844,-0.0114819,-0.000309739,-0.0110895,0.0159748,4.033,3.03709,-505.638,-0.0118863,-0.000279927,-0.0111429,0.0162963
3136,3.84839,2.93288,-505.844,-0.0113759,0.000430622,-0.0113386,0.0160796,4.033,3.03709,-505.638,-0.0117502,0.000442552,-0.0111542,0.0162091
3137,3.84839,2.93288,-505.844,-0.011428,0.00126058,-0.0114854,0.0162617,4.033,3.03709,-505.638,-0.0118162,0.00125919,-0.0114084,0.0164746
3138,3.84839,2.93288,-505.844,-0.0114148,0.00198907,-0.0112678,0.0161666,4.033,3.03709,-505.638,-0.0117967,0.00203758,-0.0112738,0.0164446
3139,3.84839,2.93288,-505.844,-0.0112925,0.0025612,-0.0118549,0.0165803,4.033,3.03709,-505.638,-0.0116828,0.00258583,-0.0117662,0.0167826
3140,3.84839,2.93288,-505.844,-0.0113016,0.00302689,-0.0119374,0.0167262,4.033,3.03709,-505.638,-0.0116945,0.00306447,-0.0118828,0.016953
3141,3.84839,2.93288,-505.844,-0.0111965,0.00330654,-0.0118756,0.0166582,4.033,3.03709,-505.638,-0.0116048,0.00333217,-0.0118962,0.0169501
3142,3.84839,2.93288,-505.844,-0.0109057,0.0033297,-0.0123824,0.0168433,4.033,3.03709,-505.638,-0.0112965,0.00332931,-0.012243,0.0169888
3143,3.84839,2.93288,-505.844,-0.0105452,0.00321679,-0.0125216,0.0166919,4.033,3.03709,-505.638,-0.0109717,0.0032627,-0.0124693,0.0169272
3144,3.84839,2.93288,-505.844,-0.0102656,0.00296132,-0.0129786,0.0168187,4.033,3.03709,-505.638,-0.0106578,0.00298536,-0.0130712,0.0171288
3145,3.84839,2.93288,-505.844,-0.0101034,0.0026299,-0.012726,0.016469,4.033,3.03709,-505.638,-0.0105004,0.0026678,-0.0126401,0.0166486
3146,3.84839,2.93288,-505.844,-0.0097016,0.00206053,-0.0129937,0.0163595,4.033,3.03709,-505.638,-0.0101314,0.00204472,-0.0128848,0.0165195
3147,3.84839,2.93288,-505.844,-0.00953701,0.00148873,-0.0129703,0.0161826,4.033,3.03709,-505.638,-0.00997656,0.0015117,-0.0128527,0.016342
3148,3.84839,2.93288,-505.844,-0.00921573,0.000572273,-0.0130259,0.0159746,4.033,3.03709,-505.638,-0.00962014,0.000577771,-0.0130574,0.0162296
3149,3.84839,2.93288,-505.844,-0.00904927,-0.000105445,-0.0135591,0.0163152,4.033,3.03709,-505.638,-0.00945995,-0.000112209,-0.0133932,0.0163992
3150,3.84839,2.93288,-505.844,-0.00876815,-0.000864183,-0.0140322,0.0165851,4.033,3.03709,-505.638,-0.00917224,-0.000894451,-0.0140685,0.0168207
3151,3.84839,2.93288,-505.844,-0.00890655,-0.00180412,-0.0129023,0.0157896,4.033,3.03709,-505.638,-0.00933707,-0.00183653,-0.0128456,0.0159868
3152,3.84839,2.93288,-505.844,-0.00877069,-0.00236155,-0.0123073,0.0153073,4.033,3.03709,-505.638,-0.00918669,-0.00237292,-0.0122821,0.0155214
3153,3.84839,2.93288,-505.844,-0.00877758,-0.00299714,-0.0126015,0.0156597,4.033,3.03709,-505.638,-0.0092008,-0.00304482,-0.0124913,0.0158115
3154,3.84839,2.93288,-505.844,-0.00881602,-0.00350698,-0.0123681,0.0155965,4.033,3.03709,-505.638,-0.00923674,-0.00351654,-0.0125041,0.0159393
3155,3.84839,2.93288,-505.844,-0.00899646,-0.00379375,-0.0126785,0.0160109,4.033,3.03709,-505.638,-0.00943417,-0.0038398,-0.0127891,0.0163503
3156,3.84839,2.93288,-505.844,-0.0091941,-0.00397524,-0.0123688,0.0159259,4.033,3.03709,-505.638,-0.00959372,-0.00399721,-0.0124658,0.016231
3157,3.84839,2.93288,-505.844,-0.0092501,-0.00428365,-0.0112971,0.015222,4.033,3.03709,-505.638,-0.00966354,-0.00432585,-0.0112619,0.0154575
3158,3.84839,2.93288,-505.844,-0.00952442,-0.00422311,-0.0113157,0.015394,4.033,3.03709,-505.638,-0.00995931,-0.00425212,-0.011365,0.0156995
3159,3.84839,2.93288,-505.844,-0.00958326,-0.00404069,-0.0111069,0.0152249,4.033,3.03709,-505.638,-0.009986,-0.00410042,-0.0110816,0.0154714
3160,3.84839,2.93288,-505.844,-0.00972465,-0.00388048,-0.0104355,0.0147895,4.033,3.03709,-505.638,-0.0101096,-0.00392403,-0.0105251,0.015113
3161,3.84839,2.93288,-505.844,-0.00985095,-0.00355327,-0.0109042,0.0151277,4.033,3.03709,-505.638,-0.0102721,-0.00359692,-0.0108398,0.0153618
3162,3.84839,2.93288,-505.844,-0.00997115,-0.003023,-0.0103423,0.014688,4.033,3.03709,-505.638,-0.010361,-0.00301335,-0.0105457,0.0150889
3163,3.84839,2.93288,-505.844,-0.0101079,-0.0023384,-0.0105382,0.0147938,4.033,3.03709,-505.638,-0.010513,-0.0023631,-0.0107011,0.0151869
3164,3.84839,2.93288,-505.844,-0.0100549,-0.00176868,-0.00948556,0.0139439,4.033,3.03709,-505.638,-0.0104559,-0.00175876,-0.00952115,0.0142512
3165,3.84839,2.93288,-505.844,-0.0101418,-0.00115494,-0.00974378,0.0141249,4.033,3.03709,-505.638,-0.0105699,-0.00114986,-0.00952352,0.0142752
3166,3.84839,2.93288,-505.844,-0.00995382,-0.000552299,-0.00952571,0.013794,4.033,3.03709,-505.638,-0.0103627,-0.000548105,-0.00949772,0.0140677
3167,3.84839,2.93288,-505.844,-0.0100735,3.05956e-05,-0.00871381,0.0133231,4.033,3.03709,-505.638,-0.010486,7.54861e-05,-0.00877122,0.0136713
3168,3.84839,2.93288,-505.844,-0.00994879,0.000500328,-0.00943356,0.0137277,4.033,3.03709,-505.638,-0.0103521,0.000532555,-0.00938872,0.0139864
3169,3.84839,2.93288,-505.844,-0.00996138,0.000860653,-0.00976552,0.0139889,4.033,3.03709,-505.638,-0.0103571,0.000866726,-0.00968682,0.0142092
3170,3.84839,2.93288,-505.844,-0.00972133,0.00118392,-0.00931618,0.0135278,4.033,3.03709,-505.638,-0.0101417,0.00121378,-0.00929248,0.0138101
3171,3.84839,2.93288,-505.844,-0.00973437,0.00133195,-0.00873409,0.0131532,4.033,3.03709,-505.638,-0.0101588,0.00137104,-0.00880671,0.0135151
3172,3.84839,2.93288,-505.844,-0.00924688,0.00138515,-0.00954591,0.0133822,4.033,3.03709,-505.638,-0.0096499,0.00140067,-0.00960893,0.0136937
3173,3.84839,2.93288,-505.844,-0.00923683,0.00126573,-0.00891473,0.0129064,4.033,3.03709,-505.638,-0.00965682,0.00131282,-0.00898031,0.013253
3174,3.84839,2.93288,-505.844,-0.00897171,0.00103476,-0.00940664,0.013058,4.033,3.03709,-505.638,-0.00936963,0.00110707,-0.00926178,0.0132235
3175,3.84839,2.93288,-505.844,-0.00894703,0.000757957,-0.00903612,0.0127441,4.033,3.03709,-505.638,-0.00938957,0.000788684,-0.00909613,0.013097
3176,3.84839,2.93288,-505.844,-0.00883072,0.000177205,-0.00911939,0.0127113,4.033,3.03709,-505.638,-0.00922741,0.00023249,-0.00902525,0.0129115
3177,3.84839,2.93288,-505.844,-0.00859972,-0.000476261,-0.00906133,0.0125164,4.033,3.03709,-505.638,-0.00901185,-0.000459103,-0.0090104,0.0127543
3178,3.84839,2.93288,-505.844,-0.0085339,-0.00115996,-0.00967895,0.0129708,4.033,3.03709,-505.638,-0.00895617,-0.0011345,-0.00990598,0.0134048
3179,3.84839,2.93288,-505.844,-0.00847113,-0.0017899,-0.00898938,0.0124861,4.033,3.03709,-505.638,-0.00890092,-0.00178526,-0.00912683,0.0128733
3180,3.84839,2.93288,-505.844,-0.0082938,-0.00250067,-0.00903219,0.0125247,4.033,3.03709,-505.638,-0.00875181,-0.00250154,-0.00897028,0.0127802
3181,3.84839,2.93288,-505.844,-0.00829489,-0.00320969,-0.00919011,0.0127984,4.033,3.03709,-505.638,-0.00874879,-0.00322918,-0.00922117,0.0131158
3182,3.84839,2.93288,-505.844,-0.00821519,-0.00382622,-0.00864181,0.0125402,4.033,3.03709,-505.638,-0.00860464,-0.00386736,-0.00833907,0.012593
3183,3.84839,2.93288,-505.844,-0.00829321,-0.0043158,-0.00899689,0.01299,4.033,3.03709,-505.638,-0.00871894,-0.00430725,-0.00902833,0.0132714
3184,3.84839,2.93288,-505.844,-0.00844978,-0.00480568,-0.00929244,0.0134666,4.033,3.03709,-505.638,-0.00886256,-0.00481198,-0.00907739,0.0135708
3185,3.84839,2.93288,-505.844,-0.00839688,-0.00513111,-0.00938321,0.013604,4.033,3.03709,-505.638,-0.00881105,-0.00516118,-0.00958764,0.0140076
3186,3.84839,2.93288,-505.844,-0.00884797,-0.00546739,-0.00899164,0.0137627,4.033,3.03709,-505.638,-0.00929381,-0.00552588,-0.0088833,0.0139954
3187,3.84839,2.93288,-505.844,-0.00894779,-0.00560437,-0.00875651,0.0137265,4.033,3.03709,-505.638,-0.00935855,-0.00563456,-0.00886072,0.0140672
3188,3.84839,2.93288,-505.844,-0.00907769,-0.00575966,-0.00836249,0.0136285,4.033,3.03709,-505.638,-0.00951637,-0.00579252,-0.00831045,0.0138997
3189,3.84839,2.93288,-505.844,-0.00910582,-0.00562554,-0.00803667,0.0133906,4.033,3.03709,-505.638,-0.00949046,-0.00564315,-0.00813967,0.0137181
3190,3.84839,2.93288,-505.844,-0.0090632,-0.00536632,-0.00761449,0.0130052,4.033,3.03709,-505.638,-0.0094892,-0.00541482,-0.00763947,0.0133325
3191,3.84839,2.93288,-505.844,-0.00909777,-0.00503447,-0.00730295,0.0127109,4.033,3.03709,-505.638,-0.00953436,-0.00505041,-0.00743507,0.0131037
3192,3.84839,2.93288,-505.844,-0.00915794,-0.00450962,-0.00725977,0.012533,4.033,3.03709,-505.638,-0.00955658,-0.00451525,-0.00719655,0.0127872
3193,3.84839,2.93288,-505.844,-0.00932877,-0.00397239,-0.00788222,0.012859,4.033,3.03709,-505.638,-0.00972435,-0.00395518,-0.00775649,0.0130552
3194,3.84839,2.93288,-505.844,-0.00918912,-0.00329937,-0.00712404,0.0120938,4.033,3.03709,-505.638,-0.00957887,-0.00328888,-0.00707346,0.0123541
3195,3.84839,2.93288,-505.844,-0.00930604,-0.00274443,-0.00690562,0.011915,4.033,3.03709,-505.638,-0.00970685,-0.00270727,-0.00707792,0.0123151
3196,3.84839,2.93288,-505.844,-0.00917823,-0.00214879,-0.00736555,0.0119788,4.033,3.03709,-505.638,-0.00956852,-0.00212703,-0.00724098,0.0121886
3197,3.84839,2.93288,-505.844,-0.00923165,-0.00154453,-0.00665073,0.0114938,4.033,3.03709,-505.638,-0.00967204,-0.00155713,-0.00656064,0.0117919
3198,3.84839,2.93288,-505.844,-0.00909705,-0.00104506,-0.007185,0.0116528,4.033,3.03709,-505.638,-0.00951208,-0.0010068,-0.00720028,0.0119743
3199,3.84839,2.93288,-505.844,-0.00905816,-0.000394032,-0.00719527,0.0115878,4.033,3.03709,-505.638,-0.00947609,-0.000345809,-0.0069697,0.0117693
3200,3.84839,2.93288,-505.844,-0.0088672,8.11093e-05,-0.00770827,0.0117586,4.033,3.03709,-505.638,-0.0092675,0.00012551,-0.00765236,0.01202
3201,3.84839,2.93288,-505.844,-0.00871767,0.000318265,-0.007951,0.011816,4.033,3.03709,-505.638,-0.00913142,0.000385669,-0.0078691,0.0120618
3202,3.84839,2.93288,-505.844,-0.0084605,0.000641965,-0.00870104,0.0121714,4.033,3.03709,-505.638,-0.00884047,0.000728833,-0.00866884,0.012406
3203,3.84839,2.93288,-505.844,-0.0083389,0.000747186,-0.00878599,0.012149,4.033,3.03709,-505.638,-0.00875223,0.00079682,-0.00869297,0.0123628
3204,3.84839,2.93288,-505.844,-0.00828922,0.00058427,-0.00835552,0.0117972,4.033,3.03709,-505.638,-0.00870999,0.000636091,-0.00822015,0.0119946
3205,3.84839,2.93288,-505.844,-0.00807504,0.00047042,-0.00928968,0.012336,4.033,3.03709,-505.638,-0.00850023,0.000523365,-0.00915178,0.0125039
3206,3.84839,2.93288,-505.844,-0.00802894,0.00025421,-0.00924261,0.0122605,4.033,3.03709,-505.638,-0.00843397,0.000289697,-0.00912074,0.0124272
3207,3.84839,2.93288,-505.844,-0.00772549,-0.00025996,-0.00990682,0.0125814,4.033,3.03709,-505.638,-0.00812236,-0.000232635,-0.00980774,0.0127382
3208,3.84839,2.93288,-505.844,-0.00750874,-0.000704267,-0.0106871,0.0131015,4.033,3.03709,-505.638,-0.0079098,-0.000705803,-0.0105676,0.013222
3209,3.84839,2.93288,-505.844,-0.00746153,-0.00122881,-0.0107179,0.0131322,4.033,3.03709,-505.638,-0.00786415,-0.001173,-0.0107309,0.0133574
3210,3.84839,2.93288,-505.844,-0.00723347,-0.00175964,-0.0118207,0.0139871,4.033,3.03709,-505.638,-0.00764187,-0.00177127,-0.0117754,0.0141512
3211,3.84839,2.93288,-505.844,-0.00718565,-0.00227136,-0.0122266,0.0143757,4.033,3.03709,-505.638,-0.00755639,-0.00224003,-0.0122343,0.0145547
3212,3.84839,2.93288,-505.844,-0.00709313,-0.00288283,-0.0124165,0.014599,4.033,3.03709,-505.638,-0.00751282,-0.00289311,-0.0124523,0.0148293
3213,3.84839,2.93288,-505.844,-0.00725964,-0.00324124,-0.0133467,0.0155432,4.033,3.03709,-505.638,-0.00766689,-0.00325732,-0.0135184,0.0158797
3214,3.84839,2.93288,-505.844,-0.00736735,-0.00371213,-0.0130721,0.0154643,4.033,3.03709,-505.638,-0.00778659,-0.00372697,-0.0131634,0.015742
3215,3.84839,2.93288,-505.844,-0.00755878,-0.00391504,-0.0140518,0.0164386,4.033,3.03709,-505.638,-0.00799277,-0.00394692,-0.0140563,0.0166454
3216,3.84839,2.93288,-505.844,-0.00772621,-0.00414245,-0.0132453,0.0158906,4.033,3.03709,-505.638,-0.00814838,-0.00414536,-0.0131854,0.0160451
3217,3.84839,2.93288,-505.844,-0.00800196,-0.00421262,-0.0133229,0.0161095,4.033,3.03709,-505.638,-0.00844038,-0.00422928,-0.0133291,0.0163342
3218,3.84839,2.93288,-505.844,-0.00815363,-0.00410544,-0.0125591,0.0155333,4.033,3.03709,-505.638,-0.00855083,-0.00410361,-0.0123885,0.0156024
3219,3.84839,2.93288,-505.844,-0.00849136,-0.003918,-0.0127403,0.0158132,4.033,3.03709,-505.638,-0.00891822,-0.0039304,-0.0126946,0.0160055
3220,3.84839,2.93288,-505.844,-0.00872539,-0.00358366,-0.012494,0.015664,4.033,3.03709,-505.638,-0.00914354,-0.00359255,-0.0123419,0.0157752
3221,3.84839,2.93288,-505.844,-0.00898279,-0.00299161,-0.0127629,0.0158972,4.033,3.03709,-505.638,-0.00936393,-0.00300078,-0.0126777,0.0160445
3222,3.84839,2.93288,-505.844,-0.00930317,-0.00254749,-0.0128312,0.0160604,4.033,3.03709,-505.638,-0.00970337,-0.00252763,-0.0127432,0.016216
3223,3.84839,2.93288,-505.844,-0.00964424,-0.00182606,-0.0126263,0.0159981,4.033,3.03709,-505.638,-0.0100528,-0.0018253,-0.0126242,0.0162409
3224,3.84839,2.93288,-505.844,-0.00981667,-0.00111758,-0.012727,0.0161262,4.033,3.03709,-505.638,-0.0102551,-0.00110106,-0.0126186,0.0162994
3225,3.84839,2.93288,-505.844,-0.00999405,-0.00051177,-0.0125067,0.0160347,4.033,3.03709,-505.638,-0.0104085,-0.000483968,-0.0122447,0.0160803
3226,3.84839,2.93288,-505.844,-0.010131,0.000141796,-0.012013,0.0157223,4.033,3.03709,-505.638,-0.0105351,0.000170182,-0.0118541,0.0158602
3227,3.84839,2.93288,-505.844,-0.0102551,0.000712621,-0.0128404,0.016458,4.033,3.03709,-505.638,-0.0106617,0.000734706,-0.0127658,0.0166496
3228,3.84839,2.93288,-505.844,-0.0102913,0.00144957,-0.012324,0.0161339,4.033,3.03709,-505.638,-0.010674,0.00146764,-0.0120045,0.0161317
3229,3.84839,2.93288,-505.844,-0.0102941,0.00196931,-0.0121651,0.0160683,4.033,3.03709,-505.638,-0.0106874,0.00203771,-0.0119399,0.0161543
3230,3.84839,2.93288,-505.844,-0.0102248,0.00246971,-0.0130244,0.0167495,4.033,3.03709,-505.638,-0.0106121,0.00255649,-0.0130974,0.0170508
3231,3.84839,2.93288,-505.844,-0.0101723,0.00275755,-0.0137244,0.0173155,4.033,3.03709,-505.638,-0.0106142,0.00280677,-0.0136578,0.0175249
3232,3.84839,2.93288,-505.844,-0.0100093,0.00294485,-0.0134631,0.0170413,4.033,3.03709,-505.638,-0.0104147,0.00297528,-0.0133308,0.017177
3233,3.84839,2.93288,-505.844,-0.00988511,0.00295828,-0.0140155,0.0174181,4.033,3.03709,-505.638,-0.0102884,0.00299184,-0.0138188,0.017488
3234,3.84839,2.93288,-505.844,-0.00966575,0.00283291,-0.0146162,0.0177589,4.033,3.03709,-505.638,-0.0100399,0.00288428,-0.0145723,0.0179303
3235,3.84839,2.93288,-505.844,-0.00958082,0.00250811,-0.0143613,0.017457,4.033,3.03709,-505.638,-0.0099491,0.00258235,-0.0142321,0.0175572
3236,3.84839,2.93288,-505.844,-0.00939615,0.00216262,-0.0147192,0.0176072,4.033,3.03709,-505.638,-0.00979603,0.00220469,-0.0146856,0.0177916
3237,3.84839,2.93288,-505.844,-0.00912003,0.00173471,-0.0156052,0.0181708,4.033,3.03709,-505.638,-0.00950802,0.0018055,-0.0154668,0.0182465
3238,3.84839,2.93288,-505.844,-0.00902907,0.00118599,-0.0160775,0.0184893,4.033,3.03709,-505.638,-0.00946335,0.00122326,-0.016012,0.0186408
3239,3.84839,2.93288,-505.844,-0.00886969,0.000733441,-0.0163739,0.018647,4.033,3.03709,-505.638,-0.00926333,0.000777794,-0.0163679,0.0188247
3240,3.84839,2.93288,-505.844,-0.00893816,0.000101362,-0.01655,0.0188204,4.033,3.03709,-505.638,-0.009337,0.000126211,-0.0166258,0.01907
3241,3.84839,2.93288,-505.844,-0.00888026,-0.00046267,-0.0167545,0.0189778,4.033,3.03709,-505.638,-0.00928731,-0.000450799,-0.0167883,0.0191924
3242,3.84839,2.93288,-505.844,-0.00893002,-0.00100658,-0.0167873,0.0190524,4.033,3.03709,-505.638,-0.00930587,-0.00100579,-0.0168136,0.0192447
3243,3.84839,2.93288,-505.844,-0.0089265,-0.00141998,-0.0167023,0.0190033,4.033,3.03709,-505.638,-0.00933651,-0.00142119,-0.0165759,0.0190788
3244,3.84839,2.93288,-505.844,-0.00911796,-0.00174488,-0.0163978,0.0188525,4.033,3.03709,-505.638,-0.0095095,-0.00175298,-0.0164646,0.0190952
3245,3.84839,2.93288,-505.844,-0.0093365,-0.00197818,-0.0168525,0.0193775,4.033,3.03709,-505.638,-0.0097396,-0.00198844,-0.0170428,0.0197313
3246,3.84839,2.93288,-505.844,-0.00941275,-0.00200925,-0.017172,0.0196984,4.033,3.03709,-505.638,-0.00981534,-0.0020452,-0.0172565,0.0199598
3247,3.84839,2.93288,-505.844,-0.00966112,-0.00204086,-0.0164588,0.0192035,4.033,3.03709,-505.638,-0.0100927,-0.0020354,-0.0162289,0.0192201
3248,3.84839,2.93288,-505.844,-0.00978738,-0.00193137,-0.0155906,0.018518,4.033,3.03709,-505.638,-0.0102111,-0.00195326,-0.0156367,0.0187783
3249,3.84839,2.93288,-505.844,-0.0101456,-0.00173,-0.0160623,0.0190867,4.033,3.03709,-505.638,-0.0105444,-0.00171759,-0.0158663,0.0191288
3250,3.84839,2.93288,-505.844,-0.0101261,-0.0015068,-0.0154087,0.0185085,4.033,3.03709,-505.638,-0.0104897,-0.0015121,-0.0155583,0.0188262
3251,3.84839,2.93288,-505.844,-0.0103687,-0.000971321,-0.0153826,0.0185841,4.033,3.03709,-505.638,-0.010754,-0.000961407,-0.0155377,0.0189219
3252,3.84839,2.93288,-505.844,-0.0106459,-0.000469543,-0.0152258,0.018591,4.033,3.03709,-505.638,-0.0110038,-0.00045567,-0.0151894,0.0187625
3253,3.84839,2.93288,-505.844,-0.0108931,-8.29823e-05,-0.0150885,0.0186184,4.033,3.03709,-505.638,-0.011285,-6.27745e-05,-0.0149761,0.0187529
3254,3.84839,2.93288,-505.844,-0.010866,0.000472496,-0.0154462,0.0189115,4.033,3.03709,-505.638,-0.0112356,0.000501318,-0.0155095,0.0191616
3255,3.84839,2.93288,-505.844,-0.0108382,0.000913942,-0.0155091,0.0189524,4.033,3.03709,-505.638,-0.0112252,0.000939209,-0.0155172,0.0191759
3256,3.84839,2.93288,-505.844,-0.0109682,0.0014205,-0.015014,0.0186624,4.033,3.03709,-505.638,-0.0113512,0.00142543,-0.0149539,0.0188304
3257,3.84839,2.93288,-505.844,-0.0110136,0.00184004,-0.0150323,0.0187366,4.033,3.03709,-505.638,-0.0113927,0.0018863,-0.0151051,0.0190153
3258,3.84839,2.93288,-505.844,-0.01109,0.00223075,-0.0143713,0.018298,4.033,3.03709,-505.638,-0.0114466,0.00226541,-0.014165,0.0183529
3259,3.84839,2.93288,-505.844,-0.0109896,0.00243362,-0.0146483,0.0184837,4.033,3.03709,-505.638,-0.0114184,0.00252598,-0.014633,0.0187331
3260,3.84839,2.93288,-505.844,-0.0109715,0.00255665,-0.0148824,0.0186727,4.033,3.03709,-505.638,-0.0113774,0.00261934,-0.0148314,0.018876
3261,3.84839,2.93288,-505.844,-0.0108752,0.00248369,-0.0140243,0.0179289,4.033,3.03709,-505.638,-0.0112862,0.00253947,-0.0139657,0.0181355
3262,3.84839,2.93288,-505.844,-0.0108064,0.00246142,-0.0148714,0.0185595,4.033,3.03709,-505.638,-0.0111691,0.002532,-0.0148849,0.0187826
3263,3.84839,2.93288,-505.844,-0.0105384,0.00222091,-0.0141199,0.0177657,4.033,3.03709,-505.638,-0.0109669,0.00228414,-0.0140687,0.0179843
3264,3.84839,2.93288,-505.844,-0.0104143,0.0020193,-0.0146998,0.0181456,4.033,3.03709,-505.638,-0.0108309,0.0020933,-0.0146182,0.0183164
3265,3.84839,2.93288,-505.844,-0.0103738,0.00156446,-0.014858,0.0182031,4.033,3.03709,-505.638,-0.010779,0.00159449,-0.0146568,0.0182653
3266,3.84839,2.93288,-505.844,-0.0102323,0.00104018,-0.0138349,0.017249,4.033,3.03709,-505.638,-0.0106406,0.00108611,-0.013616,0.0173155
3267,3.84839,2.93288,-505.844,-0.0101615,0.000565838,-0.0148035,0.0179803,4.033,3.03709,-505.638,-0.0105582,0.000611887,-0.0148107,0.0182019
3268,3.84839,2.93288,-505.844,-0.0101633,0.000131871,-0.0148714,0.0180275,4.033,3.03709,-505.638,-0.0105597,0.000182034,-0.0147936,0.0181788
3269,3.84839,2.93288,-505.844,-0.0102562,-0.000383553,-0.014768,0.0179988,4.033,3.03709,-505.638,-0.0106812,-0.000362065,-0.0147017,0.0181779
3270,3.84839,2.93288,-505.844,-0.0101662,-0.00117609,-0.0145224,0.0177826,4.033,3.03709,-505.638,-0.0105765,-0.0011709,-0.0145528,0.0180307
3271,3.84839,2.93288,-505.844,-0.0102883,-0.00155194,-0.0138297,0.0173179,4.033,3.03709,-505.638,-0.010749,-0.00156715,-0.0139116,0.0176516
3272,3.84839,2.93288,-505.844,-0.010305,-0.00202181,-0.0136902,0.0172667,4.033,3.03709,-505.638,-0.010736,-0.00200207,-0.0136802,0.0175066
3273,3.84839,2.93288,-505.844,-0.0102604,-0.00241995,-0.014583,0.0180057,4.033,3.03709,-505.638,-0.0106617,-0.00243974,-0.0146246,0.0182636
3274,3.84839,2.93288,-505.844,-0.0103312,-0.00267359,-0.0137331,0.0174061,4.033,3.03709,-505.638,-0.0107467,-0.00272166,-0.0139148,0.017793
