"R0",,,,,,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","displacement","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]"
1682,2.59726,15.5735,-411.578,0.00253075,-0.0074687,0.00390103,0.00891521,0.000186131,0.000191629,0.000964325
1683,2.59726,15.5735,-411.578,0.00255811,-0.0299486,-0.0035714,0.0303206,0.00020263,0.000207811,0.00104962
1684,2.59726,15.5735,-411.578,0.00250394,-0.0747209,-0.0176238,0.0768328,0.00023674,0.000243104,0.00122643
1685,2.59726,15.5735,-411.578,0.000876575,-0.139098,-0.0392232,0.14454,0.000233087,0.000239899,0.00120809
1686,2.59726,15.5735,-411.578,-0.002654,-0.217823,-0.0642696,0.22713,0.000245136,0.000251929,0.00127058
1687,2.59726,15.5735,-411.578,-0.00671665,-0.301327,-0.0907383,0.314771,0.000253983,0.000259913,0.00131597
1688,2.59726,15.5735,-411.578,-0.0109042,-0.372663,-0.11347,0.389712,0.000252673,0.000257769,0.00130936
1689,2.59726,15.5735,-411.578,-0.0136986,-0.41715,-0.126838,0.436229,0.00025661,0.000261215,0.00132963
1690,2.59726,15.5735,-411.578,-0.0150386,-0.429865,-0.129392,0.449175,0.000250364,0.000255389,0.00129752
1691,2.59726,15.5735,-411.578,-0.0141206,-0.409845,-0.12235,0.42796,0.000257029,0.000262333,0.00133198
1692,2.59726,15.5735,-411.578,-0.012246,-0.359745,-0.107134,0.375566,0.000252612,0.000258155,0.00130911
1693,2.59726,15.5735,-411.578,-0.00938027,-0.284162,-0.0834081,0.296313,0.000255812,0.000262581,0.0013258
1694,2.59726,15.5735,-411.578,-0.00573394,-0.191546,-0.0545176,0.199246,0.000254841,0.00026247,0.00132073
1695,2.59726,15.5735,-411.578,-0.000306809,-0.0891949,-0.0233338,0.0922143,0.000254869,0.000262194,0.00132077
1696,2.59726,15.5735,-411.578,0.00526084,0.01327,0.00944819,0.0171673,0.000213529,0.000219994,0.0011064
1697,2.59726,15.5735,-411.578,0.0106372,0.108835,0.0415608,0.116993,0.000241653,0.000249149,0.00125205
1698,2.59726,15.5735,-411.578,0.0140843,0.189321,0.0674048,0.201461,0.000240052,0.000247133,0.0012434
1699,2.59726,15.5735,-411.578,0.0154989,0.250276,0.0874313,0.265564,0.000235629,0.000242919,0.00122032
1700,2.59726,15.5735,-411.578,0.0160113,0.288287,0.09886,0.305191,0.000240611,0.000248099,0.00124602
1701,2.59726,15.5735,-411.578,0.0153063,0.302383,0.103225,0.319889,0.000241598,0.000249178,0.00125125
1702,2.59726,15.5735,-411.578,0.0148988,0.293429,0.100425,0.310502,0.000242683,0.000250036,0.0012567
1703,2.59726,15.5735,-411.578,0.0153639,0.26431,0.0906414,0.279848,0.00023542,0.000242765,0.0012191
1704,2.59726,15.5735,-411.578,0.0151832,0.218097,0.0738578,0.230767,0.000237697,0.000245391,0.00123121
1705,2.59726,15.5735,-411.578,0.014228,0.158015,0.0537679,0.167524,0.000236046,0.000243371,0.00122277
1706,2.59726,15.5735,-411.578,0.0117818,0.0880964,0.0312462,0.0942269,0.00023758,0.000244787,0.00123086
1707,2.59726,15.5735,-411.578,0.00815633,0.0140117,0.00833792,0.0182732,0.000200557,0.000206253,0.00103908
1708,2.59726,15.5735,-411.578,0.00462254,-0.057712,-0.0132467,0.0594148,0.000233999,0.000240293,0.00121234
1709,2.59726,15.5735,-411.578,0.000978341,-0.122372,-0.0337455,0.12696,0.000231572,0.000237934,0.00119995
1710,2.59726,15.5735,-411.578,-0.00248602,-0.174199,-0.0495049,0.181135,0.00023546,0.000241792,0.00122015
1711,2.59726,15.5735,-411.578,-0.00541206,-0.209798,-0.0599001,0.218264,0.000237182,0.000243369,0.00122914
1712,2.59726,15.5735,-411.578,-0.00644016,-0.2273,-0.0656858,0.236703,0.00023772,0.000243743,0.00123191
1713,2.59726,15.5735,-411.578,-0.00560067,-0.226625,-0.0648743,0.235802,0.000237814,0.000244165,0.00123226
1714,2.59726,15.5735,-411.578,-0.00318726,-0.208146,-0.0592252,0.216445,0.000237426,0.000243583,0.00123013
1715,2.59726,15.5735,-411.578,-0.000487487,-0.174333,-0.0476081,0.18073,0.00024114,0.000247878,0.00124963
1716,2.59726,15.5735,-411.578,0.0017122,-0.12895,-0.0330121,0.133138,0.000232329,0.000238456,0.00120359
1717,2.59726,15.5735,-411.578,0.00320054,-0.0754401,-0.0160089,0.077201,0.000237529,0.000243819,0.00123062
1718,2.59726,15.5735,-411.578,0.00405328,-0.0187336,0.00224321,0.0193346,0.00019741,0.000203231,0.00102256
1719,2.59726,15.5735,-411.578,0.00567577,0.035218,0.0189428,0.0404026,0.000209938,0.000216309,0.0010877
1720,2.59726,15.5735,-411.578,0.00825631,0.0836424,0.0349611,0.091035,0.000234398,0.000241222,0.00121427
1721,2.59726,15.5735,-411.578,0.0112732,0.122768,0.0478042,0.132239,0.00023019,0.00023732,0.00119237
1722,2.59726,15.5735,-411.578,0.013345,0.149624,0.0553257,0.160088,0.000226714,0.000233521,0.00117417
1723,2.59726,15.5735,-411.578,0.014532,0.163002,0.0590347,0.173981,0.000234576,0.000242033,0.00121494
1724,2.59726,15.5735,-411.578,0.0147198,0.162415,0.0590232,0.173441,0.00023303,0.000239932,0.00120715
1725,2.59726,15.5735,-411.578,0.0142028,0.148696,0.0547136,0.159082,0.000230182,0.000237042,0.00119207
1726,2.59726,15.5735,-411.578,0.0130284,0.123352,0.0468845,0.13261,0.000233369,0.000240219,0.00120886
1727,2.59726,15.5735,-411.578,0.010619,0.0892354,0.0364827,0.0969971,0.000233975,0.000241,0.00121226
1728,2.59726,15.5735,-411.578,0.00765718,0.0493118,0.0233143,0.0551062,0.000225764,0.000232393,0.00116969
1729,2.59726,15.5735,-411.578,0.00472926,0.00748078,0.00999589,0.0133987,0.000186183,0.000191759,0.000964515
1730,2.59726,15.5735,-411.578,0.0029556,-0.0328555,-0.00411852,0.0333142,0.000205537,0.000211252,0.0010648
1731,2.59726,15.5735,-411.578,0.00186678,-0.0696551,-0.0152041,0.0713394,0.000234843,0.000241461,0.00121675
1732,2.59726,15.5735,-411.578,0.0017162,-0.0993387,-0.0253902,0.102564,0.000234021,0.000240351,0.00121256
1733,2.59726,15.5735,-411.578,0.00147011,-0.119754,-0.0321148,0.124019,0.000233525,0.000239977,0.00121008
1734,2.59726,15.5735,-411.578,0.000609921,-0.129801,-0.0354742,0.134586,0.000229672,0.000236302,0.00118994
1735,2.59726,15.5735,-411.578,-0.000772503,-0.129666,-0.0346451,0.134231,0.000230063,0.000235721,0.00119202
1736,2.59726,15.5735,-411.578,-0.0024963,-0.119103,-0.0312116,0.123164,0.000231968,0.000238087,0.00120178
1737,2.59726,15.5735,-411.578,-0.00286952,-0.100261,-0.0242933,0.103219,0.000234401,0.000240643,0.00121438
1738,2.59726,15.5735,-411.578,-0.00185285,-0.0746377,-0.0155008,0.0762752,0.000236604,0.00024337,0.00122594
1739,2.59726,15.5735,-411.578,-7.46232e-05,-0.0444988,-0.00560873,0.0448724,0.000217777,0.000223502,0.00112803
1740,2.59726,15.5735,-411.578,0.00219645,-0.012859,0.00456193,0.0138853,0.000188103,0.000193424,0.000974654
1741,2.59726,15.5735,-411.578,0.00414635,0.0175962,0.0162831,0.0243654,0.000192803,0.000198086,0.000998683
1742,2.59726,15.5735,-411.578,0.00596395,0.0450747,0.025089,0.0519383,0.000222883,0.000229477,0.00115474
1743,2.59726,15.5735,-411.578,0.00728941,0.0673209,0.0328094,0.0752505,0.00023509,0.000242089,0.00121789
1744,2.59726,15.5735,-411.578,0.00764348,0.0825906,0.0379041,0.0912012,0.000236468,0.000243446,0.00122506
1745,2.59726,15.5735,-411.578,0.00687306,0.0897999,0.0415446,0.0991905,0.000236859,0.000243963,0.00122704
1746,2.59726,15.5735,-411.578,0.00559915,0.0891554,0.0402658,0.0980031,0.000233041,0.000239986,0.00120741
1747,2.59726,15.5735,-411.578,0.00448055,0.0813771,0.0378569,0.0898822,0.000236402,0.000243644,0.00122475
1748,2.59726,15.5735,-411.578,0.00355328,0.0665781,0.0323039,0.0740934,0.000232647,0.000239617,0.00120522
1749,2.59726,15.5735,-411.578,0.00369171,0.0470001,0.0249702,0.0533775,0.000222447,0.000228992,0.00115265
1750,2.59726,15.5735,-411.578,0.00364749,0.0244681,0.0172422,0.0301756,0.000198285,0.000203915,0.00102723
1751,2.59726,15.5735,-411.578,0.00348784,0.000972649,0.00904595,0.00977363,0.000186393,0.000191529,0.000965752
1752,2.59726,15.5735,-411.578,0.00269275,-0.0216736,0.000264017,0.0219152,0.000193173,0.000198328,0.0010007
1753,2.59726,15.5735,-411.578,0.000969318,-0.0418659,-0.00648291,0.0424096,0.000215815,0.000221804,0.00111779
1754,2.59726,15.5735,-411.578,-0.00110033,-0.0581241,-0.0116893,0.0593137,0.000228935,0.000235734,0.00118609
1755,2.59726,15.5735,-411.578,-0.00216961,-0.0693457,-0.0150292,0.0709973,0.000236002,0.000242627,0.00122257
1756,2.59726,15.5735,-411.578,-0.00208197,-0.0752358,-0.0162738,0.0770263,0.000236824,0.000243359,0.00122691
1757,2.59726,15.5735,-411.578,-0.00142813,-0.0748185,-0.0156661,0.0764753,0.00023842,0.000245112,0.00123505
1758,2.59726,15.5735,-411.578,-0.000347534,-0.0687654,-0.0133772,0.0700813,0.000235851,0.000242994,0.00122204
1759,2.59726,15.5735,-411.578,0.000740953,-0.0576545,-0.00966119,0.0584792,0.000229675,0.000235992,0.00118989
1760,2.59726,15.5735,-411.578,0.00208674,-0.0428764,-0.00353787,0.0430852,0.00021888,0.000224879,0.00113383
1761,2.59726,15.5735,-411.578,0.00276683,-0.0258347,0.00321611,0.0262154,0.000197711,0.000202967,0.00102386
1762,2.59726,15.5735,-411.578,0.00307231,-0.00819762,0.0101569,0.0134506,0.000189486,0.000194821,0.000981412
1763,2.59726,15.5735,-411.578,0.00239029,0.00873268,0.017115,0.0193739,0.00018987,0.000195268,0.000983492
1764,2.59726,15.5735,-411.578,0.0014678,0.0238818,0.0219417,0.0324818,0.000198697,0.000204595,0.00102934
1765,2.59726,15.5735,-411.578,0.00081529,0.0359437,0.0266353,0.0447662,0.000214736,0.000220627,0.00111255
1766,2.59726,15.5735,-411.578,0.000358566,0.0439034,0.029524,0.0529153,0.000218035,0.000224826,0.00112987
1767,2.59726,15.5735,-411.578,0.000773126,0.0477377,0.0309223,0.056897,0.000225096,0.000231961,0.00116617
1768,2.59726,15.5735,-411.578,0.00162308,0.0470556,0.0304924,0.0561066,0.000221934,0.000228509,0.00114991
1769,2.59726,15.5735,-411.578,0.00210127,0.0420662,0.0286585,0.05096,0.000220388,0.000227238,0.00114182
1770,2.59726,15.5735,-411.578,0.00168074,0.033675,0.0246783,0.0417973,0.000207886,0.000213578,0.00107708
1771,2.59726,15.5735,-411.578,0.000276566,0.0228995,0.0207357,0.0309072,0.000197212,0.000203031,0.00102153
1772,2.59726,15.5735,-411.578,-0.000994386,0.0105376,0.0147736,0.0182022,0.000189622,0.000194931,0.00098232
1773,2.59726,15.5735,-411.578,-0.00215223,-0.00249531,0.00945186,0.0100362,0.000191744,0.000197258,0.000993158
1774,2.59726,15.5735,-411.578,-0.00280449,-0.0151127,0.00605753,0.0165723,0.000190614,0.000196011,0.000987463
1775,2.59726,15.5735,-411.578,-0.00283905,-0.0260658,0.00137151,0.0263155,0.000200359,0.000205755,0.00103791
1776,2.59726,15.5735,-411.578,-0.00235282,-0.0346126,-0.0014895,0.0347641,0.000211024,0.000216998,0.00109308
1777,2.59726,15.5735,-411.578,-0.00133278,-0.0402184,-0.00477313,0.0405535,0.000216579,0.000222364,0.00112198
1778,2.59726,15.5735,-411.578,-0.000540158,-0.0425659,-0.00475948,0.0428721,0.000214637,0.000220519,0.00111194
1779,2.59726,15.5735,-411.578,-0.000171813,-0.0415921,-0.00430342,0.0418466,0.000217197,0.000223241,0.00112516
1780,2.59726,15.5735,-411.578,7.20554e-05,-0.0378199,-0.00245948,0.0379177,0.000211534,0.000217127,0.00109566
1781,2.59726,15.5735,-411.578,-0.0002828,-0.0312439,-0.000556924,0.0313242,0.000205327,0.000211041,0.00106352
1782,2.59726,15.5735,-411.578,-0.000895938,-0.0230604,0.00410803,0.0234703,0.000197403,0.000202049,0.00102251
1783,2.59726,15.5735,-411.578,-0.00139431,-0.0136465,0.00843359,0.0161564,0.000187999,0.000193551,0.000973764
1784,2.59726,15.5735,-411.578,-0.00120944,-0.00420265,0.0117149,0.0125178,0.000187682,0.000193027,0.000972132
1785,2.59726,15.5735,-411.578,-0.000368534,0.00476004,0.0153892,0.0161224,0.000191463,0.000196543,0.000991818
1786,2.59726,15.5735,-411.578,0.00074472,0.0125007,0.0187307,0.0225407,0.000191151,0.000196603,0.000990143
1787,2.59726,15.5735,-411.578,0.00148815,0.0184019,0.0212109,0.0281302,0.00019588,0.000201375,0.00101456
1788,2.59726,15.5735,-411.578,0.00171247,0.022293,0.0231442,0.0321883,0.000198992,0.000204675,0.00103091
1789,2.59726,15.5735,-411.578,0.00143842,0.0239471,0.0226173,0.0330089,0.000201331,0.000207103,0.00104288
1790,2.59726,15.5735,-411.578,0.000373491,0.0232426,0.0221277,0.0321251,0.000196472,0.000202125,0.00101758
1791,2.59726,15.5735,-411.578,-0.000695346,0.02026,0.0216679,0.0296937,0.000196068,0.000201403,0.00101552
1792,2.59726,15.5735,-411.578,-0.00104619,0.0152743,0.0192646,0.0246322,0.00019322,0.000198829,0.00100106
1793,2.59726,15.5735,-411.578,-0.000838977,0.00897111,0.0180828,0.0202189,0.000193602,0.000199191,0.00100289
1794,2.59726,15.5735,-411.578,-0.000192171,0.00212999,0.013633,0.0138087,0.00018765,0.000192688,0.000971985
1795,2.59726,15.5735,-411.578,0.000317375,-0.00471632,0.00952249,0.0106668,0.000188262,0.000193433,0.000975212
1796,2.59726,15.5735,-411.578,0.000993032,-0.0112931,0.0063472,0.013073,0.000189825,0.000194961,0.000983403
1797,2.59726,15.5735,-411.578,0.00170106,-0.0166504,0.00441369,0.0173329,0.000190933,0.000195929,0.000988889
1798,2.59726,15.5735,-411.578,0.00189222,-0.0207573,0.00172081,0.0209783,0.000198272,0.000203673,0.00102694
1799,2.59726,15.5735,-411.578,0.00178912,-0.0232468,0.00046384,0.0233795,0.000196024,0.000201241,0.00101539
1800,2.59726,15.5735,-411.578,0.00108363,-0.0241518,-0.000325917,0.0242203,0.000200031,0.000205132,0.00103576
1801,2.59726,15.5735,-411.578,0.00053044,-0.0230998,-9.87689e-05,0.0231396,0.000193873,0.000199304,0.00100407
1802,2.59726,15.5735,-411.578,0.000677326,-0.0204963,-0.000107595,0.0205393,0.000190997,0.00019648,0.000989229
1803,2.59726,15.5735,-411.578,0.00121819,-0.0166663,0.00205714,0.016893,0.000190675,0.000195692,0.000987476
1804,2.59726,15.5735,-411.578,0.00218921,-0.0121592,0.00396557,0.0130689,0.000190612,0.000195967,0.00098734
1805,2.59726,15.5735,-411.578,0.00290868,-0.00699653,0.0064743,0.0100097,0.000187965,0.000192876,0.000973658
1806,2.59726,15.5735,-411.578,0.00332261,-0.00160059,0.00805423,0.00889672,0.000188904,0.0001942,0.000978729
1807,2.59726,15.5735,-411.578,0.00302854,0.00337866,0.00944973,0.0105091,0.000188824,0.000194056,0.00097796
1808,2.59726,15.5735,-411.578,0.00218122,0.00766716,0.0119346,0.0143751,0.000188896,0.000193968,0.000978313
1809,2.59726,15.5735,-411.578,0.00127569,0.0107123,0.0138192,0.0175504,0.000191628,0.000197247,0.000992707
1810,2.59726,15.5735,-411.578,0.00071319,0.0124607,0.0149673,0.019509,0.000194084,0.000199227,0.00100528
1811,2.59726,15.5735,-411.578,0.000801103,0.0130263,0.0153904,0.0202415,0.000192575,0.000198057,0.000997418
1812,2.59726,15.5735,-411.578,0.00105932,0.0121381,0.0156914,0.0198837,0.000195024,0.000200281,0.00101009
1813,2.59726,15.5735,-411.578,0.00131615,0.0102293,0.014157,0.0175444,0.00018929,0.000194424,0.00098056
1814,2.59726,15.5735,-411.578,0.00200011,0.00732119,0.0123875,0.0145719,0.000189735,0.000194695,0.000982629
1815,2.59726,15.5735,-411.578,0.00259153,0.00371075,0.011774,0.0126416,0.000186756,0.000191961,0.000967258
1816,2.59726,15.5735,-411.578,0.00298893,-9.01274e-05,0.0103749,0.0108111,0.000193064,0.000198093,0.000999885
1817,2.59726,15.5735,-411.578,0.00293585,-0.00412841,0.00752427,0.00909913,0.000187817,0.000193151,0.00097296
1818,2.59726,15.5735,-411.578,0.00254407,-0.00756473,0.00512558,0.00954269,0.000189464,0.000194878,0.000981355
1819,2.59726,15.5735,-411.578,0.00233113,-0.0106305,0.00367266,0.0115746,0.000193974,0.000199033,0.00100458
1820,2.59726,15.5735,-411.578,0.00250709,-0.0128828,0.00197293,0.0133263,0.000188287,0.000193602,0.000975363
1821,2.59726,15.5735,-411.578,0.00313644,-0.0144013,0.000314109,0.0148147,0.000194573,0.00020005,0.00100789
1822,2.59726,15.5735,-411.578,0.00409916,-0.0147407,0.000153325,0.0153999,0.000190419,0.00019594,0.000986342
1823,2.59726,15.5735,-411.578,0.00511474,-0.0140485,-0.000266131,0.0150355,0.000189466,0.000194887,0.000981518
1824,2.59726,15.5735,-411.578,0.00566925,-0.0124423,-0.000978781,0.0138087,0.000193021,0.000198584,0.000999924
1825,2.59726,15.5735,-411.578,0.00551337,-0.00989342,0.000460355,0.0114344,0.000191237,0.000196806,0.000990662
1826,2.59726,15.5735,-411.578,0.00510707,-0.00706546,0.00103626,0.00888064,0.000190152,0.000195361,0.000985222
1827,2.59726,15.5735,-411.578,0.00457593,-0.00402187,0.00227489,0.00680336,0.000188628,0.000193826,0.000976966
1828,2.59726,15.5735,-411.578,0.00430225,-0.000989888,0.00398507,0.00607859,0.000189239,0.000194724,0.000980138
1829,2.59726,15.5735,-411.578,0.00403994,0.0016976,0.00505124,0.0067763,0.000187818,0.000192777,0.000972868
1830,2.59726,15.5735,-411.578,0.00411442,0.00387124,0.00690086,0.0089871,0.000188712,0.000194324,0.000977404
1831,2.59726,15.5735,-411.578,0.0041942,0.00577725,0.00752714,0.0104347,0.000191616,0.00019699,0.000992689
1832,2.59726,15.5735,-411.578,0.00443932,0.00653787,0.00882755,0.0119197,0.000191623,0.00019701,0.000992563
1833,2.59726,15.5735,-411.578,0.00471337,0.00683524,0.00950978,0.0126594,0.000189176,0.000194142,0.000979956
1834,2.59726,15.5735,-411.578,0.00482478,0.00641558,0.00945412,0.0124361,0.000187816,0.000193154,0.000973006
1835,2.59726,15.5735,-411.578,0.00443937,0.00530435,0.00990263,0.0121022,0.00018699,0.000192309,0.000968416
1836,2.59726,15.5735,-411.578,0.00410299,0.00355972,0.00822721,0.00991394,0.000187685,0.000192936,0.000972198
1837,2.59726,15.5735,-411.578,0.00352518,0.00177415,0.0079073,0.0089105,0.000189007,0.000194083,0.000978973
1838,2.59726,15.5735,-411.578,0.00354191,-0.000428819,0.00638212,0.00737723,0.00018746,0.000193163,0.000971317
1839,2.59726,15.5735,-411.578,0.00406308,-0.00271959,0.00518075,0.00719498,0.000188279,0.000193424,0.000975199
1840,2.59726,15.5735,-411.578,0.00493838,-0.00480886,0.00481967,0.00848322,0.000188813,0.000193807,0.000978165
1841,2.59726,15.5735,-411.578,0.00559981,-0.00656785,0.00316592,0.0092954,0.000190624,0.000195812,0.000987431
1842,2.59726,15.5735,-411.578,0.00610871,-0.00745752,0.0014576,0.00984425,0.000188297,0.000193534,0.00097536
1843,2.59726,15.5735,-411.578,0.00589305,-0.00811438,0.00101397,0.0101937,0.000190453,0.000195794,0.000986804
1844,2.59726,15.5735,-411.578,0.00572375,-0.00800664,0.000942219,0.00994977,0.000191728,0.000197294,0.000993083
1845,2.59726,15.5735,-411.578,0.00541281,-0.00767508,-0.00101678,0.00964978,0.000189517,0.00019438,0.000981599
1846,2.59726,15.5735,-411.578,0.00557136,-0.00667401,0.000343874,0.00894376,0.000186437,0.000191578,0.000965628
1847,2.59726,15.5735,-411.578,0.00553366,-0.00526603,0.00147872,0.0078883,0.00018804,0.000193223,0.000973905
1848,2.59726,15.5735,-411.578,0.00572091,-0.00383487,0.00178977,0.00730449,0.000191372,0.000196506,0.000991246
1849,2.59726,15.5735,-411.578,0.00605183,-0.00198513,0.0029569,0.00708807,0.000193922,0.000199004,0.00100421
1850,2.59726,15.5735,-411.578,0.00636605,-0.000348881,0.00385559,0.007555,0.00019024,0.000195496,0.000985206
1851,2.59726,15.5735,-411.578,0.00648899,0.00143137,0.00458973,0.00813542,0.000188239,0.000193811,0.000975172
1852,2.59726,15.5735,-411.578,0.00634234,0.0025276,0.00597029,0.00918001,0.000191656,0.00019703,0.000992616
1853,2.59726,15.5735,-411.578,0.0057878,0.00362691,0.0064985,0.0094729,0.000186059,0.000191346,0.000963778
1854,2.59726,15.5735,-411.578,0.00491082,0.00401202,0.00719932,0.00966319,0.000192491,0.000197779,0.000997073
1855,2.59726,15.5735,-411.578,0.00406123,0.00395924,0.00755919,0.00949262,0.000192074,0.000197453,0.000994761
1856,2.59726,15.5735,-411.578,0.00366869,0.00327097,0.00764034,0.0091343,0.000189777,0.000194789,0.000983078
1857,2.59726,15.5735,-411.578,0.00394414,0.00245027,0.00740729,0.0087825,0.000188225,0.000193675,0.000974856
1858,2.59726,15.5735,-411.578,0.00463138,0.00118127,0.00764364,0.00904995,0.000190742,0.000196192,0.000988035
1859,2.59726,15.5735,-411.578,0.004987,-0.00026275,0.0066733,0.00841419,0.000189591,0.000195123,0.000982226
1860,2.59726,15.5735,-411.578,0.00522124,-0.00164268,0.00538636,0.00781969,0.000189098,0.000194422,0.00097966
1861,2.59726,15.5735,-411.578,0.0048098,-0.00291929,0.00556827,0.00795786,0.000189254,0.000194362,0.00098016
1862,2.59726,15.5735,-411.578,0.00450179,-0.00415311,0.00443043,0.00773419,0.000190383,0.000195432,0.000986197
1863,2.59726,15.5735,-411.578,0.00411765,-0.00495808,0.00451851,0.00796269,0.000188469,0.000193092,0.000976096
1864,2.59726,15.5735,-411.578,0.00366038,-0.00576378,0.00419585,0.0080949,0.000189676,0.000194953,0.000982465
1865,2.59726,15.5735,-411.578,0.00380143,-0.00611114,0.00353431,0.00822575,0.000188929,0.000193883,0.000978478
1866,2.59726,15.5735,-411.578,0.00395465,-0.006009,0.0028489,0.00787807,0.000190909,0.000196273,0.000989049
1867,2.59726,15.5735,-411.578,0.00419496,-0.00544911,0.00292691,0.00758215,0.000191562,0.00019671,0.000992285
1868,2.59726,15.5735,-411.578,0.0046664,-0.00477824,0.00210028,0.00708662,0.00019105,0.000196072,0.000989639
1869,2.59726,15.5735,-411.578,0.00514168,-0.00380588,0.00289899,0.00710788,0.000188975,0.000194141,0.000978543
1870,2.59726,15.5735,-411.578,0.00514665,-0.00239422,0.00274242,0.00653833,0.000189976,0.000195355,0.000984163
1871,2.59726,15.5735,-411.578,0.00443912,-0.00116209,0.00276288,0.00552998,0.000191355,0.000196466,0.000991195
1872,2.59726,15.5735,-411.578,0.00337761,-7.71412e-05,0.00350952,0.00501735,0.00019263,0.000197455,0.00099767
1873,2.59726,15.5735,-411.578,0.00260511,0.000824713,0.00500455,0.00578335,0.000187813,0.000192848,0.000972741
1874,2.59726,15.5735,-411.578,0.00231374,0.00144043,0.00567182,0.00635131,0.000190087,0.000195391,0.000984719
1875,2.59726,15.5735,-411.578,0.00262719,0.00201842,0.00567044,0.00667635,0.000188717,0.000194028,0.000977611
1876,2.59726,15.5735,-411.578,0.00304771,0.00188201,0.00586513,0.00695631,0.000190745,0.000195696,0.000988081
1877,2.59726,15.5735,-411.578,0.003498,0.00180416,0.00690464,0.00798061,0.000187704,0.000193292,0.000972395
1878,2.59726,15.5735,-411.578,0.00358315,0.00136955,0.00715067,0.00816472,0.000188315,0.000193271,0.000975623
1879,2.59726,15.5735,-411.578,0.00331362,0.0010011,0.00679631,0.00768413,0.000189888,0.00019494,0.000983469
1880,2.59726,15.5735,-411.578,0.00286105,0.00034824,0.00688839,0.00750632,0.000187553,0.000192429,0.000971579
1881,2.59726,15.5735,-411.578,0.00220619,-0.000695372,0.00689252,0.00730037,0.000188055,0.000192925,0.000974084
1882,2.59726,15.5735,-411.578,0.00158757,-0.00190251,0.00774958,0.00814874,0.000189817,0.000194773,0.000983255
1883,2.59726,15.5735,-411.578,0.00111419,-0.00296716,0.0075449,0.00821048,0.000190285,0.000195531,0.000985518
1884,2.59726,15.5735,-411.578,0.00128872,-0.00396424,0.00702199,0.00820197,0.000189986,0.000195202,0.000984155
1885,2.59726,15.5735,-411.578,0.00166278,-0.0048317,0.00631478,0.00817595,0.000188091,0.00019284,0.000974259
1886,2.59726,15.5735,-411.578,0.00248915,-0.00552277,0.00612209,0.00865765,0.000186152,0.000190814,0.000964149
1887,2.59726,15.5735,-411.578,0.00297071,-0.00570499,0.00506925,0.00824891,0.000187841,0.000192971,0.000972904
1888,2.59726,15.5735,-411.578,0.00320715,-0.00545125,0.00407131,0.00760303,0.000188319,0.000193578,0.000975564
1889,2.59726,15.5735,-411.578,0.00285999,-0.00518317,0.00341507,0.00720589,0.00018829,0.000193397,0.000975288
1890,2.59726,15.5735,-411.578,0.0020315,-0.00464321,0.00444752,0.00680168,0.000189159,0.00019425,0.000979985
1891,2.59726,15.5735,-411.578,0.00118489,-0.00391822,0.00492559,0.00649617,0.000187886,0.000193228,0.000973281
1892,2.59726,15.5735,-411.578,0.000830126,-0.00321735,0.00524971,0.00630989,0.000190677,0.000196159,0.000987754
1893,2.59726,15.5735,-411.578,0.000930611,-0.00262582,0.00521212,0.00605562,0.000192366,0.000197251,0.000996324
1894,2.59726,15.5735,-411.578,0.00109538,-0.00189193,0.00607126,0.00648383,0.000187745,0.000193245,0.000972711
1895,2.59726,15.5735,-411.578,0.00167761,-0.00137105,0.00649404,0.0069091,0.000189013,0.000194136,0.000978965
1896,2.59726,15.5735,-411.578,0.00195756,-0.000648341,0.00711777,0.00743987,0.000189595,0.000194944,0.000982105
1897,2.59726,15.5735,-411.578,0.00164776,-0.000261451,0.0081759,0.00836939,0.000188669,0.000193738,0.000977312
1898,2.59726,15.5735,-411.578,0.00119522,0.000204624,0.00840402,0.00850111,0.000188376,0.000193253,0.000975698
1899,2.59726,15.5735,-411.578,0.000301148,0.000178043,0.00966089,0.00967368,0.000192161,0.000197085,0.00099542
1900,2.59726,15.5735,-411.578,-0.000161753,0.000152136,0.0100785,0.0100894,0.000188159,0.000193351,0.000974619
1901,2.59726,15.5735,-411.578,-0.00102245,-0.000275268,0.0104403,0.0104983,0.000186971,0.000192066,0.000968618
1902,2.59726,15.5735,-411.578,-0.00159079,-0.000744093,0.0106056,0.0107568,0.000188714,0.000193827,0.00097749
1903,2.59726,15.5735,-411.578,-0.00124768,-0.00151742,0.0086215,0.0088624,0.000187464,0.00019277,0.000971069
1904,2.59726,15.5735,-411.578,-0.000621138,-0.00242057,0.00956549,0.00989447,0.000190233,0.000195792,0.000985379
1905,2.59726,15.5735,-411.578,9.23247e-05,-0.00346576,0.00933894,0.00999076,0.000189973,0.000194985,0.000984051
1906,2.59726,15.5735,-411.578,3.89836e-05,-0.00408875,0.00882484,0.00975629,0.000189637,0.000194609,0.000982382
1907,2.59726,15.5735,-411.578,-7.08673e-06,-0.00467057,0.00848486,0.00973104,0.000190382,0.000195849,0.00098632
1908,2.59726,15.5735,-411.578,-0.000556855,-0.00484352,0.00764875,0.00912505,0.000190831,0.000196049,0.000988273
1909,2.59726,15.5735,-411.578,-0.00111305,-0.00504136,0.0075973,0.00927826,0.000187428,0.000192378,0.000970762
1910,2.59726,15.5735,-411.578,-0.00151779,-0.0052725,0.00756742,0.00937353,0.000189872,0.000194761,0.000983509
