"R0",,,,,,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","displacement","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]"
783,2.59726,15.5735,-411.578,-0.00520503,-0.000454446,0.00222246,0.00592571,0.000190137,0.000195634,0.000984704
784,2.59726,15.5735,-411.578,-0.0060677,-0.000520544,0.00176739,0.00670799,0.000188306,0.000193754,0.000975358
785,2.59726,15.5735,-411.578,-0.00695478,-0.000650839,0.00261514,0.00774464,0.000190004,0.000195197,0.000984114
786,2.59726,15.5735,-411.578,-0.00717879,-0.000585012,0.00199513,0.00768737,0.000191428,0.000197141,0.000991548
787,2.59726,15.5735,-411.578,-0.00693377,-0.000700772,0.00194299,0.00755907,0.000192208,0.000197136,0.000995581
788,2.59726,15.5735,-411.578,-0.00665147,-0.00100415,0.00233247,0.00727958,0.00019065,0.000195937,0.00098764
789,2.59726,15.5735,-411.578,-0.0062936,-0.00103431,0.0020339,0.00688209,0.000193612,0.000198717,0.00100284
790,2.59726,15.5735,-411.578,-0.00618604,-0.00107534,0.00208049,0.00672717,0.000189894,0.000195085,0.000983655
791,2.59726,15.5735,-411.578,-0.00650765,-0.00124018,0.00275135,0.00747895,0.000191832,0.000197567,0.000993805
792,2.59726,15.5735,-411.578,-0.00732459,-0.00130634,0.00356851,0.0083594,0.000189739,0.000194765,0.000982811
793,2.59726,15.5735,-411.578,-0.00824017,-0.0011733,0.00324965,0.00901421,0.000188467,0.000193805,0.000976196
794,2.59726,15.5735,-411.578,-0.00869999,-0.00106467,0.00333707,0.00948031,0.000191288,0.000196994,0.000990735
795,2.59726,15.5735,-411.578,-0.00893736,-0.0011635,0.00379439,0.0098418,0.000193285,0.000198791,0.00100134
796,2.59726,15.5735,-411.578,-0.00842348,-0.00128418,0.0037261,0.00949721,0.000191841,0.000196838,0.000993696
797,2.59726,15.5735,-411.578,-0.00772377,-0.00134721,0.0037654,0.00893336,0.000189234,0.000194631,0.000980201
798,2.59726,15.5735,-411.578,-0.007366,-0.00146769,0.00459007,0.0088912,0.000188992,0.000194304,0.000978986
799,2.59726,15.5735,-411.578,-0.00706332,-0.00141334,0.00432739,0.00851577,0.000190228,0.000195981,0.000985404
800,2.59726,15.5735,-411.578,-0.00725197,-0.00155883,0.00492194,0.0090073,0.000191033,0.000196379,0.000989516
801,2.59726,15.5735,-411.578,-0.00790036,-0.0014046,0.00406757,0.00910365,0.00019305,0.00019803,0.000999885
802,2.59726,15.5735,-411.578,-0.00856587,-0.00119405,0.00389004,0.00952287,0.000194796,0.000200023,0.00100916
803,2.59726,15.5735,-411.578,-0.00867446,-0.00124414,0.00418409,0.00985962,0.000187304,0.000192558,0.000970263
804,2.59726,15.5735,-411.578,-0.00881842,-0.00125703,0.00491038,0.0102571,0.000191148,0.000196316,0.000990264
805,2.59726,15.5735,-411.578,-0.00842377,-0.00132534,0.00505728,0.0100152,0.000189743,0.000195529,0.000982865
806,2.59726,15.5735,-411.578,-0.00760825,-0.00145761,0.0052929,0.00946478,0.00018722,0.000192196,0.000969792
807,2.59726,15.5735,-411.578,-0.00684538,-0.00174887,0.00521672,0.00884483,0.000192206,0.000197461,0.000995615
808,2.59726,15.5735,-411.578,-0.00648152,-0.00159508,0.00488349,0.00841326,0.000186561,0.000191733,0.0009664
809,2.59726,15.5735,-411.578,-0.00650168,-0.0016988,0.00552621,0.00898716,0.000189117,0.000194617,0.000979599
810,2.59726,15.5735,-411.578,-0.00696482,-0.00157891,0.00678113,0.00989452,0.00019001,0.000195494,0.000984198
811,2.59726,15.5735,-411.578,-0.00731365,-0.00156735,0.00594506,0.00961923,0.000191188,0.000196165,0.000990507
812,2.59726,15.5735,-411.578,-0.0078462,-0.00146719,0.00606962,0.0101172,0.000190307,0.000195601,0.000985757
813,2.59726,15.5735,-411.578,-0.00767819,-0.00148943,0.00541304,0.00962926,0.00019226,0.000197206,0.000995755
814,2.59726,15.5735,-411.578,-0.00706491,-0.00156974,0.00674395,0.00993588,0.000190694,0.000195808,0.00098772
815,2.59726,15.5735,-411.578,-0.00627738,-0.00192961,0.00732733,0.00987443,0.000188043,0.000193613,0.000974008
816,2.59726,15.5735,-411.578,-0.00519448,-0.00191304,0.00702256,0.00898822,0.00018962,0.000194633,0.00098204
817,2.59726,15.5735,-411.578,-0.0045246,-0.00203336,0.00709996,0.0086979,0.000188011,0.00019309,0.000973896
818,2.59726,15.5735,-411.578,-0.0043058,-0.00217861,0.00730455,0.00882457,0.000189732,0.000194855,0.000982736
819,2.59726,15.5735,-411.578,-0.00443137,-0.00207632,0.00795192,0.00936266,0.000191483,0.000196674,0.000991686
820,2.59726,15.5735,-411.578,-0.00480514,-0.00198947,0.00775325,0.00938766,0.000188586,0.000193584,0.000976627
821,2.59726,15.5735,-411.578,-0.00481903,-0.0020013,0.00764748,0.00934824,0.000188209,0.000193005,0.000974919
822,2.59726,15.5735,-411.578,-0.00485443,-0.00193029,0.00814842,0.00972239,0.000190005,0.000195355,0.000984231
823,2.59726,15.5735,-411.578,-0.0043545,-0.00210402,0.00851548,0.0098214,0.000189091,0.00019419,0.000979545
824,2.59726,15.5735,-411.578,-0.00328997,-0.00225212,0.00847757,0.0093895,0.000188037,0.000193391,0.000973976
825,2.59726,15.5735,-411.578,-0.00228848,-0.00237819,0.0088881,0.00950131,0.00018678,0.000192403,0.000967742
826,2.59726,15.5735,-411.578,-0.00138503,-0.00252964,0.00837756,0.00889032,0.000189369,0.000194772,0.000980832
827,2.59726,15.5735,-411.578,-0.000907723,-0.00242354,0.0085601,0.00895201,0.000187345,0.000191825,0.000970496
828,2.59726,15.5735,-411.578,-0.000875758,-0.00246856,0.00864409,0.00905283,0.00018931,0.000194577,0.000980672
829,2.59726,15.5735,-411.578,-0.00104819,-0.00259772,0.00955323,0.00996864,0.000189833,0.000195012,0.000983312
830,2.59726,15.5735,-411.578,-0.00114272,-0.00239489,0.00871654,0.00912383,0.000189684,0.000195067,0.000982482
831,2.59726,15.5735,-411.578,-0.000960155,-0.00224101,0.00932963,0.00965275,0.000190277,0.000195359,0.000985542
832,2.59726,15.5735,-411.578,-0.000216932,-0.0023659,0.0093692,0.00967429,0.000190834,0.000195843,0.000988453
833,2.59726,15.5735,-411.578,0.000728628,-0.00248907,0.0106246,0.0109461,0.000189278,0.00019418,0.000980482
834,2.59726,15.5735,-411.578,0.00192989,-0.00247861,0.00960302,0.0101207,0.000187032,0.000192128,0.000968908
835,2.59726,15.5735,-411.578,0.00273987,-0.00266416,0.0095846,0.0103551,0.000189296,0.000194585,0.000980507
836,2.59726,15.5735,-411.578,0.00323916,-0.00277465,0.00997568,0.010866,0.00018805,0.000193253,0.000974318
837,2.59726,15.5735,-411.578,0.00326696,-0.00267489,0.00955515,0.010469,0.000191319,0.000196195,0.000990785
838,2.59726,15.5735,-411.578,0.00303322,-0.00243389,0.0104074,0.0111285,0.000189102,0.00019366,0.000979482
839,2.59726,15.5735,-411.578,0.00303079,-0.00242653,0.00911822,0.00992425,0.00018618,0.000191685,0.000964296
840,2.59726,15.5735,-411.578,0.00316563,-0.00219211,0.00950712,0.0102762,0.000191907,0.000197238,0.000993915
841,2.59726,15.5735,-411.578,0.00380372,-0.00235406,0.0100596,0.0110319,0.000187451,0.000192954,0.000970923
842,2.59726,15.5735,-411.578,0.00481691,-0.00236222,0.0106591,0.0119527,0.000190096,0.00019548,0.000984603
843,2.59726,15.5735,-411.578,0.00573955,-0.00250014,0.00964807,0.0115477,0.000189664,0.000194705,0.000982362
844,2.59726,15.5735,-411.578,0.0066196,-0.00252846,0.0096389,0.0119936,0.000190186,0.000195707,0.000985011
845,2.59726,15.5735,-411.578,0.00713736,-0.00247639,0.00976974,0.0123913,0.000188297,0.000193577,0.000975335
846,2.59726,15.5735,-411.578,0.00722287,-0.00244849,0.00916278,0.0120192,0.000186045,0.000190932,0.000963767
847,2.59726,15.5735,-411.578,0.00694766,-0.00219365,0.010243,0.0126228,0.00019311,0.000198066,0.00100033
848,2.59726,15.5735,-411.578,0.00686435,-0.00218032,0.0100352,0.0123927,0.000188873,0.000193888,0.000978251
849,2.59726,15.5735,-411.578,0.00704602,-0.00195592,0.00997362,0.0124227,0.000190726,0.000196072,0.000987734
850,2.59726,15.5735,-411.578,0.00749683,-0.00205393,0.0105546,0.013127,0.000188656,0.000194262,0.000977285
851,2.59726,15.5735,-411.578,0.00850303,-0.00197572,0.00967812,0.0130719,0.000189772,0.000195014,0.00098297
852,2.59726,15.5735,-411.578,0.0093857,-0.00215224,0.0107148,0.0144207,0.00019073,0.000195815,0.000987859
853,2.59726,15.5735,-411.578,0.0100625,-0.00227337,0.0112825,0.0153086,0.000189923,0.000195125,0.00098394
854,2.59726,15.5735,-411.578,0.0105259,-0.00230957,0.0113744,0.0156999,0.000190478,0.000195923,0.000986657
855,2.59726,15.5735,-411.578,0.0106412,-0.00230781,0.0104368,0.0151258,0.000188046,0.000193583,0.000974184
856,2.59726,15.5735,-411.578,0.010246,-0.00210376,0.0103808,0.0147608,0.000189796,0.000194435,0.00098316
857,2.59726,15.5735,-411.578,0.00992067,-0.00214285,0.010784,0.0148786,0.000188179,0.0001934,0.000974806
858,2.59726,15.5735,-411.578,0.00990164,-0.00204712,0.00989556,0.0141802,0.000189408,0.000194839,0.000981028
859,2.59726,15.5735,-411.578,0.0102443,-0.0020352,0.0106502,0.0149811,0.000191911,0.000197392,0.000993862
860,2.59726,15.5735,-411.578,0.0110563,-0.0019817,0.0105054,0.0154234,0.000193214,0.000198965,0.00100076
861,2.59726,15.5735,-411.578,0.0117819,-0.00213782,0.0109665,0.0162686,0.000194662,0.000200273,0.00100844
862,2.59726,15.5735,-411.578,0.012303,-0.00208404,0.0100577,0.0160901,0.000191517,0.000196851,0.000991896
863,2.59726,15.5735,-411.578,0.01259,-0.00219319,0.0104057,0.0165409,0.000192574,0.000197763,0.000997548
864,2.59726,15.5735,-411.578,0.0122582,-0.00228154,0.0102168,0.0161525,0.00019202,0.000196972,0.000994515
865,2.59726,15.5735,-411.578,0.0120677,-0.00213727,0.0110758,0.0165457,0.000191501,0.00019649,0.000991895
866,2.59726,15.5735,-411.578,0.0114598,-0.00207761,0.0113689,0.0162953,0.000188523,0.000194133,0.00097657
867,2.59726,15.5735,-411.578,0.0115092,-0.00208767,0.0111261,0.0161677,0.000189869,0.000195352,0.000983516
868,2.59726,15.5735,-411.578,0.0117079,-0.00191625,0.0106876,0.0159992,0.000192655,0.000197713,0.000997812
869,2.59726,15.5735,-411.578,0.0123046,-0.0018182,0.010065,0.0160376,0.000190836,0.000196375,0.000988246
870,2.59726,15.5735,-411.578,0.0127287,-0.00190999,0.0114035,0.0172125,0.00019088,0.000196179,0.000988612
871,2.59726,15.5735,-411.578,0.0132628,-0.00200268,0.0104247,0.0170245,0.000191454,0.000196468,0.000991531
872,2.59726,15.5735,-411.578,0.0135174,-0.00195016,0.0101488,0.0170409,0.000191205,0.000196655,0.000990333
873,2.59726,15.5735,-411.578,0.0130907,-0.00207605,0.0101896,0.0167376,0.000190635,0.000195718,0.000987289
874,2.59726,15.5735,-411.578,0.0125896,-0.00189872,0.00986931,0.0161743,0.00019034,0.000195434,0.000985687
875,2.59726,15.5735,-411.578,0.0118628,-0.00187531,0.00902266,0.0150699,0.00019226,0.000197344,0.000995758
876,2.59726,15.5735,-411.578,0.0116107,-0.0017487,0.00879409,0.0147602,0.000192006,0.000197003,0.000994663
877,2.59726,15.5735,-411.578,0.0115368,-0.00176528,0.00798529,0.0141876,0.000193287,0.000198625,0.00100114
878,2.59726,15.5735,-411.578,0.0120696,-0.00171801,0.00864646,0.014987,0.000190791,0.000196242,0.000988149
879,2.59726,15.5735,-411.578,0.0125681,-0.00152829,0.0074186,0.0147518,0.000192674,0.000197979,0.000997814
880,2.59726,15.5735,-411.578,0.0127656,-0.00168629,0.00853429,0.0155211,0.000190348,0.000195433,0.000986055
881,2.59726,15.5735,-411.578,0.0127099,-0.00436678,0.00777596,0.0155501,0.000194298,0.000199767,0.00100616
882,2.59726,15.5735,-411.578,0.0126238,-0.0194678,0.00244002,0.0233614,0.000193128,0.000198388,0.00100026
883,2.59726,15.5735,-411.578,0.0119247,-0.0557549,-0.00897146,0.0577393,0.000229812,0.000235628,0.00119026
884,2.59726,15.5735,-411.578,0.00956675,-0.113225,-0.0274337,0.116906,0.000239268,0.000245804,0.00123961
885,2.59726,15.5735,-411.578,0.00565508,-0.186909,-0.0509704,0.19383,0.000247287,0.000254001,0.00128156
886,2.59726,15.5735,-411.578,0.000787075,-0.270569,-0.0781709,0.281652,0.000248082,0.000254515,0.00128587
887,2.59726,15.5735,-411.578,-0.00374072,-0.348718,-0.102933,0.363623,0.000255285,0.000261279,0.00132309
888,2.59726,15.5735,-411.578,-0.00703217,-0.40428,-0.118789,0.421436,0.000253465,0.000258936,0.00131322
889,2.59726,15.5735,-411.578,-0.00844991,-0.429203,-0.126194,0.447457,0.000249279,0.00025387,0.00129183
890,2.59726,15.5735,-411.578,-0.00817944,-0.421555,-0.123285,0.439296,0.000254522,0.00025961,0.00131885
891,2.59726,15.5735,-411.578,-0.00694079,-0.382686,-0.110086,0.398271,0.000252853,0.00025798,0.00131034
892,2.59726,15.5735,-411.578,-0.00534641,-0.316336,-0.0885495,0.328545,0.00025014,0.000256139,0.00129617
893,2.59726,15.5735,-411.578,-0.00346993,-0.229485,-0.0615308,0.237626,0.000251304,0.000258251,0.00130241
894,2.59726,15.5735,-411.578,-0.000157009,-0.129679,-0.031767,0.133544,0.000252308,0.000259291,0.0013075
895,2.59726,15.5735,-411.578,0.00448146,-0.0252564,0.000417865,0.0257057,0.000219427,0.000225868,0.00113667
896,2.59726,15.5735,-411.578,0.00969603,0.0732692,0.031669,0.080425,0.000253758,0.00026117,0.00131477
897,2.59726,15.5735,-411.578,0.0140555,0.160378,0.0599431,0.171794,0.000239376,0.000246625,0.00124004
898,2.59726,15.5735,-411.578,0.0167184,0.229343,0.0824628,0.244292,0.000235654,0.000242857,0.00122039
899,2.59726,15.5735,-411.578,0.017552,0.276377,0.0967835,0.293364,0.000238552,0.000246002,0.00123536
900,2.59726,15.5735,-411.578,0.0167318,0.299092,0.104394,0.317233,0.000242845,0.000250303,0.00125726
901,2.59726,15.5735,-411.578,0.0153655,0.298276,0.104335,0.316373,0.000240298,0.000247843,0.00124422
902,2.59726,15.5735,-411.578,0.0142069,0.275693,0.0960588,0.292297,0.000242351,0.000249634,0.00125516
903,2.59726,15.5735,-411.578,0.0129461,0.234476,0.0819019,0.248708,0.000233581,0.000240793,0.00120965
904,2.59726,15.5735,-411.578,0.0110882,0.177895,0.0629216,0.189023,0.000237342,0.000244533,0.0012294
905,2.59726,15.5735,-411.578,0.00855859,0.110778,0.0409511,0.118423,0.000237713,0.000244795,0.0012312
906,2.59726,15.5735,-411.578,0.00529411,0.0371176,0.0175913,0.0414326,0.000218219,0.000224603,0.0011306
907,2.59726,15.5735,-411.578,0.00205597,-0.0356503,-0.00616876,0.0362676,0.000215936,0.000222173,0.00111865
908,2.59726,15.5735,-411.578,-0.000904385,-0.103547,-0.0277266,0.107235,0.000235284,0.000241913,0.00121918
909,2.59726,15.5735,-411.578,-0.00441695,-0.159835,-0.0443906,0.165955,0.000233839,0.000240373,0.0012118
910,2.59726,15.5735,-411.578,-0.00863954,-0.201006,-0.0565028,0.208988,0.00023229,0.000238547,0.00120367
911,2.59726,15.5735,-411.578,-0.0118111,-0.224516,-0.0638933,0.23374,0.000237515,0.000244088,0.00123084
912,2.59726,15.5735,-411.578,-0.0130116,-0.229342,-0.0653299,0.238828,0.000238974,0.000245445,0.00123845
913,2.59726,15.5735,-411.578,-0.0120735,-0.216332,-0.0613506,0.225198,0.000234999,0.000241216,0.00121773
914,2.59726,15.5735,-411.578,-0.0099022,-0.187009,-0.0514559,0.194223,0.000235298,0.000241417,0.00121945
915,2.59726,15.5735,-411.578,-0.0066438,-0.144577,-0.0383753,0.149751,0.000226634,0.000232542,0.00117445
916,2.59726,15.5735,-411.578,-0.00447362,-0.0930489,-0.0219036,0.0957293,0.000235869,0.000242241,0.00122216
917,2.59726,15.5735,-411.578,-0.0029142,-0.0366271,-0.00382481,0.0369608,0.000212552,0.000218255,0.00110096
918,2.59726,15.5735,-411.578,-0.00146365,0.0186718,0.0134963,0.023111,0.000194687,0.000199852,0.00100834
919,2.59726,15.5735,-411.578,-6.13716e-06,0.06967,0.0293156,0.0756009,0.000237149,0.000244555,0.00122879
920,2.59726,15.5735,-411.578,0.00161127,0.112314,0.0423063,0.120035,0.000233248,0.000240485,0.00120819
921,2.59726,15.5735,-411.578,0.00291933,0.143183,0.0522315,0.152455,0.000228074,0.000234862,0.00118132
922,2.59726,15.5735,-411.578,0.00330962,0.16085,0.0579081,0.170993,0.000233835,0.000241063,0.00121149
923,2.59726,15.5735,-411.578,0.00345401,0.16462,0.0574641,0.174403,0.000235257,0.000242255,0.0012184
924,2.59726,15.5735,-411.578,0.00342793,0.154887,0.0535429,0.163919,0.000232181,0.000238976,0.00120257
925,2.59726,15.5735,-411.578,0.00326179,0.133114,0.047118,0.141248,0.000226153,0.000232954,0.00117166
926,2.59726,15.5735,-411.578,0.00241668,0.101241,0.036437,0.107633,0.000232893,0.000240147,0.0012067
927,2.59726,15.5735,-411.578,-0.000198388,0.0625775,0.0256356,0.0676331,0.000233668,0.000240671,0.00121072
928,2.59726,15.5735,-411.578,-0.00367969,0.021083,0.0119845,0.0245665,0.000199948,0.000205419,0.00103577
929,2.59726,15.5735,-411.578,-0.00739985,-0.0201188,-0.00142068,0.0215144,0.000192715,0.0001983,0.00099854
930,2.59726,15.5735,-411.578,-0.00996651,-0.0580988,-0.0143922,0.060706,0.000233746,0.000240527,0.00121091
931,2.59726,15.5735,-411.578,-0.0114566,-0.0904573,-0.0241322,0.0943393,0.000233875,0.000240635,0.00121195
932,2.59726,15.5735,-411.578,-0.0116974,-0.113993,-0.0334445,0.119385,0.000233589,0.000239832,0.0012103
933,2.59726,15.5735,-411.578,-0.0116364,-0.12737,-0.0376543,0.13335,0.000230313,0.000236387,0.00119328
934,2.59726,15.5735,-411.578,-0.0120353,-0.13005,-0.0389914,0.136312,0.000228795,0.000234873,0.00118556
935,2.59726,15.5735,-411.578,-0.0124637,-0.122565,-0.0378179,0.128898,0.000230141,0.000236494,0.00119265
936,2.59726,15.5735,-411.578,-0.0127656,-0.105918,-0.0305347,0.110994,0.000236435,0.000242782,0.0012251
937,2.59726,15.5735,-411.578,-0.0126778,-0.0816804,-0.022095,0.0855758,0.000235511,0.000242005,0.00122035
938,2.59726,15.5735,-411.578,-0.011555,-0.0526675,-0.012828,0.0554561,0.000226332,0.000232924,0.00117259
939,2.59726,15.5735,-411.578,-0.010334,-0.0212858,-0.00100571,0.0237379,0.000194593,0.000199847,0.00100792
940,2.59726,15.5735,-411.578,-0.00916709,0.0097382,0.00901176,0.0161619,0.00019451,0.000199834,0.0010076
941,2.59726,15.5735,-411.578,-0.00754977,0.0385488,0.0187919,0.0435882,0.000213204,0.000219782,0.00110457
942,2.59726,15.5735,-411.578,-0.00564688,0.0624417,0.0270204,0.0682846,0.000233148,0.000240112,0.00120801
943,2.59726,15.5735,-411.578,-0.00380974,0.079911,0.0331405,0.0865995,0.000233596,0.000241205,0.00121018
944,2.59726,15.5735,-411.578,-0.00259827,0.0897861,0.0357343,0.096682,0.000232649,0.000239841,0.00120505
945,2.59726,15.5735,-411.578,-0.00287582,0.0916506,0.0368256,0.0988172,0.000235611,0.000242707,0.00122068
946,2.59726,15.5735,-411.578,-0.00390569,0.0859792,0.0338037,0.0924781,0.00023461,0.000242007,0.00121548
947,2.59726,15.5735,-411.578,-0.00558709,0.0733037,0.0301634,0.0794766,0.000238395,0.00024578,0.00123512
948,2.59726,15.5735,-411.578,-0.00673542,0.0549734,0.02306,0.0600181,0.000228085,0.000235167,0.00118167
949,2.59726,15.5735,-411.578,-0.00729683,0.0329006,0.0161602,0.0373953,0.000207051,0.000213209,0.00107288
950,2.59726,15.5735,-411.578,-0.00709401,0.00931377,0.00805241,0.0142817,0.000188797,0.000194413,0.000978125
951,2.59726,15.5735,-411.578,-0.00733262,-0.0141244,-0.000180882,0.0160604,0.000191622,0.00019689,0.000992488
952,2.59726,15.5735,-411.578,-0.00750698,-0.0353332,-0.00812765,0.0370798,0.000207947,0.000213293,0.00107713
953,2.59726,15.5735,-411.578,-0.0081077,-0.0532773,-0.0133986,0.055562,0.000228024,0.000234069,0.00118134
954,2.59726,15.5735,-411.578,-0.00844027,-0.0660366,-0.0174015,0.0688373,0.000235376,0.000241955,0.00121958
955,2.59726,15.5735,-411.578,-0.00823583,-0.0734607,-0.019572,0.076484,0.000236777,0.000243324,0.00122682
956,2.59726,15.5735,-411.578,-0.00832918,-0.0747136,-0.0193562,0.0776474,0.000236697,0.000243784,0.00122626
957,2.59726,15.5735,-411.578,-0.00813892,-0.0701031,-0.0168381,0.0725633,0.000235766,0.000242292,0.00122153
958,2.59726,15.5735,-411.578,-0.00742676,-0.0603346,-0.0129455,0.0621763,0.000233349,0.000239913,0.00120903
959,2.59726,15.5735,-411.578,-0.00623645,-0.0465183,-0.00736113,0.04754,0.000217049,0.000223315,0.00112448
960,2.59726,15.5735,-411.578,-0.00465362,-0.030095,-0.00164024,0.0305303,0.000201906,0.000207826,0.00104601
961,2.59726,15.5735,-411.578,-0.00308055,-0.0124195,0.00600407,0.0142237,0.000192258,0.00019763,0.00099603
962,2.59726,15.5735,-411.578,-0.00168166,0.00487122,0.0112002,0.0123567,0.000188984,0.00019433,0.000978983
963,2.59726,15.5735,-411.578,-0.00090477,0.0207582,0.0171112,0.0269649,0.000196306,0.00020185,0.00101683
964,2.59726,15.5735,-411.578,-0.00113661,0.0339425,0.0230581,0.0410672,0.000206608,0.000212675,0.00107029
965,2.59726,15.5735,-411.578,-0.00178738,0.0436635,0.0265872,0.0511772,0.000219304,0.000225968,0.00113604
966,2.59726,15.5735,-411.578,-0.00220986,0.0488017,0.0283368,0.0564996,0.000224024,0.000230656,0.00116037
967,2.59726,15.5735,-411.578,-0.0022211,0.049463,0.0288964,0.0573347,0.000224725,0.000231472,0.00116444
968,2.59726,15.5735,-411.578,-0.0018052,0.0457155,0.0263596,0.0528152,0.000221377,0.000227946,0.00114698
969,2.59726,15.5735,-411.578,-0.00128622,0.0381387,0.024557,0.0453911,0.000211695,0.000218266,0.00109694
